1750844696.5445294,
1750844696.5452828,-7536244
1750844696.5460322,4233658
1750844696.5468247,-7906028
1750844696.547602,4379546
1750844696.547602,-8286778
1750844696.5483327,4498216
1750844696.5490983,-8388608
1750844696.5498235,455510802
1750844696.5505674,5510802
1750844696.5505674,-2028897
1750844696.551393,8388607
1750844696.55204,4105917
1750844696.5527878,-1466385
1750844696.5535808,-6295024
1750844696.5535808,-2653507
1750844696.5545204,8388607
1750844696.5550776,4063242
1750844696.5550776,-1403519
1750844696.5558739,-5674702
1750844696.5564013,8388607
1750844696.5564013,-1857329
1750844696.5564013,5799177
1750844696.5574894,-1605276
1750844696.5574894,4388388
1750844696.5574894,-1446072
1750844696.5586066,3503704
1750844696.5586066,-1483493
1750844696.5586066,2412295
1750844696.5586066,-1062463
1750844696.5596921,1220294
1750844696.5596921,-762494
1750844696.5596921,384715
1750844696.5596921,2132771
1750844696.5607965,-7157634
1750844696.5607965,4038725
1750844696.5607965,-7640509
1750844696.5607965,4211648
1750844696.5607965,-7981798
1750844696.561899,4244655
1750844696.561899,-8274316
1750844696.561899,4294783
1750844696.561899,-8388608
1750844696.561899,4432548
1750844696.562936,-8388608
1750844696.562936,4513000
1750844696.562936,-8388608
1750844696.562936,4534849
1750844696.562936,-8388608
1750844696.5639741,4785637
1750844696.5639741,-7662868
1750844696.5639741,5410348
1750844696.5639741,-6662724
1750844696.5639741,6069790
1750844696.5650256,-5717339
1750844696.5650256,6676849
1750844696.5650256,-5131081
1750844696.5650256,7292257
1750844696.5650256,-4523128
1750844696.5660572,7738914
1750844696.5660572,-3753193
1750844696.5660572,8047274
1750844696.5660572,-2782058
1750844696.5660572,8388607
1750844696.5660572,-1819719
1750844696.5671256,8388607
1750844696.5671256,-814086
1750844696.5671256,8388607
1750844696.5671256,-1747658
1750844696.5671256,7463149
1750844696.5681775,-1833627
1750844696.5681775,6544086
1750844696.5681775,-1743066
1750844696.5692,5349001
1750844696.5692,-1574304
1750844696.5702286,4044282
1750844696.5702286,-1371815
1750844696.5712492,2992183
1750844696.5712492,-1152995
1750844696.5712492,2003050
1750844696.5712492,-891091
1750844696.5712492,968107
1750844696.5723236,1890549
1750844696.5723236,-6867831
1750844696.5723236,4096154
1750844696.5723236,-7370830
1750844696.5723236,4061409
1750844696.5733924,-7749712
1750844696.5733924,4191065
1750844696.5733924,-8058474
1750844696.5733924,4297080
1750844696.5733924,-8388608
1750844696.5733924,4422065
1750844696.5744536,-8388608
1750844696.5744536,4440471
1750844696.5744536,-8388608
1750844696.5744536,4514300
1750844696.5744536,-8388608
1750844696.5744536,4676748
1750844696.5744536,-8205013
1750844696.5744536,5085900
1750844696.5744536,-7280460
1750844696.575625,5715545
1750844696.575625,-6250900
1750844696.575625,6343724
1750844696.575625,-5391969
1750844696.575625,6966527
1750844696.575625,-4896634
1750844696.575625,7485188
1750844696.575625,-4176233
1750844696.575625,7882113
1750844696.576787,-3334878
1750844696.576787,8216832
1750844696.576787,-2397307
1750844696.576787,8388607
1750844696.576787,-1354322
1750844696.5778599,8388607
1750844696.5778599,-503322
1750844696.5778599,8388607
1750844696.5778599,-1828340
1750844696.5778599,7098449
1750844696.5778599,-1790286
1750844696.589109,6021446
1750844696.5974276,-1679934
1750844696.6054633,4745806
1750844696.6173,-1468918
1750844696.6265998,3574170
1750844696.6379733,-1311522
1750844696.6461787,2587848
1750844696.6587777,-1093994
1750844696.667271,1603891
1750844696.674989,-798822
1750844696.6832886,559333
1750844696.6955984,2195486
1750844696.7043252,-7086101
1750844696.7117736,4093993
1750844696.7237322,-7498364
1750844696.732713,4110511
1750844696.7451098,-7885232
1750844696.7534134,4262852
1750844696.765417,-8242551
1750844696.7740612,4360827
1750844696.7818265,-8388608
1750844696.7939544,4469986
1750844696.802855,-8388608
1750844696.8103974,4470531
1750844696.8231397,-8388608
1750844696.8313913,4556205
1750844696.8433876,-8388608
1750844696.8516467,4810170
1750844696.863627,-7795240
1750844696.8718846,5345932
1750844696.8802075,-6736264
1750844696.892341,5986012
1750844696.9005406,-5822037
1750844696.912541,6654495
1750844696.9207962,-5177797
1750844696.9290397,7250123
1750844696.9417925,-4594463
1750844696.9500842,7712534
1750844696.962091,-3832419
1750844696.9703424,8080402
1750844696.9824073,-2946772
1750844696.9911358,8354310
1750844696.9993827,-1852771
1750844697.0113795,8388607
1750844697.0195851,-868947
1750844697.027881,8388607
1750844697.0398862,-1666711
1750844697.0481243,7639495
1750844697.0601377,-1775072
1750844697.0683346,6680766
1750844697.0766876,-1713065
1750844697.0886962,5513911
1750844697.097278,-1542054
1750844697.1092782,4194656
1750844697.1175315,-1308083
1750844697.1257737,3136702
1750844697.1385314,-1200583
1750844697.1460395,2134278
1750844697.154984,-920021
1750844697.1669884,1147431
1750844697.1752958,1860511
1750844697.1873603,-3870095
1750844697.1952612,4185603
1750844697.2042694,-4571637
1750844697.2162879,4337694
1750844697.224508,-5316932
1750844697.2364652,4380524
1750844697.244716,-6050629
1750844697.2529724,4249645
1750844697.2650096,-6717086
1750844697.2732685,4143907
1750844697.286096,-7208266
1750844697.2939725,4096561
1750844697.3063686,-7655729
1750844697.3146257,4183079
1750844697.3228745,-7945991
1750844697.3348773,4338061
1750844697.3431273,-8388608
1750844697.3513732,4458031
1750844697.3633764,-8388608
1750844697.3716245,4489674
1750844697.38364,-8388608
1750844697.3919325,4521885
1750844697.4046826,-8388608
1750844697.4129333,4639751
1750844697.4211838,-8385044
1750844697.4331846,4976757
1750844697.4421835,-7383416
1750844697.45343,5617703
1750844697.4616833,-6397980
1750844697.4699285,6271736
1750844697.4827013,-5492994
1750844697.4901986,6900253
