timepresentation,posx,posy,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_8.thisRepN,trials_8.thisTrialN,trials_8.thisN,trials_8.thisIndex,trials_9.thisRepN,trials_9.thisTrialN,trials_9.thisN,trials_9.thisIndex,trials_10.thisRepN,trials_10.thisTrialN,trials_10.thisN,trials_10.thisIndex,trials_11.thisRepN,trials_11.thisTrialN,trials_11.thisN,trials_11.thisIndex,trials_12.thisRepN,trials_12.thisTrialN,trials_12.thisN,trials_12.thisIndex,trials_13.thisRepN,trials_13.thisTrialN,trials_13.thisN,trials_13.thisIndex,trials_14.thisRepN,trials_14.thisTrialN,trials_14.thisN,trials_14.thisIndex,trials_15.thisRepN,trials_15.thisTrialN,trials_15.thisN,trials_15.thisIndex,trials_16.thisRepN,trials_16.thisTrialN,trials_16.thisN,trials_16.thisIndex,thisRow.t,notes,ronda1,ronda2,ronda3,ronda4,portada.started,image_5.started,text_6.started,portada.stopped,instructions.started,text_5.started,key_resp_5.started,instructions.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,Ronda_1.started,text_7.started,Ronda_1.stopped,control.started,control.stopped,resp_control_r1.keys,music.started,music.stopped,resp_music_r1.keys,music_words.started,image_3.started,resp_musicw_r1.started,music_words.stopped,resp_musicw_r1.keys,resp_musicw_r1.rt,resp_musicw_r1.duration,music_video.started,music_video.stopped,resp_musicv_r1.keys,Ronda_2.started,text_8.started,Ronda_2.stopped,control2.started,control2.stopped,resp_control_r2.keys,music2.started,image_7.started,resp_music_r2.started,music2.stopped,resp_music_r2.keys,resp_music_r2.rt,resp_music_r2.duration,music_words2.started,music_words2.stopped,resp_musicw_r2.keys,music_video2.started,music_video2.stopped,resp_musicv_r2.keys,Ronda_3.started,text_9.started,Ronda_3.stopped,control3.started,control3.stopped,resp_control_r3.keys,music3.started,music3.stopped,resp_music_r3.keys,music_words3.started,music_words3.stopped,resp_musicw_r3.keys,music_video3.started,image_13.started,resp_musicv_r3.started,music_video3.stopped,resp_musicv_r3.keys,resp_musicv_r3.rt,resp_musicv_r3.duration,Ronda_4.started,text_10.started,Ronda_4.stopped,control4.started,image_14.started,resp_control_r4.started,control4.stopped,resp_control_r4.keys,resp_control_r4.rt,resp_control_r4.duration,music4.started,music4.stopped,resp_music_r4.keys,music_words4.started,music_words4.stopped,resp_musicw_r4.keys,music_video4.started,music_video4.stopped,resp_musicv_r4.keys,final.started,text_4.started,final.stopped,participant,Edad,Sexo,date,expName,psychopyVersion,frameRate,expStart,
10,0.2,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,383.18271189997904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.8675289999228,382.8734588001389,None,,,,,,,,,,davidb,264706,Hombre,2025-05-06_09h39.12.361,tarea_iceberg,2023.2.3,60.155550215669095,2025-05-06 09h40.01.248126 +0200,
14,-0.4,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,383.18271189997904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.8737300999928,382.87963719991967,None,,,,,,,,,,davidb,264706,Hombre,2025-05-06_09h39.12.361,tarea_iceberg,2023.2.3,60.155550215669095,2025-05-06 09h40.01.248126 +0200,
6,-0.5,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,383.18271189997904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.87993169995025,382.8860369999893,None,,,,,,,,,,davidb,264706,Hombre,2025-05-06_09h39.12.361,tarea_iceberg,2023.2.3,60.155550215669095,2025-05-06 09h40.01.248126 +0200,
7,0.5,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,383.18271189997904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.88633810007013,382.8921940000728,None,,,,,,,,,,davidb,264706,Hombre,2025-05-06_09h39.12.361,tarea_iceberg,2023.2.3,60.155550215669095,2025-05-06 09h40.01.248126 +0200,
10,-0.4,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,383.18271189997904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.89245930011384,382.89790949993767,None,,,,,,,,,,davidb,264706,Hombre,2025-05-06_09h39.12.361,tarea_iceberg,2023.2.3,60.155550215669095,2025-05-06 09h40.01.248126 +0200,
12,0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,383.18271189997904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.89815789996646,382.9037216999568,None,,,,,,,,,,davidb,264706,Hombre,2025-05-06_09h39.12.361,tarea_iceberg,2023.2.3,60.155550215669095,2025-05-06 09h40.01.248126 +0200,
9,0.4,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,383.18271189997904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.90397799992934,382.9095143999439,None,,,,,,,,,,davidb,264706,Hombre,2025-05-06_09h39.12.361,tarea_iceberg,2023.2.3,60.155550215669095,2025-05-06 09h40.01.248126 +0200,
4,-0.3,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,,,,,,,,,383.18271189997904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.90977300005034,382.91524580004625,None,,,,,,,,,,davidb,264706,Hombre,2025-05-06_09h39.12.361,tarea_iceberg,2023.2.3,60.155550215669095,2025-05-06 09h40.01.248126 +0200,
9,0.3,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,9,,,,,,,,,383.18271189997904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.9155005000066,382.9212082999293,None,,,,,,,,,,davidb,264706,Hombre,2025-05-06_09h39.12.361,tarea_iceberg,2023.2.3,60.155550215669095,2025-05-06 09h40.01.248126 +0200,
9,-0.4,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,383.18271189997904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.96809970005415,382.9754357000347,None,,,,,,,davidb,264706,Hombre,2025-05-06_09h39.12.361,tarea_iceberg,2023.2.3,60.155550215669095,2025-05-06 09h40.01.248126 +0200,
10,0.2,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,383.18271189997904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.97575780004263,382.9816046000924,None,,,,,,,davidb,264706,Hombre,2025-05-06_09h39.12.361,tarea_iceberg,2023.2.3,60.155550215669095,2025-05-06 09h40.01.248126 +0200,
14,-0.4,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,383.18271189997904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.981873099925,382.9883151999675,None,,,,,,,davidb,264706,Hombre,2025-05-06_09h39.12.361,tarea_iceberg,2023.2.3,60.155550215669095,2025-05-06 09h40.01.248126 +0200,
6,-0.5,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,383.18271189997904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.9885744000785,382.9941255999729,None,,,,,,,davidb,264706,Hombre,2025-05-06_09h39.12.361,tarea_iceberg,2023.2.3,60.155550215669095,2025-05-06 09h40.01.248126 +0200,
7,0.5,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,383.18271189997904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.99437570013106,382.99974950007163,None,,,,,,,davidb,264706,Hombre,2025-05-06_09h39.12.361,tarea_iceberg,2023.2.3,60.155550215669095,2025-05-06 09h40.01.248126 +0200,
10,-0.4,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,383.18271189997904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.99999779998325,383.00578010012396,None,,,,,,,davidb,264706,Hombre,2025-05-06_09h39.12.361,tarea_iceberg,2023.2.3,60.155550215669095,2025-05-06 09h40.01.248126 +0200,
12,0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,383.18271189997904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383.0060483000707,383.0115044999402,None,,,,,,,davidb,264706,Hombre,2025-05-06_09h39.12.361,tarea_iceberg,2023.2.3,60.155550215669095,2025-05-06 09h40.01.248126 +0200,
9,0.4,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,383.18271189997904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383.01175089995377,383.01720550004393,None,,,,,,,davidb,264706,Hombre,2025-05-06_09h39.12.361,tarea_iceberg,2023.2.3,60.155550215669095,2025-05-06 09h40.01.248126 +0200,
4,-0.3,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,,,,,383.18271189997904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383.017447500024,383.0228443001397,None,,,,,,,davidb,264706,Hombre,2025-05-06_09h39.12.361,tarea_iceberg,2023.2.3,60.155550215669095,2025-05-06 09h40.01.248126 +0200,
9,0.3,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,9,,,,,383.18271189997904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383.0230779000558,383.0281855999492,None,,,,,,,davidb,264706,Hombre,2025-05-06_09h39.12.361,tarea_iceberg,2023.2.3,60.155550215669095,2025-05-06 09h40.01.248126 +0200,
9,-0.4,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,383.18271189997904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383.0668556999881,383.0744183000643,None,,,,davidb,264706,Hombre,2025-05-06_09h39.12.361,tarea_iceberg,2023.2.3,60.155550215669095,2025-05-06 09h40.01.248126 +0200,
10,0.2,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,383.18271189997904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383.074754799949,383.0802418999374,None,,,,davidb,264706,Hombre,2025-05-06_09h39.12.361,tarea_iceberg,2023.2.3,60.155550215669095,2025-05-06 09h40.01.248126 +0200,
14,-0.4,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,383.18271189997904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383.08048140001483,383.08623110014014,None,,,,davidb,264706,Hombre,2025-05-06_09h39.12.361,tarea_iceberg,2023.2.3,60.155550215669095,2025-05-06 09h40.01.248126 +0200,
6,-0.5,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,383.18271189997904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383.0864836999681,383.09205680014566,None,,,,davidb,264706,Hombre,2025-05-06_09h39.12.361,tarea_iceberg,2023.2.3,60.155550215669095,2025-05-06 09h40.01.248126 +0200,
7,0.5,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,383.18271189997904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383.0923097000923,383.0975687999744,None,,,,davidb,264706,Hombre,2025-05-06_09h39.12.361,tarea_iceberg,2023.2.3,60.155550215669095,2025-05-06 09h40.01.248126 +0200,
10,-0.4,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,383.18271189997904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383.0978306999896,383.1035134999547,None,,,,davidb,264706,Hombre,2025-05-06_09h39.12.361,tarea_iceberg,2023.2.3,60.155550215669095,2025-05-06 09h40.01.248126 +0200,
12,0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,383.18271189997904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383.103760200087,383.10918339993805,None,,,,davidb,264706,Hombre,2025-05-06_09h39.12.361,tarea_iceberg,2023.2.3,60.155550215669095,2025-05-06 09h40.01.248126 +0200,
9,0.4,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,383.18271189997904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383.1094213000033,383.1147716001142,None,,,,davidb,264706,Hombre,2025-05-06_09h39.12.361,tarea_iceberg,2023.2.3,60.155550215669095,2025-05-06 09h40.01.248126 +0200,
4,-0.3,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,383.18271189997904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383.1150452999864,383.1205579000525,None,,,,davidb,264706,Hombre,2025-05-06_09h39.12.361,tarea_iceberg,2023.2.3,60.155550215669095,2025-05-06 09h40.01.248126 +0200,
9,0.3,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,9,383.18271189997904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383.12079380010255,383.1260371999815,None,,,,davidb,264706,Hombre,2025-05-06_09h39.12.361,tarea_iceberg,2023.2.3,60.155550215669095,2025-05-06 09h40.01.248126 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383.1710205001291,383.18271189997904,385.1712980000302,,,,,,,,,
