timepresentation,posx,posy,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_8.thisRepN,trials_8.thisTrialN,trials_8.thisN,trials_8.thisIndex,trials_9.thisRepN,trials_9.thisTrialN,trials_9.thisN,trials_9.thisIndex,trials_10.thisRepN,trials_10.thisTrialN,trials_10.thisN,trials_10.thisIndex,trials_11.thisRepN,trials_11.thisTrialN,trials_11.thisN,trials_11.thisIndex,trials_12.thisRepN,trials_12.thisTrialN,trials_12.thisN,trials_12.thisIndex,trials_13.thisRepN,trials_13.thisTrialN,trials_13.thisN,trials_13.thisIndex,trials_14.thisRepN,trials_14.thisTrialN,trials_14.thisN,trials_14.thisIndex,trials_15.thisRepN,trials_15.thisTrialN,trials_15.thisN,trials_15.thisIndex,trials_16.thisRepN,trials_16.thisTrialN,trials_16.thisN,trials_16.thisIndex,thisRow.t,notes,ronda1,ronda2,ronda3,ronda4,portada.started,image_5.started,text_6.started,portada.stopped,instructions.started,text_5.started,key_resp_5.started,instructions.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,Ronda_1.started,text_7.started,Ronda_1.stopped,control.started,control.stopped,resp_control_r1.keys,music.started,music.stopped,resp_music_r1.keys,music_words.started,image_3.started,resp_musicw_r1.started,music_words.stopped,resp_musicw_r1.keys,resp_musicw_r1.rt,resp_musicw_r1.duration,music_video.started,music_video.stopped,resp_musicv_r1.keys,Ronda_2.started,text_8.started,Ronda_2.stopped,control2.started,control2.stopped,resp_control_r2.keys,music2.started,image_7.started,resp_music_r2.started,music2.stopped,resp_music_r2.keys,resp_music_r2.rt,resp_music_r2.duration,music_words2.started,music_words2.stopped,resp_musicw_r2.keys,music_video2.started,music_video2.stopped,resp_musicv_r2.keys,Ronda_3.started,text_9.started,Ronda_3.stopped,control3.started,control3.stopped,resp_control_r3.keys,music3.started,music3.stopped,resp_music_r3.keys,music_words3.started,music_words3.stopped,resp_musicw_r3.keys,music_video3.started,image_13.started,resp_musicv_r3.started,music_video3.stopped,resp_musicv_r3.keys,resp_musicv_r3.rt,resp_musicv_r3.duration,Ronda_4.started,text_10.started,Ronda_4.stopped,control4.started,image_14.started,resp_control_r4.started,control4.stopped,resp_control_r4.keys,resp_control_r4.rt,resp_control_r4.duration,music4.started,music4.stopped,resp_music_r4.keys,music_words4.started,music_words4.stopped,resp_musicw_r4.keys,music_video4.started,music_video4.stopped,resp_musicv_r4.keys,final.started,text_4.started,final.stopped,participant,Edad,Sexo,date,expName,psychopyVersion,frameRate,expStart,
13,-0.6,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.71643420006149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.08572049997747,193.0916969999671,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,davidb,264706,Hombre,2025-05-06_09h39.12.361,tarea_iceberg,2023.2.3,60.155550215669095,2025-05-06 09h40.01.248126 +0200,
10,0.2,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.71643420006149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.09199049999006,193.0977145000361,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,davidb,264706,Hombre,2025-05-06_09h39.12.361,tarea_iceberg,2023.2.3,60.155550215669095,2025-05-06 09h40.01.248126 +0200,
13,-0.4,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.71643420006149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.09798220009543,193.1031550001353,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,davidb,264706,Hombre,2025-05-06_09h39.12.361,tarea_iceberg,2023.2.3,60.155550215669095,2025-05-06 09h40.01.248126 +0200,
10,-0.3,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,194.71643420006149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.1218826000113,193.12813800014555,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,davidb,264706,Hombre,2025-05-06_09h39.12.361,tarea_iceberg,2023.2.3,60.155550215669095,2025-05-06 09h40.01.248126 +0200,
5,-0.7,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,194.71643420006149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.12847630004399,193.1341584001202,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,davidb,264706,Hombre,2025-05-06_09h39.12.361,tarea_iceberg,2023.2.3,60.155550215669095,2025-05-06 09h40.01.248126 +0200,
3,-0.1,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,194.71643420006149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.13440040010028,193.14033120009117,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,davidb,264706,Hombre,2025-05-06_09h39.12.361,tarea_iceberg,2023.2.3,60.155550215669095,2025-05-06 09h40.01.248126 +0200,
3,0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,194.71643420006149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.1406424001325,193.14668600005098,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,davidb,264706,Hombre,2025-05-06_09h39.12.361,tarea_iceberg,2023.2.3,60.155550215669095,2025-05-06 09h40.01.248126 +0200,
13,0.6,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,194.71643420006149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.1469434001483,193.15261920006014,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,davidb,264706,Hombre,2025-05-06_09h39.12.361,tarea_iceberg,2023.2.3,60.155550215669095,2025-05-06 09h40.01.248126 +0200,
13,0.5,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,194.71643420006149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.15290540014394,193.15881719999015,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,davidb,264706,Hombre,2025-05-06_09h39.12.361,tarea_iceberg,2023.2.3,60.155550215669095,2025-05-06 09h40.01.248126 +0200,
6,0.3,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,194.71643420006149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.15909640002064,193.1649084999226,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,davidb,264706,Hombre,2025-05-06_09h39.12.361,tarea_iceberg,2023.2.3,60.155550215669095,2025-05-06 09h40.01.248126 +0200,
13,-0.6,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,194.71643420006149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.16519180010073,193.17087409994565,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,davidb,264706,Hombre,2025-05-06_09h39.12.361,tarea_iceberg,2023.2.3,60.155550215669095,2025-05-06 09h40.01.248126 +0200,
10,0.2,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,194.71643420006149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.171136100078,193.1770190000534,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,davidb,264706,Hombre,2025-05-06_09h39.12.361,tarea_iceberg,2023.2.3,60.155550215669095,2025-05-06 09h40.01.248126 +0200,
13,-0.4,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,194.71643420006149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.1773145000916,193.1830996000208,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,davidb,264706,Hombre,2025-05-06_09h39.12.361,tarea_iceberg,2023.2.3,60.155550215669095,2025-05-06 09h40.01.248126 +0200,
10,-0.3,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,194.71643420006149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.23039659997448,193.23724570008926,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,davidb,264706,Hombre,2025-05-06_09h39.12.361,tarea_iceberg,2023.2.3,60.155550215669095,2025-05-06 09h40.01.248126 +0200,
5,-0.7,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,194.71643420006149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.2375797999557,193.2448915001005,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,davidb,264706,Hombre,2025-05-06_09h39.12.361,tarea_iceberg,2023.2.3,60.155550215669095,2025-05-06 09h40.01.248126 +0200,
3,-0.1,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,194.71643420006149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.2452714999672,193.25202460004948,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,davidb,264706,Hombre,2025-05-06_09h39.12.361,tarea_iceberg,2023.2.3,60.155550215669095,2025-05-06 09h40.01.248126 +0200,
3,0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,194.71643420006149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.25232219998725,193.25913959997706,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,davidb,264706,Hombre,2025-05-06_09h39.12.361,tarea_iceberg,2023.2.3,60.155550215669095,2025-05-06 09h40.01.248126 +0200,
13,0.6,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,194.71643420006149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.25944259995595,193.26586499996483,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,davidb,264706,Hombre,2025-05-06_09h39.12.361,tarea_iceberg,2023.2.3,60.155550215669095,2025-05-06 09h40.01.248126 +0200,
13,0.5,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,194.71643420006149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.26613770006225,193.2725651001092,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,davidb,264706,Hombre,2025-05-06_09h39.12.361,tarea_iceberg,2023.2.3,60.155550215669095,2025-05-06 09h40.01.248126 +0200,
6,0.3,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,194.71643420006149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.2728828000836,193.2797000000719,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,davidb,264706,Hombre,2025-05-06_09h39.12.361,tarea_iceberg,2023.2.3,60.155550215669095,2025-05-06 09h40.01.248126 +0200,
13,-0.6,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,194.71643420006149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.2800044999458,193.28657780005597,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,davidb,264706,Hombre,2025-05-06_09h39.12.361,tarea_iceberg,2023.2.3,60.155550215669095,2025-05-06 09h40.01.248126 +0200,
10,0.2,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,194.71643420006149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.28684170008637,193.2941920000594,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,davidb,264706,Hombre,2025-05-06_09h39.12.361,tarea_iceberg,2023.2.3,60.155550215669095,2025-05-06 09h40.01.248126 +0200,
13,-0.4,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,194.71643420006149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.29446809994988,193.301830700133,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,davidb,264706,Hombre,2025-05-06_09h39.12.361,tarea_iceberg,2023.2.3,60.155550215669095,2025-05-06 09h40.01.248126 +0200,
10,-0.3,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,194.71643420006149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.35029690014198,203.353654100094,203.353654100094,203.74488839996047,space,0.36734390002675354,None,,,,,,,,,,,,,,,,,,,,,,,davidb,264706,Hombre,2025-05-06_09h39.12.361,tarea_iceberg,2023.2.3,60.155550215669095,2025-05-06 09h40.01.248126 +0200,
5,-0.7,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,203.78608210012317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.74665890005417,208.77874259999953,208.77874259999953,209.17519560013898,space,0.36561229988001287,None,,,,,,,,,,,,,,,,,,,,,,,davidb,264706,Hombre,2025-05-06_09h39.12.361,tarea_iceberg,2023.2.3,60.155550215669095,2025-05-06 09h40.01.248126 +0200,
3,-0.1,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,209.22832019999623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.17602850007825,212.19699879991822,212.19699879991822,212.73991669993848,space,0.5241091998759657,None,,,,,,,,,,,,,,,,,,,,,,,davidb,264706,Hombre,2025-05-06_09h39.12.361,tarea_iceberg,2023.2.3,60.155550215669095,2025-05-06 09h40.01.248126 +0200,
3,0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,212.76216410007328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.7407339999918,215.7606007999275,215.7606007999275,216.16938799992204,space,0.3927211998961866,None,,,,,,,,,,,,,,,,,,,,,,,davidb,264706,Hombre,2025-05-06_09h39.12.361,tarea_iceberg,2023.2.3,60.155550215669095,2025-05-06 09h40.01.248126 +0200,
13,0.6,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,216.19013010011986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.1702761000488,229.17795359995216,229.17795359995216,229.67469580005854,space,0.487070299917832,None,,,,,,,,,,,,,,,,,,,,,,,davidb,264706,Hombre,2025-05-06_09h39.12.361,tarea_iceberg,2023.2.3,60.155550215669095,2025-05-06 09h40.01.248126 +0200,
13,0.5,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,229.72157680010423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.6753438001033,242.68266199994832,242.68266199994832,243.16596220014617,space,0.46913450001738966,None,,,,,,,,,,,,,,,,,,,,,,,davidb,264706,Hombre,2025-05-06_09h39.12.361,tarea_iceberg,2023.2.3,60.155550215669095,2025-05-06 09h40.01.248126 +0200,
6,0.3,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,243.18918270012364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.16681700013578,249.17836040002294,249.17836040002294,249.66639040014707,space,0.46152300015091896,None,,,,,,,,,,,,,,,,,,,,,,,davidb,264706,Hombre,2025-05-06_09h39.12.361,tarea_iceberg,2023.2.3,60.155550215669095,2025-05-06 09h40.01.248126 +0200,
13,-0.6,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,249.68467839993536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.66705840011127,262.6820706001017,262.6820706001017,263.18493300001137,space,0.47007509996183217,None,,,,,,,,,,,,,,,,,,,,,,,davidb,264706,Hombre,2025-05-06_09h39.12.361,tarea_iceberg,2023.2.3,60.155550215669095,2025-05-06 09h40.01.248126 +0200,
10,0.2,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,263.23244039993733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263.1862635000143,273.19140280014835,273.19140280014835,273.6442553999368,space,0.43328620004467666,None,,,,,,,,,,,,,,,,,,,,,,,davidb,264706,Hombre,2025-05-06_09h39.12.361,tarea_iceberg,2023.2.3,60.155550215669095,2025-05-06 09h40.01.248126 +0200,
13,-0.4,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,273.69081229995936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273.64535360015,286.65303730010055,286.65303730010055,287.16872210009024,space,0.5071277001406997,None,,,,,,,,,,,,,,,,,,,,,,,davidb,264706,Hombre,2025-05-06_09h39.12.361,tarea_iceberg,2023.2.3,60.155550215669095,2025-05-06 09h40.01.248126 +0200,
9,-0.4,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,290.2300482999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287.2308022000361,287.24129889998585,289.23123940010555,289.24808140005916,298.2456177000422,298.2456177000422,298.5928338000085,space,0.3227857002057135,None,,,,,,,,,,,,,davidb,264706,Hombre,2025-05-06_09h39.12.361,tarea_iceberg,2023.2.3,60.155550215669095,2025-05-06 09h40.01.248126 +0200,
10,0.2,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,298.6096280000638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.5936489000451,308.6051336999517,308.6051336999517,308.9645527000539,space,0.3398104999214411,None,,,,,,,,,,,,,davidb,264706,Hombre,2025-05-06_09h39.12.361,tarea_iceberg,2023.2.3,60.155550215669095,2025-05-06 09h40.01.248126 +0200,
14,-0.4,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,308.9858808000572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.9653042999562,322.9814943000674,322.9814943000674,323.3613833000418,space,0.34622760000638664,None,,,,,,,,,,,,,davidb,264706,Hombre,2025-05-06_09h39.12.361,tarea_iceberg,2023.2.3,60.155550215669095,2025-05-06 09h40.01.248126 +0200,
6,-0.5,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,323.3776438999921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323.36178439995274,329.3562749000266,329.3562749000266,329.67042859992944,space,0.3006972000002861,None,,,,,,,,,,,,,davidb,264706,Hombre,2025-05-06_09h39.12.361,tarea_iceberg,2023.2.3,60.155550215669095,2025-05-06 09h40.01.248126 +0200,
7,0.5,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,329.7077132000122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.6710568999406,336.6807260001078,336.6807260001078,336.9961517001502,space,0.28742729988880455,None,,,,,,,,,,,,,davidb,264706,Hombre,2025-05-06_09h39.12.361,tarea_iceberg,2023.2.3,60.155550215669095,2025-05-06 09h40.01.248126 +0200,
10,-0.4,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,337.04184830002487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336.997024100041,347.01454240013845,347.01454240013845,347.37331559997983,space,0.3538912001531571,None,,,,,,,,,,,,,davidb,264706,Hombre,2025-05-06_09h39.12.361,tarea_iceberg,2023.2.3,60.155550215669095,2025-05-06 09h40.01.248126 +0200,
12,0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,347.4084557001479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.37378540006466,359.3874097999651,359.3874097999651,359.7066774000414,space,0.31695380015298724,None,,,,,,,,,,,,,davidb,264706,Hombre,2025-05-06_09h39.12.361,tarea_iceberg,2023.2.3,60.155550215669095,2025-05-06 09h40.01.248126 +0200,
9,0.4,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,359.7327022999525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.70698629994877,368.7134608000051,368.7134608000051,369.0666533000767,space,0.3339058000128716,None,,,,,,,,,,,,,davidb,264706,Hombre,2025-05-06_09h39.12.361,tarea_iceberg,2023.2.3,60.155550215669095,2025-05-06 09h40.01.248126 +0200,
4,-0.3,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,369.08220830000937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369.0670247999951,373.07797170011327,373.07797170011327,373.51938290009275,space,0.4177643000148237,None,,,,,,,,,,,,,davidb,264706,Hombre,2025-05-06_09h39.12.361,tarea_iceberg,2023.2.3,60.155550215669095,2025-05-06 09h40.01.248126 +0200,
9,0.3,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,373.5342357000336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373.5199643999804,382.52215410000645,382.52215410000645,382.84232380008325,space,0.310928100021556,None,,,,,,,,,,,,,davidb,264706,Hombre,2025-05-06_09h39.12.361,tarea_iceberg,2023.2.3,60.155550215669095,2025-05-06 09h40.01.248126 +0200,
9,-0.4,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,383.18271189997904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.8598905999679,382.8671894001309,None,,,,,,,,,,davidb,264706,Hombre,2025-05-06_09h39.12.361,tarea_iceberg,2023.2.3,60.155550215669095,2025-05-06 09h40.01.248126 +0200,
