thisRow.t,notes,portada.started,image_5.started,text_6.started,portada.stopped,instructions.started,text_5.started,key_resp_5.started,instructions.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,Ronda_1.started,participant,Edad,Sexo,date,expName,psychopyVersion,frameRate,expStart,
,,0.003173199947923422,0.019825699971988797,0.019825699971988797,3.013031000038609,3.013045100029558,3.029215200105682,6.010391199961305,8.21000359999016,space,2.1859239998739213,None,,433758,511519,Hombre,2025-05-06_12h56.17.749,tarea_iceberg,2023.2.3,60.23838742838984,2025-05-06 12h56.29.274563 +0200,
,,,,,,,,,,,,,8.210032900096849,,,,,,,,,
