thisRow.t,notes,portada.started,image_5.started,text_6.started,portada.stopped,instructions.started,text_5.started,key_resp_5.started,instructions.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,Ronda_1.started,participant,Edad,Sexo,date,expName,psychopyVersion,frameRate,expStart,
,,0.003739100182428956,0.020279800053685904,0.020279800053685904,3.0004962000530213,3.0005057000089437,3.017707500141114,6.015219800174236,7.9482833000365645,space,1.9309855999890715,None,,522442,678319,Hombre,2025-05-06_12h57.46.023,tarea_iceberg,2023.2.3,59.988398309064046,2025-05-06 12h57.57.431160 +0200,
,,,,,,,,,,,,,7.948310800129548,,,,,,,,,
