time,event
0.00012169999536126852,start_relax1
4.182649999973364,start_trial1
8.983949100016616,keypress_trial1
11.934722500038333,estimatedtimeclick_trial1
13.44871070003137,start_relax2
19.375728300074115,start_trial2
25.339928500005044,keypress_trial2
27.691167999990284,estimatedtimeclick_trial2
29.206346499966457,start_relax3
35.18023559998255,start_trial3
42.19656920002308,keypress_trial3
44.628349200007506,estimatedtimeclick_trial3
46.14514000003692,start_relax4
49.9984835999785,start_trial4
57.819520300021395,keypress_trial4
60.38491290004458,estimatedtimeclick_trial4
61.90254110004753,start_relax5
66.44419249997009,start_trial5
71.96035129996017,keypress_trial5
74.44494910002686,estimatedtimeclick_trial5
75.96002760005649,start_relax6
80.9821113999933,start_trial6
87.31751329998951,keypress_trial6
89.94981210003607,estimatedtimeclick_trial6
91.46608699997887,start_relax7
94.80229680007324,start_trial7
100.12620309996419,keypress_trial7
102.90971739997622,estimatedtimeclick_trial7
104.42442699999083,start_relax8
109.24910829996224,start_trial8
109.2491280999966,keypress_trial8
114.62014570005704,estimatedtimeclick_trial8
116.13557330006734,start_relax9
121.37303869996686,start_trial9
121.37306879996322,keypress_trial9
125.65971569996327,estimatedtimeclick_trial9
127.17841499997303,start_relax10
132.54777209996246,start_trial10
137.7520151999779,keypress_trial10
139.90218520001508,estimatedtimeclick_trial10
141.41837269999087,start_relax11
146.41189320001286,start_trial11
151.9762945000548,keypress_trial11
154.95794420002494,estimatedtimeclick_trial11
156.47490879998077,start_relax12
161.19570410007145,start_trial12
168.3830001000315,keypress_trial12
171.01480730006006,estimatedtimeclick_trial12
172.53204840002581,start_relax13
178.22926709998865,start_trial13
183.87324440001976,keypress_trial13
185.91069429996423,estimatedtimeclick_trial13
187.4233280000044,start_relax14
190.7468191999942,start_trial14
198.76347210002132,keypress_trial14
201.56402739998884,estimatedtimeclick_trial14
203.07932180003263,start_relax15
208.5094768999843,start_trial15
