time_s,value,state
0.0046,-8388608,none
0.0082,8388607,none
0.0122,8388607,none
0.0133,-6,none
0.0167,305059,none
0.0207,-838,none
0.0209,8608,none
0.0230,-838860,none
0.0246,8,none
0.0264,8388607,none
0.0290,8388607,none
0.0328,-5374627,none
0.0368,-8388608,none
0.0409,-8388608,none
0.0451,8388607,none
0.0507,8388607,none
0.0530,-4299915,none
0.0592,-8388608,none
0.0669,-8388608,none
0.0676,8388607,none
0.0732,8388607,none
0.0742,-3153350,none
0.0788,-8388608,none
0.0874,-8388608,none
0.0916,8388607,none
0.0917,8388607,none
0.1002,-1846247,none
0.1025,-8388608,none
0.1064,-8388608,none
0.1076,7824655,none
0.1111,8388607,none
0.1147,-612197,none
0.1203,-8388608,none
0.1232,-8388608,none
0.1273,7106635,none
0.1312,8388607,none
0.1371,636860,none
0.1384,-,none
0.1407,8388608,none
0.1421,-,none
0.1456,8388608,none
0.1484,6363010,none
0.1513,8388607,none
0.1517,1816981,none
0.1561,-8388608,none
0.1599,-8388608,none
0.1665,5579416,none
0.1734,8388607,none
0.1760,3052223,none
0.1764,-8388608,none
0.1848,-8388608,none
0.1852,4629881,none
0.1885,8388607,none
0.1927,4195539,none
0.1983,-8388608,none
0.2035,-8388608,none
0.2089,3558450,none
0.2095,8388607,none
0.2177,5188067,none
0.2213,-8388608,none
0.2234,-8388608,none
0.2250,2343123,none
0.2340,8388607,none
0.2361,6101182,none
0.2407,-8388608,none
0.2467,-8388608,none
0.2487,1072233,none
0.2502,8388607,none
0.2539,6956931,none
0.2580,-8388608,none
0.2641,-8388608,none
0.2688,-17255,none
0.2724,8388607,none
0.2751,7831629,none
0.2765,-83886,none
0.2783,08,none
0.2808,-8388608,none
0.2839,-1241186,none
0.2894,8388607,none
0.2929,8388607,none
0.2983,-8388608,none
0.3011,-8388608,none
0.3080,-2491756,none
0.3095,8388607,none
0.3112,8388607,none
0.3205,-8388608,none
0.3234,-8388608,none
0.3252,-3529281,none
0.3300,8388607,none
0.3324,8388607,none
0.3369,-8388608,none
0.3400,-8388608,none
0.3457,-4487176,none
0.3505,8388607,none
0.3533,8388607,none
0.3563,-8388608,none
0.3629,-8388608,none
0.3674,-5378670,none
0.3721,8388607,none
0.3760,8388607,none
0.3817,-8388608,none
0.3843,-8388608,none
0.3878,-6215677,none
0.3899,8388607,none
0.3974,8388607,none
0.3993,-8388608,none
0.4017,-8388608,none
0.4037,-70178,none
0.4057,93,none
0.4074,8388607,none
0.4136,8388607,none
0.4169,-8354144,none
0.4182,-8388608,none
0.4264,-7817988,none
0.4310,8388607,none
0.4347,8388607,none
0.4400,-7662868,none
0.4412,-8388608,none
0.4457,-8388608,none
0.4465,8388607,none
