time_s,value,state
0.0033,64352,none
0.0073,65144,none
0.0106,65896,none
0.0148,66230,none
0.0195,66719,none
0.0232,67228,none
0.0276,67533,none
0.0310,67514,none
0.0358,68337,none
0.0394,68574,none
0.0437,69062,none
0.0473,69493,none
0.0515,70061,none
0.0556,70374,none
0.0600,70679,none
0.0637,71230,none
0.0679,71415,none
0.0722,72417,none
0.0859,72540,none
0.0862,72548,none
0.0865,72804,none
0.0883,73619,none
0.0892,74027,none
0.0941,74292,none
0.0965,74628,none
0.1008,75045,none
0.1055,75791,none
0.1106,75683,none
0.1130,76053,none
0.1200,76010,none
0.1244,76707,none
0.1275,77581,none
0.1334,77905,none
0.1361,77866,none
0.1398,78775,none
0.1418,79103,none
0.1476,79460,none
0.1539,79531,none
0.1568,80051,none
0.1606,80623,none
0.1624,80694,none
0.1663,80955,none
0.1713,81413,none
0.1803,81440,none
0.1823,81791,none
0.1855,82416,none
0.1869,83114,none
0.1927,83357,none
0.1975,84509,none
0.1993,84098,none
0.2093,84285,none
0.2116,84984,none
0.2132,85063,none
0.2154,85218,none
0.2165,85712,none
0.2213,86150,none
0.2268,86434,none
0.2397,86464,none
0.2398,87080,none
0.2399,87615,none
0.2400,87592,none
0.2520,88482,none
0.2568,88714,none
0.2735,88938,none
0.2740,89312,none
0.2742,89539,none
0.2759,90000,none
0.2789,89972,none
0.2797,89899,none
0.2810,90786,none
0.2815,91517,none
0.2869,91338,none
0.2894,91706,none
0.2956,92444,none
0.2974,92266,none
0.3013,92826,none
0.3059,92996,none
0.3153,93707,none
0.3198,93865,none
0.3214,94396,none
0.3229,94022,none
0.3268,94236,none
0.3315,94995,none
0.3394,95283,none
0.3408,95683,none
0.3486,96233,none
0.3515,96166,none
0.3531,95833,none
0.3553,96227,none
0.3556,96918,none
0.3588,97414,none
0.3639,97510,none
0.3777,98133,none
0.3799,98052,none
0.3803,98963,none
0.3847,99290,none
0.3875,99347,none
0.3878,99471,none
0.3919,99757,none
0.3979,100344,none
0.3997,99754,none
0.4063,100291,none
0.4120,101382,none
0.4123,100884,none
0.4202,101316,none
0.4230,101556,none
0.4328,102242,none
0.4337,102765,none
0.4348,102514,none
0.4392,103273,none
0.4448,103055,none
0.4483,103177,none
0.4512,103414,none
0.4531,104293,none
0.4575,103885,none
0.4646,104248,none
0.4726,104487,none
0.4764,104901,none
0.4799,105204,none
0.4827,105425,none
0.4843,105778,none
0.4852,106077,none
0.4868,106119,none
0.4903,106193,none
0.4968,105988,none
0.5023,107085,none
0.5048,107502,none
0.5081,107473,none
0.5123,107820,none
0.5167,107996,none
0.5331,108391,none
0.5335,108915,none
0.5374,109004,none
0.5398,109070,none
0.5460,109720,none
0.5465,109730,none
0.5470,109800,none
0.5474,110289,none
0.5627,110887,none
0.5702,110667,none
0.5707,111049,none
0.5711,110828,none
0.5714,111664,none
0.5716,111124,none
0.5789,111347,none
0.5816,112480,none
0.5857,112311,none
0.5901,112998,none
0.5950,112823,none
0.5979,113441,none
0.6008,113562,none
0.6052,113758,none
0.6064,113537,none
0.6205,114252,none
0.6238,114265,none
0.6243,114489,none
0.6248,114843,none
0.6253,115049,none
0.6329,114815,none
0.6361,115181,none
0.6386,116054,none
0.6427,115688,none
0.6464,116081,none
0.6554,115825,none
0.6555,115618,none
0.6585,117137,none
0.6641,117201,none
0.6667,117446,none
0.6727,117143,none
0.6782,117864,none
0.6800,117794,none
0.6834,117680,none
0.6879,118277,none
0.6931,118254,none
0.6986,118244,none
0.7014,118802,none
0.7048,118643,none
0.7090,119302,none
0.7113,119574,none
0.7156,119371,none
0.7230,119240,none
0.7235,120491,none
0.7249,119791,none
0.7401,120483,none
0.7405,120501,none
0.7426,120092,none
0.7475,121311,none
0.7482,120473,none
0.7520,121019,none
0.7553,121669,none
0.7568,121786,none
0.7611,122130,none
0.7652,122153,none
0.7691,121815,none
0.7733,121952,none
0.7777,123061,none
0.7821,122599,none
0.7865,123042,none
0.7903,123501,none
0.7954,124318,none
0.8068,123400,none
0.8091,123662,none
0.8143,124626,none
0.8228,124460,none
0.8229,124617,none
0.8231,124732,none
0.8256,125164,none
0.8287,125514,none
0.8313,125573,none
0.8366,125468,none
0.8393,125502,none
0.8424,126072,none
0.8567,126309,none
0.8580,126149,none
0.8603,126391,none
0.8619,126790,none
0.8635,126466,none
0.8652,126633,none
0.8685,127227,none
0.8723,127108,none
0.8779,127749,none
0.8830,127630,none
0.8861,127765,none
0.8910,127470,none
0.8924,128140,none
0.8967,128060,none
0.8996,128218,none
0.9074,128812,none
0.9124,128932,none
0.9139,129427,none
0.9187,128717,none
0.9236,129553,none
0.9264,129287,none
0.9297,129716,none
0.9351,129633,none
0.9387,129725,none
0.9449,130335,none
0.9476,130391,none
0.9537,130972,none
0.9570,130488,none
