time_s,value,state
0.0034,65599,none
0.0056,65952,none
0.0094,66063,none
0.0136,66792,none
0.0178,67644,none
0.0223,68164,none
0.0265,6,none
0.0274,8269,none
0.0284,6838,none
0.0298,5,none
0.0314,68997,none
0.0339,69196,none
0.0382,69576,none
0.0421,70013,none
0.0468,70420,none
0.0502,70982,none
0.0550,71574,none
0.0625,71925,none
0.0628,71802,none
0.0705,73078,none
0.0735,73085,none
0.0871,73191,none
0.0901,73807,none
0.0931,74646,none
0.0992,74622,none
0.1027,74845,none
0.1030,75599,none
0.1036,75891,none
0.1057,75787,none
0.1077,76180,none
0.1182,77132,none
0.1183,77297,none
0.1198,78525,none
0.1239,78096,none
0.1401,78733,none
0.1402,79058,none
0.1403,79497,none
0.1404,80005,none
0.1482,80220,none
0.1487,80357,none
0.1528,80125,none
0.1543,809,none
0.1632,41,none
0.1682,82185,none
0.1729,81933,none
0.1730,82594,none
0.1740,82256,none
0.1830,83070,none
0.1874,83660,none
0.2009,83745,none
0.2145,84531,none
0.2193,84745,none
0.2204,85060,none
0.2222,84750,none
0.2249,85481,none
0.2263,85952,none
0.2356,86256,none
0.2377,86246,none
0.2427,86741,none
0.2437,87140,none
0.2459,87526,none
0.2469,87772,none
0.2505,87901,none
0.2507,88750,none
0.2583,88866,none
0.2596,89070,none
0.2611,89841,none
0.2627,90506,none
0.2642,90464,none
0.2665,90648,none
0.2693,91400,none
0.2729,91464,none
0.2774,91444,none
0.2807,91628,none
0.2829,921,none
0.2844,79,none
0.2875,93024,none
0.2888,93161,none
0.2943,93124,none
0.2977,93639,none
0.3021,93917,none
0.3057,94223,none
0.3102,94080,none
0.3147,95026,none
0.3166,95035,none
0.3208,95591,none
0.3280,95450,none
0.3311,96305,none
0.3348,96642,none
0.3390,96782,none
0.3432,96811,none
0.3467,97526,none
0.3509,97541,none
0.3552,98026,none
0.3603,98046,none
0.3640,98614,none
0.3668,99259,none
0.3716,98931,none
0.3753,99304,none
0.3794,99944,none
0.3839,99972,none
0.3878,100362,none
0.3920,101325,none
0.3969,100767,none
0.4001,101761,none
0.4049,101532,none
0.4078,101834,none
0.4103,10,none
0.4123,2117,none
0.4154,102866,none
0.4190,102632,none
0.4240,102892,none
0.4254,103310,none
0.4395,103620,none
0.4397,104091,none
0.4438,104637,none
0.4466,104302,none
0.4484,104335,none
0.4494,104982,none
0.4519,105175,none
0.4564,105212,none
0.4635,105650,none
0.4695,105548,none
0.4722,106668,none
0.4732,106566,none
0.4815,106619,none
0.4817,107180,none
0.4901,107251,none
0.4902,107779,none
0.5011,107644,none
0.5023,107851,none
0.5047,108072,none
0.5049,108510,none
0.5119,108874,none
0.5142,109067,none
0.5227,109582,none
0.5228,109447,none
0.5257,109469,none
0.5328,110137,none
0.5426,110509,none
0.5501,111190,none
0.5561,110734,none
0.5596,111667,none
0.5609,111699,none
0.5612,111206,none
0.5615,112190,none
0.5663,112324,none
0.5666,112182,none
0.5667,112566,none
0.5724,112750,none
0.5772,112873,none
0.5798,113256,none
0.5845,113546,none
0.5884,114051,none
0.5925,113889,none
0.5979,114202,none
0.6011,114639,none
0.6065,114839,none
0.6115,115001,none
0.6236,115367,none
0.6384,115186,none
0.6407,115613,none
0.6436,115717,none
0.6501,116366,none
0.6550,116343,none
0.6579,116596,none
0.6594,117015,none
0.6607,117037,none
0.6623,116778,none
0.6640,117138,none
0.6659,117877,none
0.6672,117565,none
0.6684,118222,none
0.6700,118005,none
0.6734,118670,none
0.6749,118934,none
0.6838,119011,none
0.6851,119754,none
0.6885,120069,none
0.6919,119682,none
0.7027,120065,none
0.7029,120162,none
0.7032,120196,none
0.7062,120570,none
0.7181,120972,none
0.7204,120852,none
0.7222,121344,none
0.7265,120804,none
0.7274,121244,none
0.7357,122240,none
0.7383,121610,none
0.7393,122442,none
0.7446,122458,none
0.7563,122474,none
0.7710,122486,none
0.7798,123070,none
0.7894,123129,none
0.7895,123459,none
0.7896,123604,none
0.7898,123438,none
0.7899,124214,none
0.7900,123718,none
0.7972,124454,none
0.8017,124348,none
0.8051,124690,none
0.8061,125387,none
0.8067,125305,none
0.8168,125481,none
0.8169,125086,none
0.8173,125312,none
0.8177,125672,none
0.8181,126274,none
0.8208,125946,none
0.8264,126317,none
0.8322,126426,none
0.8346,126302,none
0.8385,126794,none
0.8474,127333,none
0.8485,127008,none
0.8522,127370,none
0.8560,127392,none
0.8610,127579,none
0.8633,127971,none
0.8681,128320,none
0.8719,127940,none
0.8758,128432,none
0.8791,128558,none
0.8830,128796,none
0.8897,129236,none
0.8901,128987,none
0.8982,128915,none
0.8985,128997,none
0.9062,130017,none
0.9066,129926,none
0.9136,129593,none
0.9167,129693,none
0.9206,129996,none
0.9228,130398,none
0.9257,130283,none
0.9284,130723,none
0.9331,131156,none
0.9359,131930,none
0.9562,130885,none
0.9563,131634,none
0.9565,131523,none
0.9566,132165,none
0.9567,131746,none
0.9862,132348,none
0.9868,132476,none
0.9872,132384,none
0.9908,132587,none
0.9913,132969,none
0.9917,132502,none
0.9965,133106,none
1.0037,133142,none
1.0084,133096,none
1.0147,133468,none
1.0208,133361,none
1.0226,134066,none
1.0251,134239,none
1.0270,133802,none
1.0297,134038,none
1.0319,133703,none
1.0349,134171,none
1.0376,134160,none
1.0395,134688,none
1.0412,134978,none
1.0417,134984,none
1.0470,135182,none
1.0486,135,none
1.0511,585,none
1.0538,135284,none
1.0578,136249,none
1.0606,135573,none
1.0646,135534,none
1.0684,136421,none
1.0722,136265,none
1.0766,136113,none
1.0792,136310,none
1.0848,137263,none
1.0883,137067,none
1.0923,136754,none
1.0965,136946,none
1.1005,137018,none
1.1045,137359,none
1.1109,137829,none
1.1137,137603,none
1.1169,137388,none
1.1196,137825,none
1.1256,138399,none
1.1305,137962,none
1.1345,138401,none
1.1382,138395,none
1.1422,138554,none
1.1457,138451,none
1.1496,139367,none
1.1539,138825,none
1.1566,139240,none
1.1608,139470,none
1.1643,140103,none
1.1691,139125,none
1.1726,139690,none
1.1748,139,none
1.1798,839,none
1.1808,139584,none
1.1816,140308,none
1.1849,140292,none
1.1895,140005,none
1.1936,140836,none
1.2005,141036,none
1.2035,140854,none
1.2080,140909,none
1.2115,141275,none
1.2154,140740,none
1.2178,141295,none
1.2236,141073,none
1.2276,141799,none
1.2376,141892,none
1.2398,141578,none
1.2444,142427,none
1.2475,141567,none
1.2517,141885,none
1.2555,141708,none
1.2568,142732,none
1.2619,142133,none
1.2665,142044,none
1.2702,142733,none
1.2736,142911,none
1.2779,143050,none
1.2812,143004,none
1.2871,142912,none
1.2888,142877,none
1.2933,143585,none
1.2983,143163,none
1.3008,142978,none
1.3031,143,none
1.3047,750,none
1.3072,143953,none
1.3115,143526,none
1.3143,143624,none
1.3174,144230,none
1.3236,143999,none
1.3262,144296,none
1.3307,144230,none
1.3344,143694,none
1.3379,144328,none
1.3436,144961,none
1.3468,144343,none
1.3506,145345,none
1.3550,144608,none
1.3589,144774,none
1.3626,145088,none
1.3675,145268,none
1.3714,145453,none
1.3750,145593,none
1.3795,145643,none
1.3824,146130,none
1.3885,145465,none
1.3917,145656,none
1.3965,145644,none
1.4006,145774,none
1.4046,146340,none
1.4086,146471,none
1.4127,146550,none
1.4165,146510,none
1.4207,146959,none
1.4241,146563,none
1.4277,146720,none
1.4295,147,none
1.4316,483,none
1.4387,146771,none
1.4389,147402,none
1.4390,147055,none
