time_s,value,state
0.0045,47041,none
0.0049,47019,none
0.0078,47999,none
0.0119,48352,none
0.0159,48333,none
0.0201,48948,none
0.0243,50383,none
0.0282,49767,none
0.0333,50741,none
0.0364,50758,none
0.0406,51653,none
0.0419,5,none
0.0447,1553,none
0.0466,5145,none
0.0489,7,none
0.0492,52434,none
0.0531,52980,none
0.0571,53439,none
0.0614,53715,none
0.0651,53812,none
0.0699,54276,none
0.0766,55316,none
0.0782,55530,none
0.0831,55498,none
0.0927,55425,none
0.0953,56195,none
0.0955,56439,none
0.1025,57479,none
0.1028,57506,none
0.1064,57723,none
0.1106,58314,none
0.1168,57847,none
0.1234,59177,none
0.1332,59213,none
0.1335,59753,none
0.1421,60658,none
0.1444,60543,none
0.1531,61250,none
0.1533,61391,none
0.1537,61556,none
0.1539,61805,none
0.1584,61797,none
0.1617,62808,none
0.1640,63344,none
0.1792,63649,none
0.1793,63726,none
0.1793,63922,none
0.1805,64469,none
0.1820,65181,none
0.1892,65362,none
0.1894,66174,none
0.1972,65373,none
0.1975,66708,none
0.2039,67016,none
0.2064,66876,none
0.2102,67497,none
0.2140,68326,none
0.2254,68269,none
0.2254,68686,none
0.2261,68615,none
0.2324,69062,none
0.2346,68610,none
0.2452,69971,none
0.2552,70521,none
0.2580,70713,none
0.2581,70463,none
0.2582,70492,none
0.2592,71378,none
0.2627,72323,none
0.2664,71710,none
0.2780,72648,none
0.2866,73333,none
0.2869,73243,none
0.2924,73554,none
0.2985,73401,none
0.3027,73757,none
0.3029,74237,none
0.3051,75589,none
0.3054,74597,none
0.3085,74917,none
0.3101,75532,none
0.3111,75598,none
0.3151,76081,none
0.3191,76691,none
0.3272,77543,none
0.3277,76458,none
0.3348,76894,none
0.3433,77804,none
0.3447,78004,none
0.3467,78428,none
0.3554,78247,none
0.3631,78445,none
0.3676,78977,none
0.3679,79887,none
0.3685,79884,none
0.3692,79860,none
0.3757,80184,none
0.3786,80899,none
0.3835,81311,none
0.3845,81325,none
0.3928,81048,none
0.3959,81844,none
0.3988,82236,none
0.4083,82814,none
0.4122,82630,none
0.4125,83162,none
0.4175,82672,none
0.4189,83246,none
0.4245,83095,none
0.4301,84327,none
0.4331,84098,none
0.4342,84315,none
0.4364,84589,none
0.4431,84731,none
0.4446,85447,none
0.4490,85535,none
0.4515,85988,none
0.4551,86232,none
0.4604,85933,none
0.4634,86760,none
0.4666,87250,none
0.4719,87113,none
0.4768,87568,none
0.4790,87525,none
0.4858,88410,none
0.4900,88783,none
0.4949,88972,none
0.4964,88631,none
0.5010,89260,none
0.5046,90034,none
0.5112,89481,none
