time_s,value,state
0.0050,64543,none
0.0055,65214,none
0.0073,6,none
0.0098,5850,none
0.0110,6651,none
0.0130,2,none
0.0147,66501,none
0.0176,67365,none
0.0212,68035,none
0.0253,68089,none
0.0294,68231,none
0.0335,69093,none
0.0376,69673,none
0.0416,69902,none
0.0458,70073,none
0.0500,70344,none
0.0541,70728,none
0.0580,70915,none
0.0708,71885,none
0.0745,72083,none
0.0762,72806,none
0.0798,72847,none
0.0825,73105,none
0.0866,73731,none
0.0886,74228,none
0.0924,74175,none
0.0957,74844,none
0.0997,75845,none
0.1038,75403,none
0.1082,76288,none
0.1118,76792,none
0.1162,76522,none
0.1202,77538,none
0.1255,78061,none
0.1282,78439,none
0.1320,78260,none
0.1337,7,none
0.1361,9103,none
0.1376,793,none
0.1417,09,none
0.1437,79664,none
0.1445,80107,none
0.1494,80434,none
0.1543,81465,none
0.1590,81085,none
0.1640,82032,none
0.1794,82216,none
0.1923,81964,none
0.1930,82744,none
0.2007,83129,none
0.2063,82963,none
0.2170,83599,none
0.2210,84402,none
0.2248,84544,none
0.2285,84718,none
0.2362,85504,none
0.2424,85380,none
0.2426,86066,none
0.2465,86610,none
0.2466,86258,none
0.2545,86958,none
0.2584,87106,none
0.2584,87855,none
0.2620,87861,none
0.2633,88580,none
0.2643,88728,none
0.2666,89171,none
0.2667,89564,none
0.2684,89599,none
0.2725,89563,none
0.2738,90488,none
0.2739,91212,none
0.2740,90883,none
0.2752,91061,none
0.2842,91413,none
0.2843,91636,none
0.2870,92330,none
0.2906,92542,none
0.2931,93567,none
0.3073,93320,none
0.3079,93794,none
0.3095,94344,none
0.3137,94361,none
0.3213,94835,none
0.3214,95246,none
0.3214,95152,none
0.3250,95666,none
0.3290,95401,none
0.3353,96316,none
0.3406,96576,none
0.3406,96974,none
0.3572,96873,none
0.3573,97363,none
0.3614,97390,none
0.3617,97935,none
0.3619,98523,none
0.3663,98756,none
0.3702,98572,none
0.3766,99764,none
0.3820,99356,none
0.3920,100092,none
0.4483,99843,none
0.4786,100802,none
0.4927,101417,none
0.5243,101330,none
0.5386,101280,none
0.5441,101951,none
0.5580,102113,none
0.5790,101936,none
0.5910,102251,none
0.6167,102826,none
0.6233,103347,none
0.6286,103001,none
0.6547,103863,none
0.6602,103819,none
0.6602,104021,none
0.6746,104372,none
0.6926,104899,none
0.6946,105334,none
0.6992,105203,none
0.7249,105595,none
0.7460,106098,none
0.7575,106183,none
0.7612,106809,none
0.7752,106341,none
0.7843,106438,none
0.7858,106947,none
0.7888,107427,none
0.7901,107290,none
0.7904,108220,none
0.7931,108105,none
0.7938,108609,none
0.8015,108593,none
0.8062,108378,none
0.8072,108783,none
0.8091,109541,none
0.8092,110024,none
0.8095,109966,none
0.8102,109821,none
0.8110,110315,none
0.8142,110885,none
0.8144,110945,none
0.8147,111281,none
0.8167,111960,none
0.8227,112703,none
0.8247,112573,none
0.8251,112508,none
0.8257,112426,none
0.8263,112956,none
0.8264,112935,none
0.8267,113385,none
0.8268,113874,none
0.8286,113747,none
0.8303,113660,none
0.8306,113878,none
0.8307,114155,none
0.8310,114433,none
0.8311,114571,none
0.8312,114839,none
0.8322,115065,none
0.8327,115514,none
0.8329,115762,none
0.8330,115675,none
0.8331,116156,none
0.8334,116082,none
0.8372,116987,none
0.8377,117498,none
0.8378,116973,none
0.8379,117530,none
0.8409,117891,none
0.8442,118079,none
0.8459,118077,none
0.8468,118353,none
0.8472,118272,none
0.8481,118605,none
0.8483,118677,none
0.8489,119089,none
0.8535,118958,none
0.8536,119451,none
0.8538,119610,none
0.8541,120199,none
0.8542,120233,none
0.8563,120267,none
0.8564,119985,none
0.8567,120550,none
0.8573,120592,none
0.8574,121031,none
0.8826,121256,none
0.9002,121518,none
0.9214,121335,none
0.9219,121399,none
0.9224,122390,none
0.9224,122300,none
0.9238,122054,none
0.9255,122580,none
0.9291,122432,none
0.9386,122502,none
0.9468,123221,none
0.9578,123420,none
0.9621,124044,none
0.9739,123700,none
0.9740,124426,none
0.9751,124411,none
0.9756,124041,none
0.9757,124575,none
0.9772,124287,none
0.9905,124846,none
0.9956,125058,none
1.0028,125749,none
1.0042,125743,none
1.0110,125670,none
1.0405,125638,none
1.0406,126304,none
1.0407,125857,none
1.0414,126244,none
1.0553,126433,none
1.0700,127248,none
1.0749,127595,none
1.0888,127588,none
1.0971,127603,none
1.1057,127518,none
1.1171,127670,none
1.1413,128253,none
1.1537,128102,none
1.1547,127926,none
1.1548,128397,none
1.1731,128021,none
1.1736,129295,none
1.1764,128904,none
1.1914,129278,none
1.1954,128961,none
1.2050,129917,none
1.2135,129412,none
1.2363,129600,none
1.2436,130026,none
1.2544,130341,none
1.2720,130476,none
1.2752,130479,none
