time_s,value,state
0.0038,65025,none
0.0082,65450,none
0.0125,66837,none
0.0197,66176,none
0.0209,66639,none
0.0244,67023,none
0.0284,67568,none
0.0325,67809,none
0.0366,68680,none
0.0411,68677,none
0.0516,69264,none
0.0574,69623,none
0.0609,70098,none
0.0665,70455,none
0.0701,71004,none
0.0720,71301,none
0.0742,70937,none
0.0761,72314,none
0.0781,72589,none
0.0856,72909,none
0.0872,72811,none
0.0919,73780,none
0.0961,73793,none
0.1020,74746,none
0.1064,74797,none
0.1081,75631,none
0.1104,75860,none
0.1111,75930,none
0.1164,76306,none
0.1208,77336,none
0.1228,77394,none
0.1308,77636,none
0.1310,78516,none
0.1364,78255,none
0.1391,78757,none
0.1438,79130,none
0.1493,79587,none
0.1525,79905,none
0.1565,80424,none
0.1598,80851,none
0.1647,81551,none
0.1680,81050,none
0.1718,81825,none
0.1771,82173,none
0.1804,82286,none
0.1845,83094,none
0.1891,83712,none
0.1946,83478,none
0.1985,84344,none
0.2007,84264,none
0.2057,85060,none
0.2085,84975,none
0.2146,85824,none
0.2193,86020,none
0.2231,86407,none
0.2254,86925,none
0.2328,86520,none
0.2349,87407,none
0.2375,88004,none
0.2406,88407,none
0.2426,88304,none
0.2465,88268,none
0.2515,89304,none
0.2536,89353,none
0.2586,90012,none
0.2619,89899,none
0.2660,90566,none
0.2725,91214,none
0.2811,91558,none
0.2828,91394,none
0.2835,92312,none
0.2871,92216,none
0.2913,92197,none
0.2946,92837,none
0.3013,93032,none
0.3094,93600,none
0.3144,93739,none
0.3152,93415,none
0.3154,94488,none
0.3231,94360,none
0.3260,95365,none
0.3306,95491,none
0.3380,96217,none
0.3399,95539,none
0.3404,95895,none
0.3458,96706,none
0.3523,97141,none
0.3545,96961,none
0.3576,97433,none
0.3599,97,none
0.3661,511,none
0.3672,97663,none
0.3712,97891,none
0.3731,98917,none
0.3756,99114,none
0.3785,99087,none
0.3895,99182,none
0.3923,99408,none
0.3925,99948,none
0.3989,100291,none
0.4021,100602,none
0.4059,100708,none
0.4078,100675,none
0.4130,101734,none
0.4157,101392,none
0.4212,102133,none
0.4245,101980,none
0.4289,102152,none
0.4332,102499,none
0.4360,103220,none
0.4405,103434,none
0.4445,103831,none
0.4489,104161,none
0.4532,104626,none
0.4565,104710,none
0.4609,104788,none
0.4650,104667,none
0.4720,105466,none
0.4752,106020,none
0.4785,106224,none
0.4809,105824,none
0.4865,106596,none
0.4926,106613,none
0.4953,107031,none
0.4980,107559,none
0.5002,107302,none
0.5031,107480,none
0.5077,107731,none
0.5105,108572,none
0.5149,108191,none
0.5179,108298,none
0.5230,109531,none
0.5265,109002,none
0.5310,109586,none
0.5375,110144,none
0.5410,110145,none
0.5439,110372,none
0.5451,109941,none
0.5514,111005,none
0.5557,110878,none
0.5597,111193,none
0.5642,111432,none
0.5695,112164,none
0.5734,111790,none
0.5789,112295,none
0.5832,113122,none
0.5875,112991,none
0.5917,112339,none
0.5951,112988,none
0.5982,113627,none
0.6029,113733,none
0.6058,114037,none
0.6095,114296,none
0.6148,114324,none
0.6204,114416,none
0.6205,115220,none
0.6223,115609,none
0.6286,115210,none
0.6421,115372,none
0.6457,115787,none
0.6459,116079,none
0.6504,115891,none
0.6525,116499,none
0.6538,116228,none
0.6559,117105,none
0.6599,116562,none
0.6601,117932,none
0.6649,117177,none
0.6736,117488,none
0.6766,117667,none
0.6798,118168,none
0.6832,118241,none
0.6881,118651,none
0.6921,119001,none
0.6934,118981,none
0.6980,119206,none
0.7036,119976,none
0.7059,120094,none
0.7108,119783,none
0.7155,119925,none
0.7183,120480,none
0.7222,120545,none
0.7279,120535,none
0.7305,121193,none
0.7381,121914,none
0.7417,121583,none
0.7438,121219,none
0.7457,122047,none
0.7498,121962,none
0.7546,122455,none
0.7580,122044,none
0.7604,122700,none
0.7638,122785,none
0.7682,122673,none
0.7736,123278,none
0.7779,123448,none
0.7800,123761,none
0.7829,123582,none
0.7880,124006,none
0.7948,124017,none
0.7988,124425,none
0.8019,124369,none
0.8057,124385,none
0.8086,125119,none
0.8124,125260,none
0.8171,124675,none
0.8245,125828,none
0.8251,125602,none
0.8276,126317,none
0.8375,125768,none
0.8394,126247,none
0.8432,126759,none
0.8484,126365,none
0.8509,126636,none
0.8555,126932,none
0.8576,127004,none
0.8611,127442,none
0.8643,127645,none
0.8695,127517,none
0.8709,12,none
0.8745,7837,none
