time_s,value,state
0.0052,-938852,none
0.0054,2241641,none
0.0096,1866909,none
0.0138,-83578,none
0.0180,-2700645,none
0.0219,-1004891,none
0.0258,2227995,none
0.0300,1908096,none
0.0314,-,none
0.0371,8160,none
0.0382,-2,none
0.0384,650000,none
0.0395,-110,none
0.0423,2680,none
0.0433,217800,none
0.0463,7,none
0.0464,1901990,none
0.0505,69325,none
0.0549,-2545170,none
0.0588,-1211872,none
0.0628,2088274,none
0.0669,1961845,none
0.0709,166315,none
0.0757,-2443563,none
0.0792,-1307806,none
0.0851,1984115,none
0.0884,2022142,none
0.0916,279287,none
0.0956,-2320369,none
0.1000,-1411284,none
0.1048,1865091,none
0.1078,2080594,none
0.1123,407948,none
0.1160,-2204125,none
0.1203,-1556386,none
0.1243,1725547,none
0.1285,2139100,none
0.1326,528530,none
0.1370,-2096703,none
0.1412,-1672729,none
0.1448,1570060,none
0.1488,2205065,none
0.1532,653039,none
0.1545,-,none
0.1573,1993415,none
0.1586,-,none
0.1613,1799766,none
0.1632,1,none
0.1657,432076,none
0.1668,226,none
0.1703,4186,none
0.1728,764120,none
0.1734,-1877916,none
0.1779,-1925831,none
0.1819,1291207,none
0.1868,2317796,none
0.1898,849052,none
0.1941,-1794873,none
0.1981,-2036101,none
0.2022,1169630,none
0.2063,2350185,none
0.2103,919274,none
0.2146,-1713942,none
0.2185,-2142130,none
0.2226,1045438,none
0.2269,2355529,none
0.2308,968229,none
0.2347,-1594531,none
0.2391,-2240210,none
0.2431,913824,none
0.2485,2349664,none
0.2515,1013150,none
0.2562,-1464425,none
0.2597,-2292252,none
0.2637,776171,none
0.2703,2341629,none
0.2753,1058120,none
0.2819,-1343717,none
0.2820,-2337625,none
0.2843,639919,none
0.2883,2327982,none
0.2899,1,none
0.2938,118509,none
0.2959,-119,none
0.2983,1289,none
0.2996,-239018,none
0.3003,6,none
0.3007,482155,none
0.3048,2300553,none
0.3142,1178078,none
0.3163,-1061784,none
0.3167,-2429860,none
0.3210,326680,none
0.3250,2284727,none
0.3344,1261079,none
0.3381,-906132,none
0.3443,-2489016,none
0.3461,130177,none
0.3465,2265554,none
0.3535,1347227,none
0.3596,-746126,none
0.3609,-2537185,none
0.3640,-66116,none
0.3663,2254391,none
0.3702,1442143,none
0.3742,-591359,none
0.3783,-2597322,none
0.3826,-269723,none
0.3867,2262103,none
0.3905,1544936,none
0.3946,-434973,none
0.3987,-2655889,none
0.4048,-476215,none
0.4071,2277846,none
0.4112,1630001,none
0.4122,-,none
0.4150,323413,none
0.4169,-,none
0.4196,2697613,none
0.4241,-6308,none
0.4243,79,none
0.4267,228402,none
0.4282,5,none
0.4284,1700742,none
0.4318,-236262,none
0.4364,-2731353,none
0.4396,-758618,none
0.4437,2276422,none
0.4478,1775495,none
0.4542,-175711,none
0.4601,-2731135,none
0.4641,-858832,none
0.4646,2254970,none
0.4688,1829347,none
0.4726,-104928,none
0.4769,-2698853,none
0.4810,-943151,none
0.4865,2262714,none
0.4887,1892880,none
0.4928,-33713,none
0.5018,-2659765,none
0.5021,-1027780,none
0.5054,2230811,none
0.5096,1928772,none
0.5133,41695,none
0.5178,-2614088,none
0.5221,-1118162,none
0.5257,2155367,none
0.5312,1962508,none
0.5339,129073,none
0.5360,-,none
0.5384,2504105,none
0.5400,-,none
0.5420,1230129,none
0.5465,2047353,none
0.5482,199,none
0.5501,3815,none
0.5520,223343,none
0.5548,-2371363,none
0.5588,-1319498,none
0.5633,1947824,none
0.5666,2068157,none
0.5710,346114,none
0.5751,-2259151,none
0.5788,-1449236,none
0.5830,1824262,none
0.5872,2125930,none
0.5911,473970,none
0.5952,-2151751,none
0.5993,-1563033,none
0.6038,1690234,none
0.6079,2191827,none
0.6118,587787,none
0.6165,-2068072,none
