time_s,value,state
0.0052,57275,none
0.0079,57624,none
0.0098,61409,none
0.0141,59910,none
0.0156,58,none
0.0179,806,none
0.0192,59016,none
0.0250,59509,none
0.0260,63324,none
0.0300,61631,none
0.0343,60144,none
0.0384,61463,none
0.0426,61350,none
0.0481,65087,none
0.0505,64006,none
0.0579,62596,none
0.0610,62630,none
0.0637,63521,none
0.0671,66373,none
0.0730,66662,none
0.0761,64804,none
0.0816,65343,none
0.0840,65494,none
0.0901,67786,none
0.0940,68181,none
0.0984,66321,none
0.1001,67210,none
0.1045,67819,none
0.1085,69025,none
0.1124,69909,none
0.1175,68379,none
0.1226,68265,none
0.1264,68733,none
0.1312,69839,none
0.1333,71380,none
0.1398,69725,none
0.1430,70630,none
0.1448,7,none
0.1454,0633,none
0.1488,7144,none
0.1522,2,none
0.1605,73366,none
0.1737,72099,none
0.1847,71517,none
0.1934,72219,none
0.1978,72676,none
0.1989,74753,none
0.1993,73541,none
0.2050,73663,none
0.2101,73583,none
0.2135,74495,none
0.2163,75767,none
0.2176,74978,none
0.2198,75046,none
0.2216,75409,none
0.2261,76133,none
0.2263,77543,none
0.2338,76592,none
0.2341,76624,none
0.2343,76759,none
0.2346,77637,none
0.2369,79385,none
0.2407,78588,none
0.2425,78049,none
0.2489,78720,none
0.2502,79031,none
0.2518,81161,none
0.2582,79823,none
0.2646,79921,none
0.2649,79884,none
0.2699,80542,none
0.2713,8,none
0.2717,3449,none
0.2753,8092,none
0.2788,6,none
0.2836,81643,none
0.2895,81403,none
0.2896,81755,none
0.2897,85080,none
0.2950,82408,none
0.3005,82935,none
0.3007,83263,none
0.3074,83588,none
0.3102,86393,none
0.3166,84024,none
0.3243,84044,none
0.3253,84249,none
0.3295,84300,none
0.3381,88356,none
0.3419,85677,none
0.3459,85214,none
0.3472,85324,none
0.3520,85062,none
0.3523,88675,none
0.3536,87707,none
0.3592,86111,none
0.3680,86557,none
0.3692,86991,none
0.3737,90049,none
0.3783,88976,none
0.3784,87610,none
0.3895,88031,none
0.3973,88343,none
0.4115,90706,none
0.4144,90735,none
0.4175,88444,none
0.4217,89412,none
0.4220,89111,none
0.4347,91673,none
0.4383,91787,none
