time_s,value,state
0.0037,6337641,none
0.0078,80765,none
0.0125,-6289243,none
0.0160,546103,none
0.0205,241880,none
0.0298,7161786,none
0.0310,367411,none
0.0317,-6448880,none
0.0376,619862,none
0.0400,-22536,none
0.0450,7640798,none
0.0482,659167,none
0.0524,-6515097,none
0.0561,670051,none
0.0637,-318432,none
0.0643,7821857,none
0.0750,934537,none
0.0811,-6514717,none
0.0826,586870,none
0.0883,-548528,none
0.0925,7747828,none
0.0962,1165597,none
0.0995,-6419976,none
0.1011,509111,none
0.1043,-735112,none
0.1084,7682963,none
0.1103,1270360,none
0.1147,-6251560,none
0.1170,421732,none
0.1233,-921381,none
0.1272,7527036,none
0.1303,1193652,none
0.1337,-5950567,none
0.1363,171976,none
0.1441,-1105297,none
0.1496,7327623,none
0.1567,1034800,none
0.1616,-5683497,none
0.1623,-196641,none
0.1637,-1236978,none
0.1639,7128793,none
0.1687,716216,none
0.1713,-5408446,none
0.1753,-624319,none
0.1795,-1352922,none
0.1875,6853707,none
0.1876,536702,none
0.1983,-5122060,none
0.2044,-1129847,none
0.2090,-1470675,none
0.2127,6539842,none
0.2142,727917,none
0.2144,-4843953,none
0.2215,-1675841,none
0.2235,-1534280,none
0.2287,6160947,none
0.2346,1159103,none
0.2413,-4593154,none
0.2433,-2170082,none
0.2492,-1548956,none
0.2560,5718194,none
0.2604,1631616,none
0.2674,-4344099,none
0.2739,-2562543,none
0.2842,-1613407,none
0.2910,5306529,none
0.2927,2130011,none
0.3013,-4084576,none
0.3046,-2921221,none
0.3106,-1613823,none
0.3147,4841882,none
0.3179,2680264,none
0.3222,-3824000,none
0.3253,-3323004,none
0.3307,-1457214,none
0.3332,4337058,none
0.3354,3171974,none
0.3395,-3500258,none
0.3432,-3608671,none
0.3532,-1239320,none
0.3636,3849415,none
0.3666,3663248,none
0.3704,-3100071,none
0.3721,-3890688,none
0.3742,-919886,none
0.3754,3312277,none
0.3813,4050817,none
0.3850,-2666387,none
0.3855,-4149920,none
0.3861,-675366,none
0.3882,2825251,none
0.3913,4211223,none
0.3950,-2166064,none
0.3955,-4454491,none
0.3965,-385817,none
0.3976,2368135,none
0.3977,4134276,none
0.3991,-1709754,none
0.4004,-4658717,none
0.4007,-159395,none
0.4033,1949823,none
0.4063,4182469,none
0.4141,-1301553,none
0.4143,-4855963,none
0.4182,-2564,none
0.4251,1562316,none
0.4277,4419577,none
0.4310,-809818,none
0.4358,-5089487,none
0.4378,105219,none
0.4418,1133993,none
0.4482,4641770,none
0.4497,-382274,none
0.4552,-5418636,none
0.4577,240880,none
0.4632,702052,none
0.4687,4917021,none
0.4716,-10325,none
0.4747,-5595378,none
0.4843,251764,none
0.4871,312419,none
0.4905,5326697,none
0.4913,338082,none
0.4932,-5753,none
0.4950,500,none
0.4955,259931,none
0.4995,-83661,none
0.5028,5816752,none
0.5091,612999,none
0.5128,-5955163,none
0.5176,316275,none
0.5231,-428039,none
0.5237,6462502,none
0.5303,964810,none
0.5331,-6058037,none
0.5378,343410,none
0.5492,-778692,none
0.5494,7074750,none
0.5540,1283464,none
0.5565,-6173503,none
0.5567,499505,none
0.5605,-1106647,none
0.5679,7541931,none
0.5681,1687370,none
0.5723,-6239270,none
0.5764,514364,none
0.5812,-1408709,none
0.5881,7647007,none
0.5889,2057086,none
0.5981,-6188388,none
0.5983,508889,none
0.6040,-1672722,none
0.6054,7528008,none
0.6153,2330747,none
0.6155,-6042322,none
0.6223,397018,none
0.6256,-1891169,none
0.6307,7366937,none
0.6368,2523741,none
0.6399,-5712664,none
0.6460,212030,none
0.6550,-2061429,none
0.6581,7162655,none
0.6636,2526135,none
0.6735,-5362515,none
0.6802,-70892,none
0.6902,-2232699,none
0.6975,6864957,none
0.7099,2385873,none
0.7177,-4953814,none
0.7266,-438835,none
0.7343,-2339119,none
0.7416,6529867,none
0.7445,2109781,none
0.7489,-4561813,none
0.7494,-943384,none
0.7601,-2387941,none
0.7659,6185342,none
0.7716,1985956,none
0.7788,-4183617,none
0.7879,-1443646,none
0.7993,-2437866,none
0.8105,5752480,none
0.8137,2184115,none
0.8139,-3853247,none
0.8153,-1913986,none
0.8206,-2452760,none
0.8228,5265460,none
0.8247,2605022,none
0.8270,-3554827,none
0.8335,-2320258,none
0.8344,-2450986,none
0.8347,4742290,none
0.8355,3020310,none
0.8361,-3263469,none
0.8365,-2683357,none
0.8385,-2388876,none
0.8411,4221029,none
0.8434,3476897,none
0.8460,-2989272,none
0.8478,-3095285,none
0.8504,-2285008,none
0.8542,3645108,none
0.8577,3924697,none
0.8595,-2727082,none
0.8617,-3392439,none
0.8634,-2055306,none
0.8669,3056050,none
0.8691,4337754,none
0.8724,-2359647,none
0.8797,-3640114,none
0.8839,-1794534,none
0.8876,2544219,none
0.8910,4790314,none
0.8948,-1967415,none
0.8975,-3879330,none
0.8990,-1489569,none
0.8996,1954005,none
0.9011,5103627,none
0.9053,-1535702,none
0.9103,-4185111,none
0.9152,-1129875,none
0.9179,1451813,none
0.9242,5183626,none
0.9283,-1055231,none
0.9291,-4367359,none
0.9307,-938659,none
0.9345,995141,none
0.9361,4988325,none
0.9391,-607879,none
0.9402,-4614799,none
0.9411,-623876,none
0.9429,628308,none
0.9441,4963011,none
0.9453,-183064,none
0.9472,-4885252,none
0.9493,-413226,none
0.9500,293469,none
0.9511,4995311,none
0.9521,256622,none
0.9559,-5074494,none
0.9583,-281473,none
0.9661,-51714,none
0.9700,5091895,none
0.9744,646987,none
0.9825,-5269196,none
0.9869,-149594,none
0.9902,-427341,none
0.9948,5252902,none
0.9961,979880,none
0.9987,-5402381,none
1.0023,-73558,none
1.0062,-761871,none
1.0082,5524594,none
1.0111,1241129,none
1.0130,-5445058,none
1.0146,-310090,none
1.0193,-1076583,none
1.0260,5952281,none
1.0303,1502692,none
1.0340,-5795961,none
1.0367,101514,none
1.0426,-1363478,none
1.0466,6448009,none
1.0484,1792067,none
1.0568,-5929302,none
1.0596,213933,none
1.0648,-1620254,none
1.0684,6973340,none
1.0741,2081575,none
1.0794,-6034291,none
1.0809,348756,none
1.0819,-1862928,none
1.0874,7402066,none
1.0953,2422505,none
1.0994,-6044921,none
1.1105,379124,none
1.1120,-2096872,none
1.1155,7473129,none
1.1191,2755298,none
1.1224,-6029402,none
1.1266,367777,none
1.1323,-2310211,none
1.1338,7417747,none
1.1347,3037753,none
1.1367,-5880720,none
1.1423,251552,none
1.1456,-2440180,none
1.1477,7279383,none
1.1525,3135830,none
1.1578,-5570752,none
1.1607,51210,none
1.1650,-2553600,none
1.1689,7017760,none
1.1733,3145220,none
1.1769,-5156767,none
1.1797,-216133,none
1.1858,-2631239,none
1.1896,6758822,none
1.1963,2920961,none
1.2002,-4786930,none
1.2020,-624850,none
1.2146,-2690153,none
1.2155,6426813,none
1.2160,2602134,none
1.2177,-4380761,none
1.2217,-1065997,none
1.2271,-2660153,none
1.2299,6075384,none
1.2453,2399652,none
1.2480,-3998396,none
1.2484,-1574054,none
1.2486,-2630567,none
1.2524,5626538,none
1.2591,2550324,none
1.2594,-3666501,none
1.2601,-1982422,none
1.2609,-2608057,none
1.2629,5143269,none
1.2768,2865823,none
1.2809,-3378426,none
1.2825,-2365848,none
1.2833,-2564968,none
1.2835,4630805,none
1.2850,3262507,none
1.2984,-3076919,none
1.2992,-2733749,none
1.3163,-2450826,none
1.3176,4067338,none
1.3190,3704468,none
1.3197,-2847217,none
1.3205,-3124578,none
1.3213,-2308213,none
1.3221,3518226,none
1.3269,4125866,none
1.3328,-2573873,none
1.3419,-3397550,none
1.3462,-2094574,none
1.3510,2998909,none
1.3561,4548716,none
1.3621,-2302267,none
1.3730,-3717187,none
1.3817,-1770894,none
1.3864,2472912,none
1.3922,4956688,none
1.3966,-1902663,none
1.4077,-3941249,none
1.4156,-1444060,none
1.4190,1932061,none
1.4215,5218691,none
1.4232,-1496184,none
1.4240,-4162381,none
1.4279,-1148029,none
1.4285,1437622,none
1.4304,5247862,none
1.4337,-1050174,none
1.4395,-4435605,none
1.4401,-832439,none
1.4406,991273,none
1.4412,5062945,none
1.4450,-603629,none
1.4489,-4653507,none
1.4500,-595133,none
1.4528,648575,none
1.4565,5056507,none
1.4573,-178063,none
1.4577,-4828723,none
1.4596,-451176,none
1.4669,359587,none
1.4726,5079663,none
1.4778,232460,none
1.4822,-5093796,none
1.4827,-257794,none
1.4831,13702,none
1.4902,5176517,none
1.4909,618590,none
1.4943,-5295892,none
1.4984,-166330,none
1.5003,-,none
1.5105,342297,none
1.5182,5369310,none
1.5205,966392,none
1.5233,-5479551,none
1.5255,-53451,none
1.5294,-690690,none
1.5353,5571285,none
1.5424,1204535,none
1.5473,-5637411,none
