thisRow.t,notes,Portada.started,image_11.started,text_19.started,Portada.stopped,Instruccions.started,text_8.started,key_resp_3.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.0023332999990088865,0.029439799996907823,0.029439799996907823,10.01192969999829,10.011939500000153,10.028301199999987,10.028301199999987,,,,,,,,
