thisRow.t,notes,Portada.started,image_11.started,text_19.started,Portada.stopped,Instruccions.started,text_8.started,key_resp_3.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.0025151000008918345,0.031226899998728186,0.031226899998728186,10.003200500003004,10.003210800001398,10.019211600003473,10.019211600003473,,,,,,,,
