thisRow.t,notes,Portada.started,image_11.started,text_19.started,Portada.stopped,Instruccions.started,text_8.started,key_resp_3.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.0020981999987270683,0.06463620000431547,0.06463620000431547,10.002683799997612,10.00270140000066,10.01993670000229,10.01993670000229,,,,,,,,
