thisRow.t,notes,Portada.started,image_11.started,text_19.started,Portada.stopped,Instruccions.started,text_8.started,key_resp_3.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.002406799998425413,0.03149750000011409,0.03149750000011409,4.000774599997385,4.00078979999671,4.016684899994289,4.016684899994289,,,,,,,,
