trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,imagen1,imagen2,hm1,cp1,ai1,pa1,vr1,cl1,hm2,cp2,ai2,pa2,vr2,cl2,thisRow.t,notes,trial.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,0.008687500027008355,,,,,,,,
