thisRow.t,notes,Portada.started,image_11.started,text_19.started,Portada.stopped,Instruccions.started,text_8.started,key_resp_3.started,Instruccions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,instructions_2.started,image_3.started,image_4.started,key_resp_4.started,text_9.started,text_10.started,instructions_2.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,instructions_3.started,text_11.started,text_12.started,text_13.started,text_14.started,text_15.started,text_16.started,text_17.started,image_5.started,key_resp_5.started,text_18.started,image_6.started,image_7.started,image_8.started,image_9.started,image_10.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.0032047999993665144,0.028738000000885222,0.028738000000885222,10.009665500001574,10.009675799999968,10.026614599999448,10.026614599999448,58.76041699999769,space,48.72570299999643,None,,,,,,,,,,,,,,,,,,,,,,,,,,,963221,001,2024-07-11_12h15.32.140,untitled,2023.2.3,59.763075264917376,2024-07-11 12h15.40.677883 +0200,
,,,,,,,,,,,,,58.760438699995575,58.77601290000166,58.77601290000166,58.77601290000166,58.77601290000166,58.77601290000166,76.89523829999962,left,18.112270700003137,None,,,,,,,,,,,,,,,,,963221,001,2024-07-11_12h15.32.140,untitled,2023.2.3,59.763075264917376,2024-07-11 12h15.40.677883 +0200,
,,,,,,,,,,,,,,,,,,,,,,,76.8952577999953,76.91042509999534,76.91042509999534,76.91042509999534,76.91042509999534,76.91042509999534,76.91042509999534,76.91042509999534,76.91042509999534,76.91042509999534,76.91042509999534,76.91042509999534,76.91042509999534,76.91042509999534,76.91042509999534,76.91042509999534,,,,,,,,
