thisRow.t,notes,Portada.started,image_11.started,text_19.started,Portada.stopped,Instruccions.started,text_8.started,key_resp_3.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.002298399995197542,0.02968189999955939,0.02968189999955939,4.012610999998287,4.0126224999985425,4.0287914000000455,4.0287914000000455,,,,,,,,
