thisRow.t,notes,Instruccions.started,text_8.started,key_resp_3.started,Instruccions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,instructions_2.started,image_3.started,image_4.started,key_resp_4.started,text_9.started,text_10.started,instructions_2.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,instructions_3.started,text_11.started,text_12.started,text_13.started,text_14.started,text_15.started,text_16.started,text_17.started,image_5.started,key_resp_5.started,text_18.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.003156999999191612,0.02276049999636598,0.02276049999636598,0.4927116999970167,space,0.46655900000041584,None,,,,,,,,,,,,,,,,,,,,,,397404,001,2024-07-11_11h41.48.399,untitled,2023.2.3,60.14672191383063,2024-07-11 11h41.53.837692 +0200,
,,,,,,,,,0.49273440000251867,0.5182558000014978,0.5182558000014978,0.5182558000014978,0.5182558000014978,0.5182558000014978,0.9924180000016349,right,0.4671533000000636,None,,,,,,,,,,,,397404,001,2024-07-11_11h41.48.399,untitled,2023.2.3,60.14672191383063,2024-07-11 11h41.53.837692 +0200,
,,,,,,,,,,,,,,,,,,,0.9924364999969839,1.0085313000017777,1.0085313000017777,1.0085313000017777,1.0085313000017777,1.0085313000017777,1.0085313000017777,1.0085313000017777,1.0085313000017777,1.0085313000017777,1.0085313000017777,,,,,,,,
