thisRow.t,notes,Portada.started,image_11.started,text_19.started,Portada.stopped,Instruccions.started,text_8.started,key_resp_3.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.0020011000015074387,0.029429599999275524,0.029429599999275524,10.007249199996295,10.007260599995789,10.023548199998913,10.023548199998913,,,,,,,,
