thisRow.t,notes,Instruccions.started,text_8.started,key_resp_3.started,Instruccions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,instructions_2.started,image_3.started,image_4.started,key_resp_4.started,text_9.started,text_10.started,instructions_2.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,instructions_3.started,text_11.started,text_12.started,text_13.started,text_14.started,text_15.started,text_16.started,text_17.started,image_5.started,key_resp_5.started,text_18.started,image_6.started,image_7.started,image_8.started,image_9.started,image_10.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.003386500000488013,0.009188500000163913,0.009188500000163913,0.9270897999958834,space,0.9084290999962832,None,,,,,,,,,,,,,,,,,,,,,,,,,,,373354,001,2024-07-11_11h51.19.223,untitled,2023.2.3,59.692013091137355,2024-07-11 11h51.26.790818 +0200,
,,,,,,,,,0.9271073999989312,0.9482304999983171,0.9482304999983171,0.9482304999983171,0.9482304999983171,0.9482304999983171,1.5264893999992637,right,0.5686075000048731,None,,,,,,,,,,,,,,,,,373354,001,2024-07-11_11h51.19.223,untitled,2023.2.3,59.692013091137355,2024-07-11 11h51.26.790818 +0200,
,,,,,,,,,,,,,,,,,,,1.5265073999980814,1.5424242000008235,1.5424242000008235,1.5424242000008235,1.5424242000008235,1.5424242000008235,1.5424242000008235,1.5424242000008235,1.5424242000008235,1.5424242000008235,1.5424242000008235,1.5424242000008235,1.5424242000008235,1.5424242000008235,1.5424242000008235,1.5424242000008235,,,,,,,,
