thisRow.t,notes,Portada.started,image_11.started,text_19.started,Portada.stopped,Instruccions.started,text_8.started,key_resp_3.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.0022038999959477223,0.0297666999977082,0.0297666999977082,10.003641099996457,10.003652300001704,10.020197099998768,10.020197099998768,,,,,,,,
