imagen1,imagen2,hm1,cp1,ai1,pa1,vr1,cl1,hm2,cp2,ai2,pa2,vr2,cl2,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,image.started,image_2.started,key_resp.started,trial.stopped,key_resp.keys,key_resp.rt,key_resp.duration,results.started,text.started,text_2.started,text_3.started,text_4.started,text_5.started,text_6.started,text_7.started,key_resp_2.started,results.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
C:\Users\david\OneDrive\Documentos\GitHub\OpenBrains\coche_autonomo\pngs\5.png,C:\Users\david\OneDrive\Documentos\GitHub\OpenBrains\coche_autonomo\pngs\6.png,0,1,1,0,-1,0,0,-1,-1,0,1,0,0,0,0,2,0.1778931000008015,,0.017558500003360678,0.1778931000008015,0.1778931000008015,0.1778931000008015,4.616152900001907,right,4.431300900003407,None,,,,,,,,,,,,,,662606,001,2024-07-11_11h00.41.968,untitled,2023.2.3,60.521916801215646,2024-07-11 11h00.50.032097 +0200,
C:\Users\david\OneDrive\Documentos\GitHub\OpenBrains\coche_autonomo\pngs\57.png,C:\Users\david\OneDrive\Documentos\GitHub\OpenBrains\coche_autonomo\pngs\58.png,0,-1,1,0,1,0,0,1,-1,0,-1,0,0,1,1,28,4.754995600000257,,4.61663640000188,4.754995600000257,4.754995600000257,4.754995600000257,6.502119600001606,right,1.7337610000031418,None,,,,,,,,,,,,,,662606,001,2024-07-11_11h00.41.968,untitled,2023.2.3,60.521916801215646,2024-07-11 11h00.50.032097 +0200,
C:\Users\david\OneDrive\Documentos\GitHub\OpenBrains\coche_autonomo\pngs\15.png,C:\Users\david\OneDrive\Documentos\GitHub\OpenBrains\coche_autonomo\pngs\16.png,0,1,1,0,1,0,0,-1,-1,0,-1,0,0,2,2,7,6.664750700001605,,6.502498100002413,6.664750700001605,6.664750700001605,6.664750700001605,10.122136000005412,right,3.455994700001611,None,,,,,,,,,,,,,,662606,001,2024-07-11_11h00.41.968,untitled,2023.2.3,60.521916801215646,2024-07-11 11h00.50.032097 +0200,
C:\Users\david\OneDrive\Documentos\GitHub\OpenBrains\coche_autonomo\pngs\23.png,C:\Users\david\OneDrive\Documentos\GitHub\OpenBrains\coche_autonomo\pngs\24.png,1,1,1,0,1,0,-1,-1,-1,0,-1,0,0,3,3,11,10.264356100000441,,10.122442200001387,10.264356100000441,10.264356100000441,10.264356100000441,14.527242500000284,right,4.2473230000032345,None,,,,,,,,,,,,,,662606,001,2024-07-11_11h00.41.968,untitled,2023.2.3,60.521916801215646,2024-07-11 11h00.50.032097 +0200,
C:\Users\david\OneDrive\Documentos\GitHub\OpenBrains\coche_autonomo\pngs\73.png,C:\Users\david\OneDrive\Documentos\GitHub\OpenBrains\coche_autonomo\pngs\74.png,0,-1,1,0,1,1,0,1,-1,0,-1,-1,0,4,4,36,14.683693300001323,,14.527551099999982,14.683693300001323,14.683693300001323,14.683693300001323,16.511646400002064,right,1.8207777999996324,None,,,,,,,,,,,,,,662606,001,2024-07-11_11h00.41.968,untitled,2023.2.3,60.521916801215646,2024-07-11 11h00.50.032097 +0200,
C:\Users\david\OneDrive\Documentos\GitHub\OpenBrains\coche_autonomo\pngs\9.png,C:\Users\david\OneDrive\Documentos\GitHub\OpenBrains\coche_autonomo\pngs\10.png,0,-1,1,0,1,0,0,1,-1,0,-1,0,0,5,5,4,16.64989410000271,,16.5120137000049,16.64989410000271,16.64989410000271,16.64989410000271,21.951065900000685,right,5.294258800000534,None,,,,,,,,,,,,,,662606,001,2024-07-11_11h00.41.968,untitled,2023.2.3,60.521916801215646,2024-07-11 11h00.50.032097 +0200,
C:\Users\david\OneDrive\Documentos\GitHub\OpenBrains\coche_autonomo\pngs\67.png,C:\Users\david\OneDrive\Documentos\GitHub\OpenBrains\coche_autonomo\pngs\68.png,0,-1,1,0,-1,-1,0,1,-1,0,1,1,0,6,6,33,22.120831300002465,,21.951844200004416,22.120831300002465,22.120831300002465,22.120831300002465,23.118325499999628,right,0.9834077999985311,None,,,,,,,,,,,,,,662606,001,2024-07-11_11h00.41.968,untitled,2023.2.3,60.521916801215646,2024-07-11 11h00.50.032097 +0200,
C:\Users\david\OneDrive\Documentos\GitHub\OpenBrains\coche_autonomo\pngs\43.png,C:\Users\david\OneDrive\Documentos\GitHub\OpenBrains\coche_autonomo\pngs\44.png,0,-1,1,-1,-1,0,0,1,-1,1,1,0,0,7,7,21,23.262898200002383,,23.11864290000085,23.262898200002383,23.262898200002383,23.262898200002383,23.953077400001348,right,0.67305949999718,None,,,,,,,,,,,,,,662606,001,2024-07-11_11h00.41.968,untitled,2023.2.3,60.521916801215646,2024-07-11 11h00.50.032097 +0200,
C:\Users\david\OneDrive\Documentos\GitHub\OpenBrains\coche_autonomo\pngs\45.png,C:\Users\david\OneDrive\Documentos\GitHub\OpenBrains\coche_autonomo\pngs\46.png,0,1,1,1,-1,0,0,-1,-1,-1,1,0,0,8,8,22,24.12937810000585,,23.95338150000316,24.12937810000585,24.12937810000585,24.12937810000585,25.220808199999738,right,1.0858959999968647,None,,,,,,,,,,,,,,662606,001,2024-07-11_11h00.41.968,untitled,2023.2.3,60.521916801215646,2024-07-11 11h00.50.032097 +0200,
C:\Users\david\OneDrive\Documentos\GitHub\OpenBrains\coche_autonomo\pngs\71.png,C:\Users\david\OneDrive\Documentos\GitHub\OpenBrains\coche_autonomo\pngs\72.png,0,1,1,0,1,1,0,-1,-1,0,-1,-1,0,9,9,35,25.376534400005767,,25.221214700002747,25.376534400005767,25.376534400005767,25.376534400005767,26.088282900003833,right,0.695152300002519,None,,,,,,,,,,,,,,662606,001,2024-07-11_11h00.41.968,untitled,2023.2.3,60.521916801215646,2024-07-11 11h00.50.032097 +0200,
