thisRow.t,notes,portada.started,image_5.started,text_6.started,portada.stopped,instructions.started,text_5.started,key_resp_5.started,instructions.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,participant,Edad,Sexo,date,expName,psychopyVersion,frameRate,expStart,
,,0.007188099989434704,0.023757799994200468,0.023757799994200468,3.01598969999759,3.01600759998837,3.0320487999997567,6.013837999998941,6.3487091999995755,space,0.3300179000070784,None,495096,115025,Hombre,2024-08-30_13h37.13.961,tarea_iceberg,2023.2.3,59.94291036836495,2024-08-30 13h37.25.713638 +0200,
