thisRow.t,notes,portada.started,image_5.started,text_6.started,portada.stopped,instructions.started,text_5.started,key_resp_5.started,instructions.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,Ronda_1.started,text_7.started,Ronda_1.stopped,participant,Edad,Sexo,date,expName,psychopyVersion,frameRate,expStart,
,,0.004258799948729575,0.029791099950671196,0.029791099950671196,3.000938899931498,3.0009538999293,3.0172837999416515,6.004299700027332,7.539503499981947,space,1.5237979999510571,None,,,,194535,016067,Hombre,2024-09-18_13h19.53.673,tarea_iceberg,2023.2.3,60.00124802149181,2024-09-18 13h20.20.616756 +0200,
,,,,,,,,,,,,,7.5395303999539465,7.554592099972069,9.540445599937811,,,,,,,,,
