thisRow.t,notes,portada.started,image_5.started,text_6.started,portada.stopped,instructions.started,text_5.started,key_resp_5.started,instructions.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,random_routines.started,random_routines.stopped,participant,Edad,Sexo,date,expName,psychopyVersion,frameRate,expStart,
,,0.0024187999952118844,0.018275199996423908,0.018275199996423908,3.0163756999972975,3.0163912999996683,3.032846000001882,6.014485199993942,7.232217700002366,space,1.2058132999954978,None,,,484688,944382,Hombre,2024-08-30_17h18.45.417,tarea_iceberg,2023.2.3,60.144442892888236,2024-08-30 17h18.57.552080 +0200,
,,,,,,,,,,,,,7.2322453999950085,7.232256799994502,,,,,,,,,
