timepresentation,posx,posy,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_8.thisRepN,trials_8.thisTrialN,trials_8.thisN,trials_8.thisIndex,trials_9.thisRepN,trials_9.thisTrialN,trials_9.thisN,trials_9.thisIndex,trials_10.thisRepN,trials_10.thisTrialN,trials_10.thisN,trials_10.thisIndex,trials_11.thisRepN,trials_11.thisTrialN,trials_11.thisN,trials_11.thisIndex,trials_12.thisRepN,trials_12.thisTrialN,trials_12.thisN,trials_12.thisIndex,trials_13.thisRepN,trials_13.thisTrialN,trials_13.thisN,trials_13.thisIndex,trials_14.thisRepN,trials_14.thisTrialN,trials_14.thisN,trials_14.thisIndex,trials_15.thisRepN,trials_15.thisTrialN,trials_15.thisN,trials_15.thisIndex,trials_16.thisRepN,trials_16.thisTrialN,trials_16.thisN,trials_16.thisIndex,thisRow.t,notes,portada.started,image_5.started,text_6.started,portada.stopped,instructions.started,text_5.started,key_resp_5.started,instructions.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,Ronda_1.started,text_7.started,Ronda_1.stopped,control.started,control.stopped,key_resp.keys,music.started,music.stopped,key_resp_2.keys,music_words.started,image_3.started,key_resp_3.started,music_words.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,music_video.started,music_video.stopped,Key_resp_4.keys,Ronda_2.started,text_8.started,text_8.stopped,Ronda_2.stopped,control2.started,image_6.started,key_resp_6.started,control2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,music2.started,music2.stopped,key_resp_7.keys,music_words2.started,music_words2.stopped,key_resp_8.keys,music_video2.started,music_video2.stopped,Key_resp.keys,Ronda_3.started,text_9.started,text_9.stopped,Ronda_3.stopped,control3.started,control3.stopped,key_resp_9.keys,music3.started,music3.stopped,key_resp_10.keys,music_words3.started,music_words3.stopped,key_resp_11.keys,music_video3.started,image_13.started,Key_resp_2.started,music_video3.stopped,Key_resp_2.keys,Key_resp_2.rt,Key_resp_2.duration,Ronda_4.started,text_10.started,Ronda_4.stopped,control4.started,control4.stopped,key_resp_12.keys,music4.started,image_15.started,key_resp_13.started,music4.stopped,key_resp_13.keys,key_resp_13.rt,key_resp_13.duration,music_words4.started,music_words4.stopped,key_resp_14.keys,music_video4.started,music_video4.stopped,Key_resp_3.keys,final.started,text_4.started,text_4.stopped,final.stopped,participant,Edad,Sexo,date,expName,psychopyVersion,frameRate,expStart,
14,-0.6,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,2,,,,,,,,,,,,,,,,,,,,,170.06329329998698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.36855550005566,169.3721315000439,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897199,842523,Hombre,2024-09-18_17h07.48.752,tarea_iceberg,2023.2.3,59.73876239185745,2024-09-18 17h08.17.505768 +0200,
10,-0.7,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,0,,,,,,,,,,,,,,,,,,,,,170.06329329998698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.37228240002878,169.3762666999828,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897199,842523,Hombre,2024-09-18_17h07.48.752,tarea_iceberg,2023.2.3,59.73876239185745,2024-09-18 17h08.17.505768 +0200,
3,0.6,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,5,,,,,,,,,,,,,,,,,,,,,170.06329329998698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.37644730007742,169.3802850000793,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897199,842523,Hombre,2024-09-18_17h07.48.752,tarea_iceberg,2023.2.3,59.73876239185745,2024-09-18 17h08.17.505768 +0200,
11,-0.3,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,170.06329329998698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.38045519997831,169.38505869999062,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897199,842523,Hombre,2024-09-18_17h07.48.752,tarea_iceberg,2023.2.3,59.73876239185745,2024-09-18 17h08.17.505768 +0200,
12,-0.1,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,6,,,,,,,,,,,,,,,,,170.06329329998698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.4219102000352,181.42490220000036,181.42490220000036,181.849905100069,space,0.4224329999415204,None,,,,,,,,,,,,,,,,,,,,,,,,897199,842523,Hombre,2024-09-18_17h07.48.752,tarea_iceberg,2023.2.3,59.73876239185745,2024-09-18 17h08.17.505768 +0200,
10,-0.7,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,,,,,,,,,,,,,,,,,181.8644833000144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.85051919997204,191.86527100007515,191.86527100007515,192.17677929997444,space,0.31025959993712604,None,,,,,,,,,,,,,,,,,,,,,,,,897199,842523,Hombre,2024-09-18_17h07.48.752,tarea_iceberg,2023.2.3,59.73876239185745,2024-09-18 17h08.17.505768 +0200,
4,-0.4,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,4,,,,,,,,,,,,,,,,,192.1913768000668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.17707630002405,196.18806419998873,196.18806419998873,196.61660140007734,space,0.41922849998809397,None,,,,,,,,,,,,,,,,,,,,,,,,897199,842523,Hombre,2024-09-18_17h07.48.752,tarea_iceberg,2023.2.3,59.73876239185745,2024-09-18 17h08.17.505768 +0200,
8,-0.1,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,196.6324922000058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.6169482000405,204.62800610007253,204.62800610007253,205.02937080000993,space,0.3953627999871969,None,,,,,,,,,,,,,,,,,,,,,,,,897199,842523,Hombre,2024-09-18_17h07.48.752,tarea_iceberg,2023.2.3,59.73876239185745,2024-09-18 17h08.17.505768 +0200,
10,-0.3,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,1,,,,,,,,,,,,,,,,,205.05377170001157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.02963630005252,215.03832030005287,215.03832030005287,215.49332600005437,space,0.44901219999883324,None,,,,,,,,,,,,,,,,,,,,,,,,897199,842523,Hombre,2024-09-18_17h07.48.752,tarea_iceberg,2023.2.3,59.73876239185745,2024-09-18 17h08.17.505768 +0200,
14,-0.6,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,2,,,,,,,,,,,,,,,,,215.50818630005233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.49359610001557,229.5026496000355,229.5026496000355,230.21421060001012,space,0.6898882000241429,None,,,,,,,,,,,,,,,,,,,,,,,,897199,842523,Hombre,2024-09-18_17h07.48.752,tarea_iceberg,2023.2.3,59.73876239185745,2024-09-18 17h08.17.505768 +0200,
11,-0.3,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,7,,,,,,,,,,,,,,,,,230.229841100052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.21453230001498,241.21390650002286,241.21390650002286,241.6232963000657,space,0.3929937001084909,None,,,,,,,,,,,,,,,,,,,,,,,,897199,842523,Hombre,2024-09-18_17h07.48.752,tarea_iceberg,2023.2.3,59.73876239185745,2024-09-18 17h08.17.505768 +0200,
3,0.6,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,5,,,,,,,,,,,,,,,,,241.63945700007025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.62357940000948,244.6359395000618,244.6359395000618,245.06065110000782,space,0.41123540000990033,None,,,,,,,,,,,,,,,,,,,,,,,,897199,842523,Hombre,2024-09-18_17h07.48.752,tarea_iceberg,2023.2.3,59.73876239185745,2024-09-18 17h08.17.505768 +0200,
9,-0.5,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,7,,,,,,,,,,,,,247.72113249998074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.119591100025,245.12970559997484,247.1211944000097,247.13569650007412,247.14078889996745,None,,,,,,,,,,,,,,,,,,897199,842523,Hombre,2024-09-18_17h07.48.752,tarea_iceberg,2023.2.3,59.73876239185745,2024-09-18 17h08.17.505768 +0200,
11,-0.2,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,6,,,,,,,,,,,,,247.72113249998074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.1410668999888,247.14514490007423,None,,,,,,,,,,,,,,,,,,897199,842523,Hombre,2024-09-18_17h07.48.752,tarea_iceberg,2023.2.3,59.73876239185745,2024-09-18 17h08.17.505768 +0200,
6,-0.5,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,4,,,,,,,,,,,,,247.72113249998074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.14536660001613,247.14947780000512,None,,,,,,,,,,,,,,,,,,897199,842523,Hombre,2024-09-18_17h07.48.752,tarea_iceberg,2023.2.3,59.73876239185745,2024-09-18 17h08.17.505768 +0200,
7,0.2,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,0,,,,,,,,,,,,,247.72113249998074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.14967249997426,247.1540766999824,None,,,,,,,,,,,,,,,,,,897199,842523,Hombre,2024-09-18_17h07.48.752,tarea_iceberg,2023.2.3,59.73876239185745,2024-09-18 17h08.17.505768 +0200,
13,-0.5,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,5,,,,,,,,,,,,,247.72113249998074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.1542648000177,247.15838120004628,None,,,,,,,,,,,,,,,,,,897199,842523,Hombre,2024-09-18_17h07.48.752,tarea_iceberg,2023.2.3,59.73876239185745,2024-09-18 17h08.17.505768 +0200,
12,-0.2,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,1,,,,,,,,,,,,,247.72113249998074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.1586106000468,247.16300579998642,None,,,,,,,,,,,,,,,,,,897199,842523,Hombre,2024-09-18_17h07.48.752,tarea_iceberg,2023.2.3,59.73876239185745,2024-09-18 17h08.17.505768 +0200,
5,-0.4,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,3,,,,,,,,,,,,,247.72113249998074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.16325880005024,247.16779500001576,None,,,,,,,,,,,,,,,,,,897199,842523,Hombre,2024-09-18_17h07.48.752,tarea_iceberg,2023.2.3,59.73876239185745,2024-09-18 17h08.17.505768 +0200,
5,-0.3,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,2,,,,,,,,,,,,,247.72113249998074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.16799109999556,247.17239860002883,None,,,,,,,,,,,,,,,,,,897199,842523,Hombre,2024-09-18_17h07.48.752,tarea_iceberg,2023.2.3,59.73876239185745,2024-09-18 17h08.17.505768 +0200,
9,-0.5,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,7,,,,,,,,,247.72113249998074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.1850505999755,256.1794108999893,256.1794108999893,256.56694559997413,space,0.38035869994200766,None,,,,,,,,,,,897199,842523,Hombre,2024-09-18_17h07.48.752,tarea_iceberg,2023.2.3,59.73876239185745,2024-09-18 17h08.17.505768 +0200,
12,-0.2,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,256.5890238999855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.5673032000195,268.5751820000587,268.5751820000587,268.92818669998087,space,0.3518015000736341,None,,,,,,,,,,,897199,842523,Hombre,2024-09-18_17h07.48.752,tarea_iceberg,2023.2.3,59.73876239185745,2024-09-18 17h08.17.505768 +0200,
7,0.2,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,0,,,,,,,,,268.9445081000449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.92845350003336,275.93335639999714,275.93335639999714,276.2934168999782,space,0.33810759999323636,None,,,,,,,,,,,897199,842523,Hombre,2024-09-18_17h07.48.752,tarea_iceberg,2023.2.3,59.73876239185745,2024-09-18 17h08.17.505768 +0200,
5,-0.3,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,2,,,,,,,,,276.3091847000178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.29385480005294,281.30425460007973,281.30425460007973,281.67862190003507,space,0.35909599997103214,None,,,,,,,,,,,897199,842523,Hombre,2024-09-18_17h07.48.752,tarea_iceberg,2023.2.3,59.73876239185745,2024-09-18 17h08.17.505768 +0200,
5,-0.4,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,3,,,,,,,,,281.6945258000633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.6791126000462,286.6928691000212,286.6928691000212,287.15010620001704,space,0.4433703999966383,None,,,,,,,,,,,897199,842523,Hombre,2024-09-18_17h07.48.752,tarea_iceberg,2023.2.3,59.73876239185745,2024-09-18 17h08.17.505768 +0200,
6,-0.5,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,4,,,,,,,,,287.1672114999965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287.15055070002563,293.1503281000769,293.1503281000769,293.62510720000137,space,0.457942400011234,None,,,,,,,,,,,897199,842523,Hombre,2024-09-18_17h07.48.752,tarea_iceberg,2023.2.3,59.73876239185745,2024-09-18 17h08.17.505768 +0200,
11,-0.2,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,293.64094880002085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.62555150000844,304.62779080006294,304.62779080006294,304.99842970003374,space,0.3550056000240147,None,,,,,,,,,,,897199,842523,Hombre,2024-09-18_17h07.48.752,tarea_iceberg,2023.2.3,59.73876239185745,2024-09-18 17h08.17.505768 +0200,
13,-0.5,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,5,,,,,,,,,305.01400990004186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.9986921000527,318.0097956000827,318.0097956000827,318.3985187000362,space,0.380915499990806,None,,,,,,,,,,,897199,842523,Hombre,2024-09-18_17h07.48.752,tarea_iceberg,2023.2.3,59.73876239185745,2024-09-18 17h08.17.505768 +0200,
7,0.2,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,318.6086699999869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318.4407727000071,318.44616669998504,None,,,,,,,,897199,842523,Hombre,2024-09-18_17h07.48.752,tarea_iceberg,2023.2.3,59.73876239185745,2024-09-18 17h08.17.505768 +0200,
9,-0.5,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,7,,,,,318.6086699999869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318.4464089999674,318.45041450008284,None,,,,,,,,897199,842523,Hombre,2024-09-18_17h07.48.752,tarea_iceberg,2023.2.3,59.73876239185745,2024-09-18 17h08.17.505768 +0200,
11,-0.2,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,6,,,,,318.6086699999869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318.45061990001705,318.4545553000644,None,,,,,,,,897199,842523,Hombre,2024-09-18_17h07.48.752,tarea_iceberg,2023.2.3,59.73876239185745,2024-09-18 17h08.17.505768 +0200,
13,-0.5,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,5,,,,,318.6086699999869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318.4547627000138,318.45884630002547,None,,,,,,,,897199,842523,Hombre,2024-09-18_17h07.48.752,tarea_iceberg,2023.2.3,59.73876239185745,2024-09-18 17h08.17.505768 +0200,
5,-0.4,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,3,,,,,318.6086699999869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318.45902980002575,318.4628878000658,None,,,,,,,,897199,842523,Hombre,2024-09-18_17h07.48.752,tarea_iceberg,2023.2.3,59.73876239185745,2024-09-18 17h08.17.505768 +0200,
5,-0.3,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,2,,,,,318.6086699999869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318.463062099996,318.466881499975,None,,,,,,,,897199,842523,Hombre,2024-09-18_17h07.48.752,tarea_iceberg,2023.2.3,59.73876239185745,2024-09-18 17h08.17.505768 +0200,
6,-0.5,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,4,,,,,318.6086699999869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318.46704030002,318.47093950002454,None,,,,,,,,897199,842523,Hombre,2024-09-18_17h07.48.752,tarea_iceberg,2023.2.3,59.73876239185745,2024-09-18 17h08.17.505768 +0200,
12,-0.2,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,1,,,,,318.6086699999869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318.47113530000206,318.475196900079,None,,,,,,,,897199,842523,Hombre,2024-09-18_17h07.48.752,tarea_iceberg,2023.2.3,59.73876239185745,2024-09-18 17h08.17.505768 +0200,
12,-0.2,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,318.6086699999869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318.51349869999103,318.51899610005785,None,,,,,897199,842523,Hombre,2024-09-18_17h07.48.752,tarea_iceberg,2023.2.3,59.73876239185745,2024-09-18 17h08.17.505768 +0200,
6,-0.5,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,4,318.6086699999869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318.51921910000965,318.52346950001083,None,,,,,897199,842523,Hombre,2024-09-18_17h07.48.752,tarea_iceberg,2023.2.3,59.73876239185745,2024-09-18 17h08.17.505768 +0200,
11,-0.2,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,6,318.6086699999869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318.5236985000083,318.52773019997403,None,,,,,897199,842523,Hombre,2024-09-18_17h07.48.752,tarea_iceberg,2023.2.3,59.73876239185745,2024-09-18 17h08.17.505768 +0200,
9,-0.5,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,7,318.6086699999869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318.52793660003226,318.5329674000386,None,,,,,897199,842523,Hombre,2024-09-18_17h07.48.752,tarea_iceberg,2023.2.3,59.73876239185745,2024-09-18 17h08.17.505768 +0200,
7,0.2,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,0,318.6086699999869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318.5331433999818,318.53838220005855,None,,,,,897199,842523,Hombre,2024-09-18_17h07.48.752,tarea_iceberg,2023.2.3,59.73876239185745,2024-09-18 17h08.17.505768 +0200,
5,-0.4,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,3,318.6086699999869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318.53860520001035,318.543742400012,None,,,,,897199,842523,Hombre,2024-09-18_17h07.48.752,tarea_iceberg,2023.2.3,59.73876239185745,2024-09-18 17h08.17.505768 +0200,
5,-0.3,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,2,318.6086699999869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318.5439165000571,318.54792380006984,None,,,,,897199,842523,Hombre,2024-09-18_17h07.48.752,tarea_iceberg,2023.2.3,59.73876239185745,2024-09-18 17h08.17.505768 +0200,
13,-0.5,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,5,318.6086699999869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318.54819960007444,318.55231850000564,None,,,,,897199,842523,Hombre,2024-09-18_17h07.48.752,tarea_iceberg,2023.2.3,59.73876239185745,2024-09-18 17h08.17.505768 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318.5982774000149,318.6086699999869,320.61031820008066,320.593776899972,,,,,,,,,
