timepresentation,posx,posy,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,control.started,movie.started,image.started,key_resp.started,control.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instructions2.started,text.started,instructions2.stopped,music.started,movie_2.started,image_2.started,key_resp_2.started,music.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
2,-0.8,0.15,0,0,0,0,,,,,0.07156279999981052,,0.008021699999517296,0.07156279999981052,2.0049970999989455,2.0049970999989455,12.282322199998816,space,10.273337300001003,None,,,,,,,,,,,,423918,001,2024-08-29_12h04.02.006,tarea_iceberg,2023.2.3,60.373348789011914,2024-08-29 12h04.09.410721 +0200,
2,-0.7,0.15,0,1,1,1,,,,,12.47287789999973,,12.41447049999988,12.47287789999973,14.413638500000161,14.413638500000161,16.513508699999875,space,2.0831106000005093,None,,,,,,,,,,,,423918,001,2024-08-29_12h04.02.006,tarea_iceberg,2023.2.3,60.373348789011914,2024-08-29 12h04.09.410721 +0200,
8,-0.8,0.15,,,,,0,0,0,0,19.696362900000167,,,,,,,,,,16.637442299999748,16.64170219999869,19.639943700000003,19.644868899998983,19.696362900000167,27.638808399999107,27.638808399999107,28.174430699998993,space,0.5193211000005249,None,423918,001,2024-08-29_12h04.02.006,tarea_iceberg,2023.2.3,60.373348789011914,2024-08-29 12h04.09.410721 +0200,
3,0.7,0.1,,,,,0,1,1,6,28.365486699998655,,,,,,,,,,,,,28.308041599999342,28.365486699998655,31.318168399999195,31.318168399999195,33.35326819999864,space,2.0332142999995995,None,423918,001,2024-08-29_12h04.02.006,tarea_iceberg,2023.2.3,60.373348789011914,2024-08-29 12h04.09.410721 +0200,
4,-0.6,0.15,,,,,0,2,2,2,33.544046699998944,,,,,,,,,,,,,33.489902999999686,33.544046699998944,37.49847609999961,37.49847609999961,38.865903799998705,space,1.3618100000003324,None,423918,001,2024-08-29_12h04.02.006,tarea_iceberg,2023.2.3,60.373348789011914,2024-08-29 12h04.09.410721 +0200,
12,-0.7,0.15,,,,,0,3,3,1,39.04667129999871,,,,,,,,,,,,,38.993308299999626,39.04667129999871,51.00701819999995,51.00701819999995,51.408167599998706,space,0.3907939999990049,None,423918,001,2024-08-29_12h04.02.006,tarea_iceberg,2023.2.3,60.373348789011914,2024-08-29 12h04.09.410721 +0200,
11,0.8,0.1,,,,,0,4,4,7,51.590089599998464,,,,,,,,,,,,,51.53520429999844,51.590089599998464,62.549499499999,62.549499499999,62.933862599998974,space,0.3786608000009437,None,423918,001,2024-08-29_12h04.02.006,tarea_iceberg,2023.2.3,60.373348789011914,2024-08-29 12h04.09.410721 +0200,
,,,,,,,,,,,63.09663089999958,,,,,,,,,,,,,63.03840359999958,63.09663089999958,,,,,,,,,,,,,,
