timepresentation,posx,posy,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,control.started,movie.started,image.started,key_resp.started,control.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
2,-0.8,0.15,0,0,0,0,0.050215000001117005,,0.008454500000880216,0.050215000001117005,2.0002006000013353,2.0002006000013353,3.0174965000005614,space,1.0129507000001468,None,097796,001,2024-08-29_13h23.16.133,tarea_iceberg,2023.2.3,60.086187627156306,2024-08-29 13h23.26.649788 +0200,
,,,,,,,3.202813600000809,,3.147558200000276,3.202813600000809,5.148176100001365,5.148176100001365,,,,,,,,,,,,
