thisRow.t,notes,portada.started,image_5.started,text_6.started,image_5.stopped,text_6.stopped,portada.stopped,instructions.started,text_5.started,key_resp_5.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.002829699995345436,0.014400799991562963,0.014400799991562963,3.016435300000012,3.016435300000012,3.000688700005412,3.0007083999953466,3.016435300000012,6.014633700004197,,,,,,,,
