timepresentation,posx,posy,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,control.started,movie.started,image.started,key_resp.started,control.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instructions2.started,text.started,text.stopped,instructions2.stopped,music.started,movie_2.started,movie_song.started,image_2.started,key_resp_2.started,music.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
2,-0.7,0.15,0,0,0,1,,,,,0.13648959999954968,,0.05974530000003142,0.13648959999954968,2.0135790999993333,2.0135790999993333,2.9117396999999983,space,0.8896451000000525,None,,,,,,,,,,,,,,914845,001,2024-08-29_11h04.37.878,tarea_iceberg,2023.2.3,60.13916202098912,2024-08-29 11h04.44.527685 +0200,
2,-0.8,0.15,0,1,1,0,,,,,3.078924599999482,,3.0247844999994413,3.078924599999482,5.0255304999991495,5.0255304999991495,5.376728999999614,space,0.33900979999998526,None,,,,,,,,,,,,,,914845,001,2024-08-29_11h04.37.878,tarea_iceberg,2023.2.3,60.13916202098912,2024-08-29 11h04.44.527685 +0200,
9,0.5,0.1,,,,,0,0,0,4,8.57274199999938,,,,,,,,,,5.488291599999684,5.49216449999949,8.57274199999938,8.488353999999163,8.493066799999724,8.57274199999938,8.57274199999938,17.50187039999946,17.50187039999946,17.852904499999568,space,0.34284909999951196,None,914845,001,2024-08-29_11h04.37.878,tarea_iceberg,2023.2.3,60.13916202098912,2024-08-29 11h04.44.527685 +0200,
3,0.7,0.1,,,,,0,1,1,6,18.22573039999952,,,,,,,,,,,,,,18.1243029999996,18.22573039999952,18.22573039999952,21.133481599999868,21.133481599999868,21.933875099999568,space,0.7831978999993225,None,914845,001,2024-08-29_11h04.37.878,tarea_iceberg,2023.2.3,60.13916202098912,2024-08-29 11h04.44.527685 +0200,
8,-0.8,0.15,,,,,0,2,2,0,22.332081699999435,,,,,,,,,,,,,,22.22880089999944,22.332081699999435,22.332081699999435,30.24322359999951,30.24322359999951,35.24163109999972,space,4.988481800000045,None,914845,001,2024-08-29_11h04.37.878,tarea_iceberg,2023.2.3,60.13916202098912,2024-08-29 11h04.44.527685 +0200,
,,,,,,,,,,,35.63832459999958,,,,,,,,,,,,,,35.54298159999962,35.63832459999958,35.63832459999958,,,,,,,,,,,,,,
