timepresentation,posx,posy,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,movie.started,image.started,key_resp.started,trial.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
3,-0.9,0.15,0,0,0,0,0.10088499999983469,,0.019744099999570608,0.10088499999983469,3.0078821999995853,3.0078821999995853,4.419799099999636,space,1.4108642000001055,None,874103,001,2024-08-29_10h07.11.518,tarea_iceberg,2023.2.3,60.14925435970452,2024-08-29 10h07.16.064917 +0200,
3,-0.8,0.15,0,1,1,1,4.578683399999591,,4.5234375,4.578683399999591,7.53326799999968,7.53326799999968,9.250864999999976,space,1.7003161999996337,None,874103,001,2024-08-29_10h07.11.518,tarea_iceberg,2023.2.3,60.14925435970452,2024-08-29 10h07.16.064917 +0200,
3,-0.7,0.15,0,2,2,2,9.442224399999759,,9.386008199999651,9.442224399999759,12.397281999999905,12.397281999999905,12.814517599999817,space,0.4069438000001355,None,874103,001,2024-08-29_10h07.11.518,tarea_iceberg,2023.2.3,60.14925435970452,2024-08-29 10h07.16.064917 +0200,
3,-0.6,0.15,0,3,3,3,12.985684899999796,,12.929002299999865,12.985684899999796,15.928501699999742,15.928501699999742,16.811798299999737,space,0.8759893000001284,None,874103,001,2024-08-29_10h07.11.518,tarea_iceberg,2023.2.3,60.14925435970452,2024-08-29 10h07.16.064917 +0200,
3,-0.5,0.15,0,4,4,4,17.007465499999853,,16.95330329999979,17.007465499999853,19.95917109999982,19.95917109999982,20.72704849999991,space,0.7602935999998408,None,874103,001,2024-08-29_10h07.11.518,tarea_iceberg,2023.2.3,60.14925435970452,2024-08-29 10h07.16.064917 +0200,
3,-0.4,0.15,0,5,5,5,20.91118779999988,,20.856130799999846,20.91118779999988,23.8563852999996,23.8563852999996,25.240684699999747,space,1.3798683999998502,None,874103,001,2024-08-29_10h07.11.518,tarea_iceberg,2023.2.3,60.14925435970452,2024-08-29 10h07.16.064917 +0200,
3,0.4,0.15,0,6,6,6,25.418844199999967,,25.360101699999632,25.418844199999967,28.370754099999886,28.370754099999886,31.06980689999955,space,2.692095999999765,None,874103,001,2024-08-29_10h07.11.518,tarea_iceberg,2023.2.3,60.14925435970452,2024-08-29 10h07.16.064917 +0200,
3,0.5,0.15,0,7,7,7,31.257694299999912,,31.199034599999777,31.257694299999912,34.20017919999964,34.20017919999964,36.98267029999988,space,2.770964499999991,None,874103,001,2024-08-29_10h07.11.518,tarea_iceberg,2023.2.3,60.14925435970452,2024-08-29 10h07.16.064917 +0200,
3,0.6,0.15,0,8,8,8,37.15802619999977,,37.10316619999958,37.15802619999977,40.11262689999967,40.11262689999967,41.812848199999735,space,1.6931617000000188,None,874103,001,2024-08-29_10h07.11.518,tarea_iceberg,2023.2.3,60.14925435970452,2024-08-29 10h07.16.064917 +0200,
3,0.7,0.15,0,9,9,9,41.98178209999969,,41.92503369999986,41.98178209999969,44.92675889999964,44.92675889999964,46.06036839999979,space,1.116854500000045,None,874103,001,2024-08-29_10h07.11.518,tarea_iceberg,2023.2.3,60.14925435970452,2024-08-29 10h07.16.064917 +0200,
3,0.8,0.15,0,10,10,10,46.247213199999806,,46.18876919999957,46.247213199999806,49.190678099999786,49.190678099999786,51.07341439999982,space,1.866682899999887,None,874103,001,2024-08-29_10h07.11.518,tarea_iceberg,2023.2.3,60.14925435970452,2024-08-29 10h07.16.064917 +0200,
3,0.7,0.15,0,11,11,11,51.27817839999989,,51.22103169999991,51.27817839999989,54.22098229999983,54.22098229999983,57.25356109999984,space,3.027323299999807,None,874103,001,2024-08-29_10h07.11.518,tarea_iceberg,2023.2.3,60.14925435970452,2024-08-29 10h07.16.064917 +0200,
3,0.8,0.15,0,12,12,12,57.421404699999584,,57.36445129999993,57.421404699999584,60.366870199999994,60.366870199999994,61.833244699999796,space,1.4581278999999085,None,874103,001,2024-08-29_10h07.11.518,tarea_iceberg,2023.2.3,60.14925435970452,2024-08-29 10h07.16.064917 +0200,
3,0.9,0.15,0,13,13,13,62.0204961999998,,61.96323399999983,62.0204961999998,64.96403729999975,64.96403729999975,65.89806329999965,space,0.9317802000000484,None,874103,001,2024-08-29_10h07.11.518,tarea_iceberg,2023.2.3,60.14925435970452,2024-08-29 10h07.16.064917 +0200,
