timepresentation,posx,posy,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,thisRow.t,notes,control.started,movie.started,image.started,key_resp.started,control.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instructions2.started,text.started,text.stopped,instructions2.stopped,music.started,movie_2.started,image_2.started,key_resp_2.started,music.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instructions3.started,text_2.started,text_2.stopped,instructions3.stopped,music_words.started,movie_3.started,image_3.started,key_resp_3.started,music_words.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
2,-0.7,0.15,0,0,0,1,,,,,,,,,0.05056039999908535,,0.008231899999373127,0.05056039999908535,2.006577999998626,2.006577999998626,2.4032536999984586,space,0.38841449999927136,None,,,,,,,,,,,,,,,,,,,,,,,,,899729,001,2024-08-29_12h52.57.312,tarea_iceberg,2023.2.3,60.250509568356335,2024-08-29 12h53.04.602655 +0200,
2,-0.8,0.15,0,1,1,0,,,,,,,,,2.5786960999994335,,2.523284599999897,2.5786960999994335,4.533726699999534,4.533726699999534,4.868352399998912,space,0.3183530000005703,None,,,,,,,,,,,,,,,,,,,,,,,,,899729,001,2024-08-29_12h52.57.312,tarea_iceberg,2023.2.3,60.250509568356335,2024-08-29 12h53.04.602655 +0200,
2,-0.8,0.15,,,,,0,0,0,0,,,,,8.037083399998664,,,,,,,,,,4.987462799999776,4.991498800000045,8.037083399998664,7.979130799998529,7.983222299999397,8.037083399998664,9.996938999998747,9.996938999998747,10.365127099999881,space,0.3670860000001994,None,,,,,,,,,,,,,899729,001,2024-08-29_12h52.57.312,tarea_iceberg,2023.2.3,60.250509568356335,2024-08-29 12h53.04.602655 +0200,
2,-0.7,0.15,,,,,0,1,1,1,,,,,10.544230999999854,,,,,,,,,,,,,,10.489556299999094,10.544230999999854,12.49654549999832,12.49654549999832,12.863784599998326,space,0.36600759999964794,None,,,,,,,,,,,,,899729,001,2024-08-29_12h52.57.312,tarea_iceberg,2023.2.3,60.250509568356335,2024-08-29 12h53.04.602655 +0200,
13,-0.8,0.15,,,,,,,,,0,0,0,0,14.039732599998388,,,,,,,,,,,,,,,,,,,,,,13.011632799998551,13.01477739999973,14.039732599998388,14.008679900000061,14.013601599999674,14.039732599998388,27.042102099998374,27.042102099998374,27.430678899998384,space,0.37831270000060613,None,899729,001,2024-08-29_12h52.57.312,tarea_iceberg,2023.2.3,60.250509568356335,2024-08-29 12h53.04.602655 +0200,
10,-0.5,0.15,,,,,,,,,0,1,1,3,27.701439299999038,,,,,,,,,,,,,,,,,,,,,,,,,,27.570850199999768,27.701439299999038,37.592515999998795,37.592515999998795,37.93417059999956,space,0.3389441999988776,None,899729,001,2024-08-29_12h52.57.312,tarea_iceberg,2023.2.3,60.250509568356335,2024-08-29 12h53.04.602655 +0200,
,,,,,,,,,,,,,,,38.18645279999873,,,,,,,,,,,,,,,,,,,,,,,,,,38.07266679999884,38.18645279999873,,,,,,,,,,,,,,
