timepresentation,posx,posy,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_8.thisRepN,trials_8.thisTrialN,trials_8.thisN,trials_8.thisIndex,trials_9.thisRepN,trials_9.thisTrialN,trials_9.thisN,trials_9.thisIndex,trials_10.thisRepN,trials_10.thisTrialN,trials_10.thisN,trials_10.thisIndex,trials_11.thisRepN,trials_11.thisTrialN,trials_11.thisN,trials_11.thisIndex,trials_12.thisRepN,trials_12.thisTrialN,trials_12.thisN,trials_12.thisIndex,trials_13.thisRepN,trials_13.thisTrialN,trials_13.thisN,trials_13.thisIndex,trials_14.thisRepN,trials_14.thisTrialN,trials_14.thisN,trials_14.thisIndex,trials_15.thisRepN,trials_15.thisTrialN,trials_15.thisN,trials_15.thisIndex,trials_16.thisRepN,trials_16.thisTrialN,trials_16.thisN,trials_16.thisIndex,thisRow.t,notes,portada.started,image_5.started,text_6.started,portada.stopped,instructions.started,text_5.started,key_resp_5.started,instructions.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,Ronda_1.started,text_7.started,Ronda_1.stopped,control.started,control.stopped,key_resp.keys,music.started,image_2.started,key_resp_2.started,music.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,music_words.started,music_words.stopped,key_resp_3.keys,music_video.started,music_video.stopped,Key_resp_4.keys,Ronda_2.started,text_8.started,Ronda_2.stopped,control2.started,control2.stopped,key_resp_6.keys,music2.started,music2.stopped,key_resp_7.keys,music_words2.started,image_8.started,key_resp_8.started,music_words2.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,music_video2.started,music_video2.stopped,Key_resp.keys,Ronda_3.started,text_9.started,text_9.stopped,Ronda_3.stopped,control3.started,image_10.started,key_resp_9.started,control3.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration,music3.started,music3.stopped,key_resp_10.keys,music_words3.started,music_words3.stopped,key_resp_11.keys,music_video3.started,music_video3.stopped,Key_resp_2.keys,Ronda_4.started,text_10.started,Ronda_4.stopped,control4.started,control4.stopped,key_resp_12.keys,music4.started,music4.stopped,key_resp_13.keys,music_words4.started,music_words4.stopped,key_resp_14.keys,music_video4.started,image_17.started,Key_resp_3.started,music_video4.stopped,Key_resp_3.keys,Key_resp_3.rt,Key_resp_3.duration,final.started,text_4.started,text_4.stopped,final.stopped,participant,Edad,Sexo,date,expName,psychopyVersion,frameRate,expStart,
7,-0.6,0.05,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.98012329998892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.22789690003265,104.23162820003927,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David1,30,Hombre,2024-09-18_17h25.51.680,tarea_iceberg,2023.2.3,59.89763494339995,2024-09-18 17h26.31.760479 +0200,
9,0,0.05,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.98012329998892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.23180990002584,104.23542939999606,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David1,30,Hombre,2024-09-18_17h25.51.680,tarea_iceberg,2023.2.3,59.89763494339995,2024-09-18 17h26.31.760479 +0200,
12,-0.3,0.05,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.98012329998892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.23559830000158,104.23926170007326,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David1,30,Hombre,2024-09-18_17h25.51.680,tarea_iceberg,2023.2.3,59.89763494339995,2024-09-18 17h26.31.760479 +0200,
7,0.1,0.05,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.98012329998892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.2394207000034,104.24290800001472,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David1,30,Hombre,2024-09-18_17h25.51.680,tarea_iceberg,2023.2.3,59.89763494339995,2024-09-18 17h26.31.760479 +0200,
7,0.7,0.05,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.98012329998892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.24307069997303,104.24662410002202,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David1,30,Hombre,2024-09-18_17h25.51.680,tarea_iceberg,2023.2.3,59.89763494339995,2024-09-18 17h26.31.760479 +0200,
11,-0.4,0.05,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.98012329998892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.2467900000047,104.2502484000288,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David1,30,Hombre,2024-09-18_17h25.51.680,tarea_iceberg,2023.2.3,59.89763494339995,2024-09-18 17h26.31.760479 +0200,
14,0.1,0.05,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.98012329998892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.25041950005107,104.25385670003016,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David1,30,Hombre,2024-09-18_17h25.51.680,tarea_iceberg,2023.2.3,59.89763494339995,2024-09-18 17h26.31.760479 +0200,
9,-0.4,0.05,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.98012329998892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.26625430001877,104.27030930004548,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David1,30,Hombre,2024-09-18_17h25.51.680,tarea_iceberg,2023.2.3,59.89763494339995,2024-09-18 17h26.31.760479 +0200,
7,-0.6,0.05,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.98012329998892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.27051010006107,104.27426720003132,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David1,30,Hombre,2024-09-18_17h25.51.680,tarea_iceberg,2023.2.3,59.89763494339995,2024-09-18 17h26.31.760479 +0200,
9,0,0.05,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.98012329998892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.27446340001188,104.2780110000167,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David1,30,Hombre,2024-09-18_17h25.51.680,tarea_iceberg,2023.2.3,59.89763494339995,2024-09-18 17h26.31.760479 +0200,
12,-0.3,0.05,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.98012329998892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.278199100052,104.2817068999866,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David1,30,Hombre,2024-09-18_17h25.51.680,tarea_iceberg,2023.2.3,59.89763494339995,2024-09-18 17h26.31.760479 +0200,
7,0.1,0.05,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.98012329998892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.2818694000598,104.28542970004492,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David1,30,Hombre,2024-09-18_17h25.51.680,tarea_iceberg,2023.2.3,59.89763494339995,2024-09-18 17h26.31.760479 +0200,
7,0.7,0.05,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.98012329998892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.28558770008385,104.28926680004224,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David1,30,Hombre,2024-09-18_17h25.51.680,tarea_iceberg,2023.2.3,59.89763494339995,2024-09-18 17h26.31.760479 +0200,
11,-0.4,0.05,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.98012329998892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.28946620004717,104.29328500002157,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David1,30,Hombre,2024-09-18_17h25.51.680,tarea_iceberg,2023.2.3,59.89763494339995,2024-09-18 17h26.31.760479 +0200,
14,0.1,0.05,,,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.98012329998892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.2934663000051,104.29717610008083,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David1,30,Hombre,2024-09-18_17h25.51.680,tarea_iceberg,2023.2.3,59.89763494339995,2024-09-18 17h26.31.760479 +0200,
9,-0.4,0.05,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.98012329998892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.33161750005092,113.31939560000319,113.31939560000319,113.67800080007873,space,0.35354570008348674,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David1,30,Hombre,2024-09-18_17h25.51.680,tarea_iceberg,2023.2.3,59.89763494339995,2024-09-18 17h26.31.760479 +0200,
7,-0.6,0.05,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.69345000002068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.67869179998524,120.69301430007908,120.69301430007908,121.05952780006919,space,0.36441149993333966,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David1,30,Hombre,2024-09-18_17h25.51.680,tarea_iceberg,2023.2.3,59.89763494339995,2024-09-18 17h26.31.760479 +0200,
9,0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.08307990001049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.05981380003504,130.06801260006614,130.06801260006614,130.40871300001163,space,0.3329874000046402,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David1,30,Hombre,2024-09-18_17h25.51.680,tarea_iceberg,2023.2.3,59.89763494339995,2024-09-18 17h26.31.760479 +0200,
12,-0.3,0.05,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.42512610007543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.40919370006304,142.4130408000201,142.4130408000201,143.13829010003246,space,0.7090135000180453,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David1,30,Hombre,2024-09-18_17h25.51.680,tarea_iceberg,2023.2.3,59.89763494339995,2024-09-18 17h26.31.760479 +0200,
7,0.1,0.05,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.15551200008485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.13881460006814,150.13793850003276,150.13793850003276,150.4469950000057,space,0.30316240002866834,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David1,30,Hombre,2024-09-18_17h25.51.680,tarea_iceberg,2023.2.3,59.89763494339995,2024-09-18 17h26.31.760479 +0200,
7,0.7,0.05,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.46310290007386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.4475429999875,157.46191429998726,157.46191429998726,158.00031420006417,space,0.31492659996729344,0.09596109995618463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David1,30,Hombre,2024-09-18_17h25.51.680,tarea_iceberg,2023.2.3,59.89763494339995,2024-09-18 17h26.31.760479 +0200,
11,-0.4,0.05,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.0595076000318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.00074679998215,169.00678990001325,169.00678990001325,169.38302720000502,space,0.3551708000013605,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David1,30,Hombre,2024-09-18_17h25.51.680,tarea_iceberg,2023.2.3,59.89763494339995,2024-09-18 17h26.31.760479 +0200,
14,0.1,0.05,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.3998657000484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.38350440002978,183.38816700002644,183.38816700002644,183.71527960000094,space,0.32568010000977665,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David1,30,Hombre,2024-09-18_17h25.51.680,tarea_iceberg,2023.2.3,59.89763494339995,2024-09-18 17h26.31.760479 +0200,
9,-0.4,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.83852440002374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.75171270000283,183.75742110004649,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David1,30,Hombre,2024-09-18_17h25.51.680,tarea_iceberg,2023.2.3,59.89763494339995,2024-09-18 17h26.31.760479 +0200,
7,-0.6,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.83852440002374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.75764940003864,183.7615770000266,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David1,30,Hombre,2024-09-18_17h25.51.680,tarea_iceberg,2023.2.3,59.89763494339995,2024-09-18 17h26.31.760479 +0200,
9,0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.83852440002374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.76179939997382,183.76573139999527,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David1,30,Hombre,2024-09-18_17h25.51.680,tarea_iceberg,2023.2.3,59.89763494339995,2024-09-18 17h26.31.760479 +0200,
12,-0.3,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.83852440002374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.76590510003734,183.7700584999984,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David1,30,Hombre,2024-09-18_17h25.51.680,tarea_iceberg,2023.2.3,59.89763494339995,2024-09-18 17h26.31.760479 +0200,
7,0.1,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.83852440002374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.77023979998194,183.77418840001337,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David1,30,Hombre,2024-09-18_17h25.51.680,tarea_iceberg,2023.2.3,59.89763494339995,2024-09-18 17h26.31.760479 +0200,
7,0.7,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.83852440002374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.77436590008438,183.77818160003517,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David1,30,Hombre,2024-09-18_17h25.51.680,tarea_iceberg,2023.2.3,59.89763494339995,2024-09-18 17h26.31.760479 +0200,
11,-0.4,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.83852440002374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.7783616000088,183.78225960000418,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David1,30,Hombre,2024-09-18_17h25.51.680,tarea_iceberg,2023.2.3,59.89763494339995,2024-09-18 17h26.31.760479 +0200,
14,0.1,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.83852440002374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.7824303000234,183.78713770001195,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David1,30,Hombre,2024-09-18_17h25.51.680,tarea_iceberg,2023.2.3,59.89763494339995,2024-09-18 17h26.31.760479 +0200,
9,0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.36868429998867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.82824689999688,183.83852440002374,186.36868429998867,185.824855200015,185.83905890001915,194.83435710007325,194.83435710007325,195.20186300005298,space,0.35907999996561557,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David1,30,Hombre,2024-09-18_17h25.51.680,tarea_iceberg,2023.2.3,59.89763494339995,2024-09-18 17h26.31.760479 +0200,
14,0.2,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.2245883999858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.20221929997206,209.21375550003722,209.21375550003722,209.53311199997552,space,0.3078323000809178,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David1,30,Hombre,2024-09-18_17h25.51.680,tarea_iceberg,2023.2.3,59.89763494339995,2024-09-18 17h26.31.760479 +0200,
3,-0.7,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.55539570003748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.53338490007445,212.53443450003397,212.53443450003397,212.8683259000536,space,0.3302122000604868,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David1,30,Hombre,2024-09-18_17h25.51.680,tarea_iceberg,2023.2.3,59.89763494339995,2024-09-18 17h26.31.760479 +0200,
4,-0.1,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.89085770002566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.86862139997538,216.87139450001996,216.87139450001996,217.1900683999993,space,0.314248799928464,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David1,30,Hombre,2024-09-18_17h25.51.680,tarea_iceberg,2023.2.3,59.89763494339995,2024-09-18 17h26.31.760479 +0200,
9,-0.1,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.20564569998533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.19034630001988,226.19748870003968,226.19748870003968,226.52349200006574,space,0.307141000055708,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David1,30,Hombre,2024-09-18_17h25.51.680,tarea_iceberg,2023.2.3,59.89763494339995,2024-09-18 17h26.31.760479 +0200,
7,0.4,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.53967920003925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.52395509998314,233.53770320001058,233.53770320001058,233.82366260001436,space,0.2791609999258071,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David1,30,Hombre,2024-09-18_17h25.51.680,tarea_iceberg,2023.2.3,59.89763494339995,2024-09-18 17h26.31.760479 +0200,
15,-0.5,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.84560010000132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.8240390000865,248.83625970000867,248.83625970000867,249.1440521000186,space,0.29360620002262294,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David1,30,Hombre,2024-09-18_17h25.51.680,tarea_iceberg,2023.2.3,59.89763494339995,2024-09-18 17h26.31.760479 +0200,
15,0.6,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.1597036999883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.14449570002034,264.15216509997845,264.15216509997845,264.4205164000159,space,0.2641867999918759,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David1,30,Hombre,2024-09-18_17h25.51.680,tarea_iceberg,2023.2.3,59.89763494339995,2024-09-18 17h26.31.760479 +0200,
9,0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,264.68240480008535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.43379050004296,264.43843360000756,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David1,30,Hombre,2024-09-18_17h25.51.680,tarea_iceberg,2023.2.3,59.89763494339995,2024-09-18 17h26.31.760479 +0200,
14,0.2,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,264.68240480008535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.4386371000437,264.4426094000228,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David1,30,Hombre,2024-09-18_17h25.51.680,tarea_iceberg,2023.2.3,59.89763494339995,2024-09-18 17h26.31.760479 +0200,
3,-0.7,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,264.68240480008535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.44278979999945,264.44679229997564,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David1,30,Hombre,2024-09-18_17h25.51.680,tarea_iceberg,2023.2.3,59.89763494339995,2024-09-18 17h26.31.760479 +0200,
4,-0.1,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,264.68240480008535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.44698350003455,264.451027299976,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David1,30,Hombre,2024-09-18_17h25.51.680,tarea_iceberg,2023.2.3,59.89763494339995,2024-09-18 17h26.31.760479 +0200,
9,-0.1,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,264.68240480008535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.4512153000105,264.4551424999954,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David1,30,Hombre,2024-09-18_17h25.51.680,tarea_iceberg,2023.2.3,59.89763494339995,2024-09-18 17h26.31.760479 +0200,
7,0.4,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,264.68240480008535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.4553243999835,264.45929889997933,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David1,30,Hombre,2024-09-18_17h25.51.680,tarea_iceberg,2023.2.3,59.89763494339995,2024-09-18 17h26.31.760479 +0200,
