routineName,timepresentation,posx,posy,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,thisRow.t,notes,portada.started,image_5.started,text_6.started,portada.stopped,instructions.started,text_5.started,key_resp_5.started,instructions.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,random_routines.started,random_routines.stopped,executedRoutine,nueva_ronda.started,text_7.started,nueva_ronda.stopped,control.started,control.stopped,key_resp.keys,music.started,music.stopped,key_resp_2.keys,music_words.started,image_3.started,key_resp_3.started,music_words.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,music_video.started,music_video.stopped,Key_resp_4.keys,text_7.stopped,participant,Edad,Sexo,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,0.0022810000082245097,0.013275900011649355,0.013275900011649355,3.002152800007025,3.0021688000124414,3.0184257000073558,5.999791800000821,8.24991540001065,space,2.232501099992078,None,,,,,,,,,,,,,,,,,,,,,,,,486683,478325,Hombre,2024-08-30_13h04.19.361,tarea_iceberg,2023.2.3,60.07488935733591,2024-08-30 13h04.36.171111 +0200,
music_words,7,-0.6,0.15,0,0,0,0,0,0,0,1,,,,,,,,,,,,,10.343267800009926,,,,,,,,,,,,,8.255190400013817,8.255223100000876,music_words,8.255231600007392,8.264854300010484,10.263875400007237,10.271856200008187,10.277449100001832,None,,,,,,,,,,,,,,,486683,478325,Hombre,2024-08-30_13h04.19.361,tarea_iceberg,2023.2.3,60.07488935733591,2024-08-30 13h04.36.171111 +0200,
music_words,10,0.7,0.1,0,0,0,0,0,1,1,0,,,,,,,,,,,,,10.343267800009926,,,,,,,,,,,,,,,,,,,10.277724200001103,10.282788500000606,None,,,,,,,,,,,,,,,486683,478325,Hombre,2024-08-30_13h04.19.361,tarea_iceberg,2023.2.3,60.07488935733591,2024-08-30 13h04.36.171111 +0200,
music_words,10,0.7,0.1,0,0,0,0,,,,,0,0,0,0,,,,,,,,,10.343267800009926,,,,,,,,,,,,,,,,,,,,,,10.290068700007396,10.295238700011396,None,,,,,,,,,,,,486683,478325,Hombre,2024-08-30_13h04.19.361,tarea_iceberg,2023.2.3,60.07488935733591,2024-08-30 13h04.36.171111 +0200,
music_words,7,-0.6,0.15,0,0,0,0,,,,,0,1,1,1,,,,,,,,,10.343267800009926,,,,,,,,,,,,,,,,,,,,,,10.295521000007284,10.30054550000932,None,,,,,,,,,,,,486683,478325,Hombre,2024-08-30_13h04.19.361,tarea_iceberg,2023.2.3,60.07488935733591,2024-08-30 13h04.36.171111 +0200,
music_words,7,-0.6,0.15,0,0,0,0,,,,,,,,,0,0,0,1,,,,,10.343267800009926,,,,,,,,,,,,,,,,,,,,,,,,,10.325655900000129,17.32862820000446,17.32862820000446,17.76339240001107,space,0.43095499998889863,None,,,,,486683,478325,Hombre,2024-08-30_13h04.19.361,tarea_iceberg,2023.2.3,60.07488935733591,2024-08-30 13h04.36.171111 +0200,
music_words,10,0.7,0.1,0,0,0,0,,,,,,,,,0,1,1,0,,,,,17.794540300004883,,,,,,,,,,,,,,,,,,,,,,,,,17.763736800014158,27.771745400008513,27.771745400008513,28.479538000014145,space,0.4051324000029126,0.14301509999495465,,,,,486683,478325,Hombre,2024-08-30_13h04.19.361,tarea_iceberg,2023.2.3,60.07488935733591,2024-08-30 13h04.36.171111 +0200,
music_words,8,-0.5,0.15,0,0,0,0,,,,,,,,,,,,,0,0,0,0,28.567233600013424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.506773500004783,28.51279630001227,None,,486683,478325,Hombre,2024-08-30_13h04.19.361,tarea_iceberg,2023.2.3,60.07488935733591,2024-08-30 13h04.36.171111 +0200,
music_words,10,0.6,0.1,0,0,0,0,,,,,,,,,,,,,0,1,1,1,28.567233600013424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.51306980001391,28.518224800005555,None,,486683,478325,Hombre,2024-08-30_13h04.19.361,tarea_iceberg,2023.2.3,60.07488935733591,2024-08-30 13h04.36.171111 +0200,
music_words,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486683,478325,Hombre,2024-08-30_13h04.19.361,tarea_iceberg,2023.2.3,60.07488935733591,2024-08-30 13h04.36.171111 +0200,
music,12,-0.7,0.15,0,1,1,1,0,0,0,1,,,,,,,,,,,,,28.567233600013424,,,,,,,,,,,,,28.5586900000053,28.558725200011395,music,28.558755600010045,28.567233600013424,30.55149190001248,30.5599130000046,30.56523870000092,None,,,,,,,,,,,,,,,486683,478325,Hombre,2024-08-30_13h04.19.361,tarea_iceberg,2023.2.3,60.07488935733591,2024-08-30 13h04.36.171111 +0200,
music,13,-0.7,0.15,0,1,1,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.565507500010426,30.57031920000736,None,,,,,,,,,,,,,,,486683,478325,Hombre,2024-08-30_13h04.19.361,tarea_iceberg,2023.2.3,60.07488935733591,2024-08-30 13h04.36.171111 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.57777120001265,,,,,,,,,,,,,,,,,,,,,,
