timepresentation,posx,posy,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,thisRow.t,notes,control.started,movie.started,image.started,key_resp.started,control.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instructions2.started,text.started,text.stopped,instructions2.stopped,music.started,movie_2.started,image_2.started,key_resp_2.started,music.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instructions3.started,text_2.started,text_2.stopped,instructions3.stopped,music_words.started,movie_3.started,image_3.started,key_resp_3.started,music_words.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,instructions4.started,text_3.started,text_3.stopped,instructions4.stopped,music_video.started,image_4.started,Key_resp_4.started,music_video.stopped,Key_resp_4.keys,Key_resp_4.rt,Key_resp_4.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
2,-0.8,0.15,0,0,0,0,,,,,,,,,,,,,0.045714800000496325,,0.008150100000420935,0.045714800000496325,2.0030430999995588,2.0030430999995588,2.404400199999145,space,0.390790499999639,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362649,001,2024-08-29_13h33.20.103,tarea_iceberg,2023.2.3,60.22648773000864,2024-08-29 13h33.29.464649 +0200,
2,-0.7,0.15,0,1,1,1,,,,,,,,,,,,,2.586507399999391,,2.530683200000567,2.586507399999391,4.536449499999435,4.536449499999435,4.969551000000138,space,0.4219357999991189,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362649,001,2024-08-29_13h33.20.103,tarea_iceberg,2023.2.3,60.22648773000864,2024-08-29 13h33.29.464649 +0200,
2,-0.8,0.15,,,,,0,0,0,0,,,,,,,,,6.085073799999009,,,,,,,,,,5.073854299998857,5.077669700000115,6.085073799999009,6.065255499999694,6.070634499999869,6.085073799999009,8.084037499998885,8.084037499998885,8.633833500000037,space,0.5469522000003053,None,,,,,,,,,,,,,,,,,,,,,,,,362649,001,2024-08-29_13h33.20.103,tarea_iceberg,2023.2.3,60.22648773000864,2024-08-29 13h33.29.464649 +0200,
2,-0.7,0.15,,,,,0,1,1,1,,,,,,,,,8.792846599999393,,,,,,,,,,,,,,8.737555300000167,8.792846599999393,10.748897699999361,10.748897699999361,11.0667011000005,space,0.3124709999992774,None,,,,,,,,,,,,,,,,,,,,,,,,362649,001,2024-08-29_13h33.20.103,tarea_iceberg,2023.2.3,60.22648773000864,2024-08-29 13h33.29.464649 +0200,
2,-0.7,0.15,,,,,,,,,0,0,0,1,,,,,12.260251199999402,,,,,,,,,,,,,,,,,,,,,,11.231536600000254,11.236454300000332,12.260251199999402,12.227991599998859,12.233204500000284,12.260251199999402,14.25342929999897,14.25342929999897,15.412168299999394,space,1.1341523000010056,None,,,,,,,,,,,,362649,001,2024-08-29_13h33.20.103,tarea_iceberg,2023.2.3,60.22648773000864,2024-08-29 13h33.29.464649 +0200,
2,-0.8,0.15,,,,,,,,,0,1,1,0,,,,,15.669565700000021,,,,,,,,,,,,,,,,,,,,,,,,,,15.552456499999607,15.669565700000021,17.58353840000018,17.58353840000018,18.464911999999458,space,0.8683787999998458,None,,,,,,,,,,,,362649,001,2024-08-29_13h33.20.103,tarea_iceberg,2023.2.3,60.22648773000864,2024-08-29 13h33.29.464649 +0200,
8,0.5,0.1,,,,,,,,,,,,,0,0,0,4,19.62567619999936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.613086699999258,18.617983399999503,19.62567619999936,19.606143400000292,19.61022149999917,27.61971739999899,27.61971739999899,28.040004999998928,space,0.3955616999992344,None,362649,001,2024-08-29_13h33.20.103,tarea_iceberg,2023.2.3,60.22648773000864,2024-08-29 13h33.29.464649 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.07229720000032,,,,,,,,,,,,,,
