routineName,timepresentation,posx,posy,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,thisRow.t,notes,portada.started,image_5.started,text_6.started,portada.stopped,instructions.started,text_5.started,key_resp_5.started,instructions.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,random_routines.started,random_routines.stopped,executedRoutine,nueva_ronda.started,text_7.started,text_7.stopped,nueva_ronda.stopped,control.started,control.stopped,key_resp.keys,music.started,music.stopped,key_resp_2.keys,music_words.started,music_words.stopped,key_resp_3.keys,music_video.started,participant,Edad,Sexo,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,0.002226700002211146,0.018241799989482388,0.018241799989482388,3.009030699991854,3.0090428999974392,3.025212199994712,6.00738850000198,6.741213000001153,space,0.724010099991574,None,,,,,,,,,,,,,,,,,,824252,579145,Hombre,2024-08-30_16h37.08.258,tarea_iceberg,2023.2.3,60.05295469668739,2024-08-30 16h37.13.027650 +0200,
music_video,13,0.6,0.1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,30.3355498000019,,,,,,,,,,,,,6.748161199997412,6.748198799992679,music_video,6.748209600002156,6.756391599992639,30.3355498000019,8.73956809999072,8.751196600002004,10.322649800000363,None,,,,,,,,824252,579145,Hombre,2024-08-30_16h37.08.258,tarea_iceberg,2023.2.3,60.05295469668739,2024-08-30 16h37.13.027650 +0200,
music_video,11,0.5,0.1,0,0,0,0,0,1,1,1,,,,,,,,,,,,,30.3355498000019,,,,,,,,,,,,,,,,,,,,10.323049300001003,10.901548699999694,None,,,,,,,,824252,579145,Hombre,2024-08-30_16h37.08.258,tarea_iceberg,2023.2.3,60.05295469668739,2024-08-30 16h37.13.027650 +0200,
music_video,13,0.6,0.1,0,0,0,0,,,,,0,0,0,0,,,,,,,,,30.3355498000019,,,,,,,,,,,,,,,,,,,,,,,10.94158869999228,13.148449599990272,None,,,,,824252,579145,Hombre,2024-08-30_16h37.08.258,tarea_iceberg,2023.2.3,60.05295469668739,2024-08-30 16h37.13.027650 +0200,
music_video,11,0.5,0.1,0,0,0,0,,,,,0,1,1,1,,,,,,,,,30.3355498000019,,,,,,,,,,,,,,,,,,,,,,,13.148821599999792,15.28796479999437,None,,,,,824252,579145,Hombre,2024-08-30_16h37.08.258,tarea_iceberg,2023.2.3,60.05295469668739,2024-08-30 16h37.13.027650 +0200,
music_video,13,0.6,0.1,0,0,0,0,,,,,,,,,0,0,0,0,,,,,30.3355498000019,,,,,,,,,,,,,,,,,,,,,,,,,,15.415825599993696,18.591603099994245,None,,824252,579145,Hombre,2024-08-30_16h37.08.258,tarea_iceberg,2023.2.3,60.05295469668739,2024-08-30 16h37.13.027650 +0200,
music_video,11,0.5,0.1,0,0,0,0,,,,,,,,,0,1,1,1,,,,,30.3355498000019,,,,,,,,,,,,,,,,,,,,,,,,,,18.59189460000198,22.728161099992576,None,,824252,579145,Hombre,2024-08-30_16h37.08.258,tarea_iceberg,2023.2.3,60.05295469668739,2024-08-30 16h37.13.027650 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,30.3355498000019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.845677599994815,,,,,,,,,
