thisRow.t,notes,portada.started,image_5.started,text_6.started,portada.stopped,instructions.started,text_5.started,key_resp_5.started,instructions.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,participant,Edad,Sexo,date,expName,psychopyVersion,frameRate,expStart,
,,0.0021816000080434605,0.016895700013265014,0.016895700013265014,3.0088962000008905,3.0089136000024155,3.024867500003893,6.007244100008393,7.10682360001374,space,1.0865255999960937,None,969633,531034,Hombre,2024-08-30_13h02.05.387,tarea_iceberg,2023.2.3,59.94812090068033,2024-08-30 13h02.18.784562 +0200,
