timepresentation,posx,posy,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_8.thisRepN,trials_8.thisTrialN,trials_8.thisN,trials_8.thisIndex,trials_9.thisRepN,trials_9.thisTrialN,trials_9.thisN,trials_9.thisIndex,trials_10.thisRepN,trials_10.thisTrialN,trials_10.thisN,trials_10.thisIndex,trials_11.thisRepN,trials_11.thisTrialN,trials_11.thisN,trials_11.thisIndex,trials_12.thisRepN,trials_12.thisTrialN,trials_12.thisN,trials_12.thisIndex,trials_13.thisRepN,trials_13.thisTrialN,trials_13.thisN,trials_13.thisIndex,trials_14.thisRepN,trials_14.thisTrialN,trials_14.thisN,trials_14.thisIndex,trials_15.thisRepN,trials_15.thisTrialN,trials_15.thisN,trials_15.thisIndex,trials_16.thisRepN,trials_16.thisTrialN,trials_16.thisN,trials_16.thisIndex,thisRow.t,notes,portada.started,image_5.started,text_6.started,portada.stopped,instructions.started,text_5.started,key_resp_5.started,instructions.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,Ronda_1.started,text_7.started,Ronda_1.stopped,control.started,image.started,key_resp.started,control.stopped,key_resp.keys,key_resp.rt,key_resp.duration,music.started,music.stopped,key_resp_2.keys,music_words.started,music_words.stopped,key_resp_3.keys,music_video.started,music_video.stopped,Key_resp_4.keys,Ronda_2.started,text_8.started,Ronda_2.stopped,control2.started,control2.stopped,key_resp_6.keys,music2.started,image_7.started,key_resp_7.started,music2.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,music_words2.started,music_words2.stopped,key_resp_8.keys,music_video2.started,music_video2.stopped,Key_resp.keys,Ronda_3.started,text_9.started,Ronda_3.stopped,control3.started,control3.stopped,key_resp_9.keys,music3.started,music3.stopped,key_resp_10.keys,music_words3.started,image_12.started,key_resp_11.started,music_words3.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.duration,music_video3.started,music_video3.stopped,Key_resp_2.keys,Ronda_4.started,text_10.started,Ronda_4.stopped,control4.started,control4.stopped,key_resp_12.keys,music4.started,music4.stopped,key_resp_13.keys,music_words4.started,music_words4.stopped,key_resp_14.keys,music_video4.started,image_17.started,Key_resp_3.started,music_video4.stopped,Key_resp_3.keys,Key_resp_3.rt,Key_resp_3.duration,final.started,text_4.started,text_4.stopped,final.stopped,participant,Edad,Sexo,date,expName,psychopyVersion,frameRate,expStart,
7,-0.5,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,4,,,,,,,,,,,,,,,,,,,,,208.9226891999133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.9075249999296,215.9119173999643,215.9119173999643,216.92097529990133,space,1.0074519000481814,None,,,,,,,,,,,,,,,,,,,,,,,,,,,277114,457303,Hombre,2024-09-18_14h27.41.415,tarea_iceberg,2023.2.3,59.916548251821126,2024-09-18 14h28.08.050583 +0200,
13,-0.1,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,216.93666809995193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.921437199926,229.92517850000877,229.92517850000877,230.5790542999748,space,0.6504405000014231,None,,,,,,,,,,,,,,,,,,,,,,,,,,,277114,457303,Hombre,2024-09-18_14h27.41.415,tarea_iceberg,2023.2.3,59.916548251821126,2024-09-18 14h28.08.050583 +0200,
3,-0.7,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,2,,,,,,,,,,,,,,,,,,,,,230.60812759993132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.57932669995353,233.57866929995362,233.57866929995362,234.2497013999382,space,0.6608357999939471,None,,,,,,,,,,,,,,,,,,,,,,,,,,,277114,457303,Hombre,2024-09-18_14h27.41.415,tarea_iceberg,2023.2.3,59.916548251821126,2024-09-18 14h28.08.050583 +0200,
8,-0.3,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,7,,,,,,,,,,,,,,,,,234.38562229997478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.28488269995432,234.2902533999877,None,,,,,,,,,,,,,,,,,,,,,,,,277114,457303,Hombre,2024-09-18_14h27.41.415,tarea_iceberg,2023.2.3,59.916548251821126,2024-09-18 14h28.08.050583 +0200,
7,-0.2,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,234.38562229997478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.29053060000297,234.29504459991585,None,,,,,,,,,,,,,,,,,,,,,,,,277114,457303,Hombre,2024-09-18_14h27.41.415,tarea_iceberg,2023.2.3,59.916548251821126,2024-09-18 14h28.08.050583 +0200,
6,0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,0,,,,,,,,,,,,,,,,,234.38562229997478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.29523329995573,234.2995028999867,None,,,,,,,,,,,,,,,,,,,,,,,,277114,457303,Hombre,2024-09-18_14h27.41.415,tarea_iceberg,2023.2.3,59.916548251821126,2024-09-18 14h28.08.050583 +0200,
7,-0.5,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,4,,,,,,,,,,,,,,,,,234.38562229997478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.299674400012,234.30373889999464,None,,,,,,,,,,,,,,,,,,,,,,,,277114,457303,Hombre,2024-09-18_14h27.41.415,tarea_iceberg,2023.2.3,59.916548251821126,2024-09-18 14h28.08.050583 +0200,
3,-0.7,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,2,,,,,,,,,,,,,,,,,234.38562229997478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.3039353999775,234.30790719995275,None,,,,,,,,,,,,,,,,,,,,,,,,277114,457303,Hombre,2024-09-18_14h27.41.415,tarea_iceberg,2023.2.3,59.916548251821126,2024-09-18 14h28.08.050583 +0200,
14,-0.7,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,3,,,,,,,,,,,,,,,,,234.38562229997478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.30808939994313,234.31215549993794,None,,,,,,,,,,,,,,,,,,,,,,,,277114,457303,Hombre,2024-09-18_14h27.41.415,tarea_iceberg,2023.2.3,59.916548251821126,2024-09-18 14h28.08.050583 +0200,
13,-0.1,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,234.38562229997478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.3123361999169,234.31632420001552,None,,,,,,,,,,,,,,,,,,,,,,,,277114,457303,Hombre,2024-09-18_14h27.41.415,tarea_iceberg,2023.2.3,59.916548251821126,2024-09-18 14h28.08.050583 +0200,
5,-0.4,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,5,,,,,,,,,,,,,,,,,234.38562229997478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.31653800001368,234.3204177999869,None,,,,,,,,,,,,,,,,,,,,,,,,277114,457303,Hombre,2024-09-18_14h27.41.415,tarea_iceberg,2023.2.3,59.916548251821126,2024-09-18 14h28.08.050583 +0200,
5,-0.5,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,7,,,,,,,,,,,,,237.17933449998964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.37404019990936,234.38562229997478,236.381951999967,236.39491109992377,236.4001424999442,None,,,,,,,,,,,,,,,,,,277114,457303,Hombre,2024-09-18_14h27.41.415,tarea_iceberg,2023.2.3,59.916548251821126,2024-09-18 14h28.08.050583 +0200,
3,-0.4,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,,,,,,,,,,,,,237.17933449998964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.40044100000523,236.40410689997952,None,,,,,,,,,,,,,,,,,,277114,457303,Hombre,2024-09-18_14h27.41.415,tarea_iceberg,2023.2.3,59.916548251821126,2024-09-18 14h28.08.050583 +0200,
13,-0.6,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,5,,,,,,,,,,,,,237.17933449998964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.4043335999595,236.40788640000392,None,,,,,,,,,,,,,,,,,,277114,457303,Hombre,2024-09-18_14h27.41.415,tarea_iceberg,2023.2.3,59.916548251821126,2024-09-18 14h28.08.050583 +0200,
7,-0.2,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,6,,,,,,,,,,,,,237.17933449998964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.40805939992424,236.4117276999168,None,,,,,,,,,,,,,,,,,,277114,457303,Hombre,2024-09-18_14h27.41.415,tarea_iceberg,2023.2.3,59.916548251821126,2024-09-18 14h28.08.050583 +0200,
5,0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,2,,,,,,,,,,,,,237.17933449998964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.41194649995305,236.4156374000013,None,,,,,,,,,,,,,,,,,,277114,457303,Hombre,2024-09-18_14h27.41.415,tarea_iceberg,2023.2.3,59.916548251821126,2024-09-18 14h28.08.050583 +0200,
3,-0.6,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,1,,,,,,,,,,,,,237.17933449998964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.41580489999615,236.41934949997813,None,,,,,,,,,,,,,,,,,,277114,457303,Hombre,2024-09-18_14h27.41.415,tarea_iceberg,2023.2.3,59.916548251821126,2024-09-18 14h28.08.050583 +0200,
12,-0.5,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,4,,,,,,,,,,,,,237.17933449998964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.4195192999905,236.42299769993406,None,,,,,,,,,,,,,,,,,,277114,457303,Hombre,2024-09-18_14h27.41.415,tarea_iceberg,2023.2.3,59.916548251821126,2024-09-18 14h28.08.050583 +0200,
6,-0.2,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,3,,,,,,,,,,,,,237.17933449998964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.4231620999053,236.42684969992843,None,,,,,,,,,,,,,,,,,,277114,457303,Hombre,2024-09-18_14h27.41.415,tarea_iceberg,2023.2.3,59.916548251821126,2024-09-18 14h28.08.050583 +0200,
12,-0.5,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,4,,,,,,,,,237.17933449998964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.4392465999117,236.44375609990675,None,,,,,,,,,,,,,,,277114,457303,Hombre,2024-09-18_14h27.41.415,tarea_iceberg,2023.2.3,59.916548251821126,2024-09-18 14h28.08.050583 +0200,
5,0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,,,,,,,,,237.17933449998964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.44397349993233,236.44848799996544,None,,,,,,,,,,,,,,,277114,457303,Hombre,2024-09-18_14h27.41.415,tarea_iceberg,2023.2.3,59.916548251821126,2024-09-18 14h28.08.050583 +0200,
3,-0.4,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,0,,,,,,,,,237.17933449998964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.44868179992773,236.45274609990884,None,,,,,,,,,,,,,,,277114,457303,Hombre,2024-09-18_14h27.41.415,tarea_iceberg,2023.2.3,59.916548251821126,2024-09-18 14h28.08.050583 +0200,
13,-0.6,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,5,,,,,,,,,237.17933449998964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.45296939997934,236.45695559994783,None,,,,,,,,,,,,,,,277114,457303,Hombre,2024-09-18_14h27.41.415,tarea_iceberg,2023.2.3,59.916548251821126,2024-09-18 14h28.08.050583 +0200,
3,-0.6,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,1,,,,,,,,,237.17933449998964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.45713180000894,236.46114849997684,None,,,,,,,,,,,,,,,277114,457303,Hombre,2024-09-18_14h27.41.415,tarea_iceberg,2023.2.3,59.916548251821126,2024-09-18 14h28.08.050583 +0200,
6,-0.2,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,3,,,,,,,,,237.17933449998964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.46135180001147,236.46543119999114,None,,,,,,,,,,,,,,,277114,457303,Hombre,2024-09-18_14h27.41.415,tarea_iceberg,2023.2.3,59.916548251821126,2024-09-18 14h28.08.050583 +0200,
5,-0.5,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,7,,,,,,,,,237.17933449998964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.4656118999701,236.4696045999881,None,,,,,,,,,,,,,,,277114,457303,Hombre,2024-09-18_14h27.41.415,tarea_iceberg,2023.2.3,59.916548251821126,2024-09-18 14h28.08.050583 +0200,
7,-0.2,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,6,,,,,,,,,237.17933449998964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.4697879999876,236.4736789999297,None,,,,,,,,,,,,,,,277114,457303,Hombre,2024-09-18_14h27.41.415,tarea_iceberg,2023.2.3,59.916548251821126,2024-09-18 14h28.08.050583 +0200,
7,-0.2,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,6,,,,,237.17933449998964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.5151416999288,236.51982899999712,None,,,,,,,,,,,,277114,457303,Hombre,2024-09-18_14h27.41.415,tarea_iceberg,2023.2.3,59.916548251821126,2024-09-18 14h28.08.050583 +0200,
13,-0.6,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,5,,,,,237.17933449998964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.52008869999554,236.52429480000865,None,,,,,,,,,,,,277114,457303,Hombre,2024-09-18_14h27.41.415,tarea_iceberg,2023.2.3,59.916548251821126,2024-09-18 14h28.08.050583 +0200,
5,0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,237.17933449998964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.52448629995342,236.52874869992957,None,,,,,,,,,,,,277114,457303,Hombre,2024-09-18_14h27.41.415,tarea_iceberg,2023.2.3,59.916548251821126,2024-09-18 14h28.08.050583 +0200,
5,-0.5,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,7,,,,,237.17933449998964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.52898209996056,236.5332832999993,None,,,,,,,,,,,,277114,457303,Hombre,2024-09-18_14h27.41.415,tarea_iceberg,2023.2.3,59.916548251821126,2024-09-18 14h28.08.050583 +0200,
3,-0.6,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,1,,,,,237.17933449998964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.53347939997911,236.5376629999373,None,,,,,,,,,,,,277114,457303,Hombre,2024-09-18_14h27.41.415,tarea_iceberg,2023.2.3,59.916548251821126,2024-09-18 14h28.08.050583 +0200,
6,-0.2,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,3,,,,,237.17933449998964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.53785560000688,236.5419935999671,None,,,,,,,,,,,,277114,457303,Hombre,2024-09-18_14h27.41.415,tarea_iceberg,2023.2.3,59.916548251821126,2024-09-18 14h28.08.050583 +0200,
3,-0.4,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,0,,,,,237.17933449998964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.5421834998997,236.54680209991056,None,,,,,,,,,,,,277114,457303,Hombre,2024-09-18_14h27.41.415,tarea_iceberg,2023.2.3,59.916548251821126,2024-09-18 14h28.08.050583 +0200,
12,-0.5,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,4,,,,,237.17933449998964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.54698629991617,236.551369599998,None,,,,,,,,,,,,277114,457303,Hombre,2024-09-18_14h27.41.415,tarea_iceberg,2023.2.3,59.916548251821126,2024-09-18 14h28.08.050583 +0200,
12,-0.5,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,4,237.17933449998964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.58463900000788,248.5781624999363,248.5781624999363,252.0049386000028,space,3.405079999938607,None,,,,,277114,457303,Hombre,2024-09-18_14h27.41.415,tarea_iceberg,2023.2.3,59.916548251821126,2024-09-18 14h28.08.050583 +0200,
13,-0.6,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,5,252.02233959990554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.0055475999834,265.01209199998993,265.01209199998993,267.4719608000014,space,2.4435339000774547,None,,,,,277114,457303,Hombre,2024-09-18_14h27.41.415,tarea_iceberg,2023.2.3,59.916548251821126,2024-09-18 14h28.08.050583 +0200,
3,-0.6,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,1,267.48866379994433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.4722473999718,270.4872476999881,270.4872476999881,273.0710117999697,space,2.5763047999935225,None,,,,,277114,457303,Hombre,2024-09-18_14h27.41.415,tarea_iceberg,2023.2.3,59.916548251821126,2024-09-18 14h28.08.050583 +0200,
6,-0.2,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,273.08724649995565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273.0712746999925,279.0739620999666,279.0739620999666,280.4676976999035,space,1.3888805999886245,None,,,,,277114,457303,Hombre,2024-09-18_14h27.41.415,tarea_iceberg,2023.2.3,59.916548251821126,2024-09-18 14h28.08.050583 +0200,
5,-0.5,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,7,280.48568869999144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.46814549993724,285.4813656999031,285.4813656999031,286.57351819996256,space,1.0696849999949336,None,,,,,277114,457303,Hombre,2024-09-18_14h27.41.415,tarea_iceberg,2023.2.3,59.916548251821126,2024-09-18 14h28.08.050583 +0200,
5,0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,2,286.5903626999352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.57408669998404,291.586179099977,291.586179099977,292.098536400008,space,0.5089771999046206,None,,,,,277114,457303,Hombre,2024-09-18_14h27.41.415,tarea_iceberg,2023.2.3,59.916548251821126,2024-09-18 14h28.08.050583 +0200,
3,-0.4,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,0,292.11332329991274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.0988197999541,295.10836660000496,295.10836660000496,295.54334609990474,space,0.42644700000528246,None,,,,,277114,457303,Hombre,2024-09-18_14h27.41.415,tarea_iceberg,2023.2.3,59.916548251821126,2024-09-18 14h28.08.050583 +0200,
7,-0.2,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,6,295.5580665000016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.54362759995274,302.5521004999755,302.5521004999755,302.98589819995686,space,0.4306224000174552,None,,,,,277114,457303,Hombre,2024-09-18_14h27.41.415,tarea_iceberg,2023.2.3,59.916548251821126,2024-09-18 14h28.08.050583 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.0241163999308,303.03217689995654,305.03416489996016,305.0175534998998,,,,,,,,,
