timepresentation,posx,posy,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,thisRow.t,notes,control.started,movie.started,image.started,key_resp.started,control.stopped,key_resp.keys,key_resp.rt,key_resp.duration,videonotworking.started,key_resp_4.started,videonotworking.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,instructions2.started,text.started,instructions2.stopped,music.started,movie_2.started,image_2.started,key_resp_2.started,music.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instructions3.started,text_2.started,text_2.stopped,instructions3.stopped,music_words.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
2,-0.7,0.15,0,0,0,1,,,,,,,,,,,,,0.09136099999886937,,0.031447499999558204,0.09136099999886937,2.0034550999989733,2.0034550999989733,2.320934599998509,space,0.3159806999992725,None,,,,,,,,,,,,,,,,,,,,,,,443002,001,2024-08-29_12h36.49.262,tarea_iceberg,2023.2.3,59.85454149336197,2024-08-29 12h36.58.782519 +0200,
2,-0.8,0.15,0,1,1,0,,,,,,,,,,,,,2.5089584999986982,,2.4536398999989615,2.5089584999986982,4.467800099999295,4.467800099999295,4.902667499998643,space,0.4217255000003206,None,,,,,,,,,,,,,,,,,,,,,,,443002,001,2024-08-29_12h36.49.262,tarea_iceberg,2023.2.3,59.85454149336197,2024-08-29 12h36.58.782519 +0200,
2,-0.8,0.15,,,,,0,0,0,0,,,,,,,,,5.043521299998247,,,,,,,,,,5.0409110999989934,5.043521299998247,12.24923039999885,space,7.193452699999398,None,,,,,,,,,,,,,,,,,443002,001,2024-08-29_12h36.49.262,tarea_iceberg,2023.2.3,59.85454149336197,2024-08-29 12h36.58.782519 +0200,
2,-0.7,0.15,,,,,0,1,1,1,,,,,,,,,12.25386029999936,,,,,,,,,,12.24996949999877,12.25386029999936,13.979783699998734,space,1.721373999998832,None,,,,,,,,,,,,,,,,,443002,001,2024-08-29_12h36.49.262,tarea_iceberg,2023.2.3,59.85454149336197,2024-08-29 12h36.58.782519 +0200,
2,-0.7,0.15,,,,,,,,,0,0,0,1,,,,,17.043948399999863,,,,,,,,,,,,,,,,14.00453909999851,14.008166999999958,17.00708289999966,17.010759199998574,17.043948399999863,19.00960159999886,19.00960159999886,23.939977799998815,space,4.915261399999508,None,,,,,,443002,001,2024-08-29_12h36.49.262,tarea_iceberg,2023.2.3,59.85454149336197,2024-08-29 12h36.58.782519 +0200,
2,-0.8,0.15,,,,,,,,,0,1,1,0,,,,,24.110883999999714,,,,,,,,,,,,,,,,,,,24.055413999998564,24.110883999999714,26.054728899998736,26.054728899998736,28.253953499999625,space,2.197222500000862,None,,,,,,443002,001,2024-08-29_12h36.49.262,tarea_iceberg,2023.2.3,59.85454149336197,2024-08-29 12h36.58.782519 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.394370199999685,28.397895199999766,,29.38252039999861,29.38686029999917,,,,,,,,
