routineName,timepresentation,posx,posy,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,thisRow.t,notes,portada.started,image_5.started,text_6.started,portada.stopped,instructions.started,text_5.started,key_resp_5.started,instructions.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,random_routines.started,random_routines.stopped,executedRoutine,nueva_ronda.started,text_7.started,nueva_ronda.stopped,control.started,control.stopped,key_resp.keys,music.started,image_2.started,key_resp_2.started,music.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,music_words.started,music_words.stopped,key_resp_3.keys,music_video.started,music_video.stopped,Key_resp_4.keys,image.started,key_resp.started,key_resp.rt,key_resp.duration,participant,Edad,Sexo,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,0.002178099995944649,0.01368479999655392,0.01368479999655392,3.00330739999481,3.0033257999893976,3.0192264999932377,6.001013499990222,7.152392499992857,space,1.141371200006688,None,,,,,,,,,,,,,,,,,,,,,,,,,,,676718,202782,Hombre,2024-08-30_12h45.22.905,tarea_iceberg,2023.2.3,60.18886060672224,2024-08-30 12h45.33.260927 +0200,
music,3,0.6,0.1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,9.20206579999649,,,,,,,,,,,,,7.158404999994673,7.158444999993662,music,7.158452999996371,7.168451599995024,9.165458899995429,9.1731565999944,9.178471299994271,None,,,,,,,,,,,,,,,,,,676718,202782,Hombre,2024-08-30_12h45.22.905,tarea_iceberg,2023.2.3,60.18886060672224,2024-08-30 12h45.33.260927 +0200,
music,11,0.6,0.1,0,0,0,1,0,1,1,1,,,,,,,,,,,,,9.20206579999649,,,,,,,,,,,,,,,,,,,9.17874549998669,9.182952899995144,None,,,,,,,,,,,,,,,,,,676718,202782,Hombre,2024-08-30_12h45.22.905,tarea_iceberg,2023.2.3,60.18886060672224,2024-08-30 12h45.33.260927 +0200,
music,11,0.6,0.1,0,0,0,1,,,,,0,0,0,1,,,,,,,,,9.20206579999649,,,,,,,,,,,,,,,,,,,,,,9.190211299996008,20.20949739999196,20.20949739999196,20.726938499996322,space,0.4884117000037804,None,,,,,,,,,,,676718,202782,Hombre,2024-08-30_12h45.22.905,tarea_iceberg,2023.2.3,60.18886060672224,2024-08-30 12h45.33.260927 +0200,
music,3,0.6,0.1,0,0,0,1,,,,,0,1,1,0,,,,,,,,,20.740847099994426,,,,,,,,,,,,,,,,,,,,,,20.727636999989045,23.74273610000091,23.74273610000091,24.105490499990992,space,0.3395048000093084,None,,,,,,,,,,,676718,202782,Hombre,2024-08-30_12h45.22.905,tarea_iceberg,2023.2.3,60.18886060672224,2024-08-30 12h45.33.260927 +0200,
music,11,0.6,0.1,0,0,0,1,,,,,,,,,0,0,0,1,,,,,24.24592999999004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.13298749999376,24.138131399988197,None,,,,,,,,676718,202782,Hombre,2024-08-30_12h45.22.905,tarea_iceberg,2023.2.3,60.18886060672224,2024-08-30 12h45.33.260927 +0200,
music,3,0.6,0.1,0,0,0,1,,,,,,,,,0,1,1,0,,,,,24.24592999999004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.13841010000033,24.143158099992434,None,,,,,,,,676718,202782,Hombre,2024-08-30_12h45.22.905,tarea_iceberg,2023.2.3,60.18886060672224,2024-08-30 12h45.33.260927 +0200,
music,15,-0.5,0.15,0,0,0,1,,,,,,,,,,,,,0,0,0,0,24.24592999999004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.17305819998728,24.17911529999401,None,,,,,676718,202782,Hombre,2024-08-30_12h45.22.905,tarea_iceberg,2023.2.3,60.18886060672224,2024-08-30 12h45.33.260927 +0200,
music,8,0.8,0.1,0,0,0,1,,,,,,,,,,,,,0,1,1,1,24.24592999999004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.179415699996753,24.1844010999921,None,,,,,676718,202782,Hombre,2024-08-30_12h45.22.905,tarea_iceberg,2023.2.3,60.18886060672224,2024-08-30 12h45.33.260927 +0200,
music,,,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,676718,202782,Hombre,2024-08-30_12h45.22.905,tarea_iceberg,2023.2.3,60.18886060672224,2024-08-30 12h45.33.260927 +0200,
control,7,0.6,0.1,0,1,1,0,0,0,0,1,,,,,,,,,,,,,26.801739199989242,,,,,,,,,,,,,24.23490349999338,24.234919399998034,control,24.234923899988644,24.24592999999004,26.237770399995497,26.247455599994282,33.68568349999259,space,,,,,,,,,,,,,,33.236687199998414,33.236687199998414,0.4183602000121027,None,676718,202782,Hombre,2024-08-30_12h45.22.905,tarea_iceberg,2023.2.3,60.18886060672224,2024-08-30 12h45.33.260927 +0200,
