timepresentation,posx,posy,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_8.thisRepN,trials_8.thisTrialN,trials_8.thisN,trials_8.thisIndex,trials_9.thisRepN,trials_9.thisTrialN,trials_9.thisN,trials_9.thisIndex,trials_10.thisRepN,trials_10.thisTrialN,trials_10.thisN,trials_10.thisIndex,trials_11.thisRepN,trials_11.thisTrialN,trials_11.thisN,trials_11.thisIndex,trials_12.thisRepN,trials_12.thisTrialN,trials_12.thisN,trials_12.thisIndex,trials_13.thisRepN,trials_13.thisTrialN,trials_13.thisN,trials_13.thisIndex,trials_14.thisRepN,trials_14.thisTrialN,trials_14.thisN,trials_14.thisIndex,trials_15.thisRepN,trials_15.thisTrialN,trials_15.thisN,trials_15.thisIndex,trials_16.thisRepN,trials_16.thisTrialN,trials_16.thisN,trials_16.thisIndex,thisRow.t,notes,ronda1,ronda2,ronda3,ronda4,portada.started,image_5.started,text_6.started,portada.stopped,instructions.started,text_5.started,key_resp_5.started,instructions.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,Ronda_1.started,text_7.started,Ronda_1.stopped,control.started,control.stopped,resp_control_r1.keys,music.started,music.stopped,resp_music_r1.keys,music_words.started,music_words.stopped,resp_musicw_r1.keys,music_video.started,image_4.started,resp_musicv_r1.started,music_video.stopped,resp_musicv_r1.keys,resp_musicv_r1.rt,resp_musicv_r1.duration,Ronda_2.started,text_8.started,Ronda_2.stopped,control2.started,image_6.started,resp_control_r2.started,control2.stopped,resp_control_r2.keys,resp_control_r2.rt,resp_control_r2.duration,music2.started,music2.stopped,resp_music_r2.keys,music_words2.started,music_words2.stopped,resp_musicw_r2.keys,music_video2.started,music_video2.stopped,resp_musicv_r2.keys,Ronda_3.started,text_9.started,Ronda_3.stopped,control3.started,control3.stopped,resp_control_r3.keys,music3.started,music3.stopped,resp_music_r3.keys,music_words3.started,image_12.started,resp_musicw_r3.started,music_words3.stopped,resp_musicw_r3.keys,resp_musicw_r3.rt,resp_musicw_r3.duration,music_video3.started,music_video3.stopped,resp_musicv_r3.keys,Ronda_4.started,text_10.started,Ronda_4.stopped,control4.started,control4.stopped,resp_control_r4.keys,music4.started,image_15.started,resp_music_r4.started,music4.stopped,resp_music_r4.keys,resp_music_r4.rt,resp_music_r4.duration,music_words4.started,music_words4.stopped,resp_musicw_r4.keys,music_video4.started,music_video4.stopped,resp_musicv_r4.keys,final.started,text_4.started,text_4.stopped,final.stopped,participant,Edad,Sexo,date,expName,psychopyVersion,frameRate,expStart,
10,-0.5,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.58180619997438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.521238500019535,57.52540929999668,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David,30,Hombre,2024-09-18_17h50.00.489,tarea_iceberg,2023.2.3,59.96458488384676,2024-09-18 17h50.42.429826 +0200,
8,-0.6,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.58180619997438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.525607499992475,57.5296366000548,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David,30,Hombre,2024-09-18_17h50.00.489,tarea_iceberg,2023.2.3,59.96458488384676,2024-09-18 17h50.42.429826 +0200,
12,-0.3,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.246027300017886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.570442100055516,57.58180619997438,59.57333289994858,59.58717069996055,59.5932076999452,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David,30,Hombre,2024-09-18_17h50.00.489,tarea_iceberg,2023.2.3,59.96458488384676,2024-09-18 17h50.42.429826 +0200,
3,0.4,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.246027300017886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.59346030000597,59.59744619997218,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David,30,Hombre,2024-09-18_17h50.00.489,tarea_iceberg,2023.2.3,59.96458488384676,2024-09-18 17h50.42.429826 +0200,
6,-0.3,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.246027300017886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.59765140002128,59.601313499966636,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David,30,Hombre,2024-09-18_17h50.00.489,tarea_iceberg,2023.2.3,59.96458488384676,2024-09-18 17h50.42.429826 +0200,
12,-0.3,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,60.246027300017886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.61371519998647,59.61776870000176,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David,30,Hombre,2024-09-18_17h50.00.489,tarea_iceberg,2023.2.3,59.96458488384676,2024-09-18 17h50.42.429826 +0200,
3,0.4,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,60.246027300017886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.617972400039434,59.62180820002686,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David,30,Hombre,2024-09-18_17h50.00.489,tarea_iceberg,2023.2.3,59.96458488384676,2024-09-18 17h50.42.429826 +0200,
6,-0.3,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,60.246027300017886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.62197700003162,59.62559950002469,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David,30,Hombre,2024-09-18_17h50.00.489,tarea_iceberg,2023.2.3,59.96458488384676,2024-09-18 17h50.42.429826 +0200,
12,-0.3,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,60.246027300017886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.662507400033064,71.65150210005231,71.65150210005231,71.96061219996773,space,0.3002419000258669,None,,,,,,,,,,,,,,,,,,,,,,,,,,,David,30,Hombre,2024-09-18_17h50.00.489,tarea_iceberg,2023.2.3,59.96458488384676,2024-09-18 17h50.42.429826 +0200,
3,0.4,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,71.97688570001628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.96123789995909,74.97317340003792,74.97317340003792,75.68202579999343,space,0.7062071000691503,None,,,,,,,,,,,,,,,,,,,,,,,,,,,David,30,Hombre,2024-09-18_17h50.00.489,tarea_iceberg,2023.2.3,59.96458488384676,2024-09-18 17h50.42.429826 +0200,
6,-0.3,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,75.6982722999528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.68264590005856,81.69707840005867,81.69707840005867,82.06403360003605,space,0.3587925999891013,None,,,,,,,,,,,,,,,,,,,,,,,,,,,David,30,Hombre,2024-09-18_17h50.00.489,tarea_iceberg,2023.2.3,59.96458488384676,2024-09-18 17h50.42.429826 +0200,
