routineName,timepresentation,posx,posy,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,thisRow.t,notes,portada.started,image_5.started,text_6.started,portada.stopped,instructions.started,text_5.started,key_resp_5.started,instructions.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,random_routines.started,random_routines.stopped,executedRoutine,nueva_ronda.started,text_7.started,nueva_ronda.stopped,control.started,control.stopped,key_resp.keys,music.started,music.stopped,key_resp_2.keys,music_words.started,music_words.stopped,key_resp_3.keys,music_video.started,participant,Edad,Sexo,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,0.0021089999936521053,0.01528189999226015,0.01528189999226015,3.008398899997701,3.0084366999944905,3.0243393999990076,6.006006800002069,6.490239699996891,space,0.48024590000568423,None,,,,,,,,,,,,,,,,,305466,800444,Hombre,2024-08-30_16h38.41.594,tarea_iceberg,2023.2.3,60.16941299862789,2024-08-30 16h38.46.103143 +0200,
music_video,11,0.6,0.1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,24.981596500001615,,,,,,,,,,,,,6.4976050999976,6.497645299998112,music_video,6.4976571000006516,6.505871799992747,8.504332199998316,8.51335839999956,10.082738500001142,None,,,,,,,,305466,800444,Hombre,2024-08-30_16h38.41.594,tarea_iceberg,2023.2.3,60.16941299862789,2024-08-30 16h38.46.103143 +0200,
music_video,3,0.7,0.1,0,0,0,0,0,1,1,0,,,,,,,,,,,,,24.981596500001615,,,,,,,,,,,,,,,,,,,10.083053800000926,10.702992099992116,None,,,,,,,,305466,800444,Hombre,2024-08-30_16h38.41.594,tarea_iceberg,2023.2.3,60.16941299862789,2024-08-30 16h38.46.103143 +0200,
music_video,3,0.7,0.1,0,0,0,0,,,,,0,0,0,0,,,,,,,,,24.981596500001615,,,,,,,,,,,,,,,,,,,,,,10.740346099992166,12.912141199994949,None,,,,,305466,800444,Hombre,2024-08-30_16h38.41.594,tarea_iceberg,2023.2.3,60.16941299862789,2024-08-30 16h38.46.103143 +0200,
music_video,11,0.6,0.1,0,0,0,0,,,,,0,1,1,1,,,,,,,,,24.981596500001615,,,,,,,,,,,,,,,,,,,,,,12.912439099993207,15.045251599993207,None,,,,,305466,800444,Hombre,2024-08-30_16h38.41.594,tarea_iceberg,2023.2.3,60.16941299862789,2024-08-30 16h38.46.103143 +0200,
music_video,3,0.7,0.1,0,0,0,0,,,,,,,,,0,0,0,0,,,,,24.981596500001615,,,,,,,,,,,,,,,,,,,,,,,,,15.164084899995942,18.389937300002202,None,,305466,800444,Hombre,2024-08-30_16h38.41.594,tarea_iceberg,2023.2.3,60.16941299862789,2024-08-30 16h38.46.103143 +0200,
music_video,11,0.6,0.1,0,0,0,0,,,,,,,,,0,1,1,1,,,,,24.981596500001615,,,,,,,,,,,,,,,,,,,,,,,,,18.390322399995057,21.595866000003298,None,,305466,800444,Hombre,2024-08-30_16h38.41.594,tarea_iceberg,2023.2.3,60.16941299862789,2024-08-30 16h38.46.103143 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,24.981596500001615,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.67144659999758,,,,,,,,,
