timepresentation,posx,posy,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,thisRow.t,notes,instructions.started,text_5.started,key_resp_5.started,instructions.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,control.started,image.started,key_resp.started,control.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instructions2.started,text.started,instructions2.stopped,music.started,image_2.started,key_resp_2.started,music.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instructions3.started,text_2.started,text_2.stopped,instructions3.stopped,music_words.started,image_3.started,key_resp_3.started,music_words.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,instructions4.started,text_3.started,text_3.stopped,instructions4.stopped,music_video.started,image_4.started,Key_resp_4.started,music_video.stopped,Key_resp_4.keys,Key_resp_4.rt,Key_resp_4.duration,final.started,text_4.started,text_4.stopped,final.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
3,0.8,0.1,,,,,0,4,4,2,,,,,,,,,117.61940850000246,,,,,,,,,,,,,,,,,,,117.58488740000757,120.58568860001105,120.58568860001105,121.02501250000205,space,0.4359643999923719,None,,,,,,,,,,,,,,,,,,,,,,,,,,,David3,001,2024-08-30_10h25.11.885,tarea_iceberg,2023.2.3,59.99959200665253,2024-08-30 10h25.24.535594 +0200,
14,-0.6,0.15,,,,,0,5,5,4,,,,,,,,,121.06235300000117,,,,,,,,,,,,,,,,,,,121.02557209999941,135.0282683000114,135.0282683000114,135.43012330000056,space,0.3961284999968484,None,,,,,,,,,,,,,,,,,,,,,,,,,,,David3,001,2024-08-30_10h25.11.885,tarea_iceberg,2023.2.3,59.99959200665253,2024-08-30 10h25.24.535594 +0200,
13,-0.5,0.15,,,,,0,6,6,7,,,,,,,,,135.703479600008,,,,,,,,,,,,,,,,,,,135.43043000000762,148.44086519999837,148.44086519999837,148.9050578000024,space,0.4374941999994917,None,,,,,,,,,,,,,,,,,,,,,,,,,,,David3,001,2024-08-30_10h25.11.885,tarea_iceberg,2023.2.3,59.99959200665253,2024-08-30 10h25.24.535594 +0200,
12,0.8,0.1,,,,,0,7,7,0,,,,,,,,,148.92494630000147,,,,,,,,,,,,,,,,,,,148.90552369999932,160.92227789999743,160.92227789999743,161.27238720000605,space,0.32973240000137594,None,,,,,,,,,,,,,,,,,,,,,,,,,,,David3,001,2024-08-30_10h25.11.885,tarea_iceberg,2023.2.3,59.99959200665253,2024-08-30 10h25.24.535594 +0200,
12,0.8,0.1,,,,,,,,,0,0,0,0,,,,,162.54683680000016,,,,,,,,,,,,,,,,,,,,,,,,,,161.2995007999998,161.30710730000283,162.54683680000016,162.29446489999827,162.3020317000046,174.31976030000078,174.31976030000078,174.73789509999915,space,0.4125754000124289,None,,,,,,,,,,,,,,,,David3,001,2024-08-30_10h25.11.885,tarea_iceberg,2023.2.3,59.99959200665253,2024-08-30 10h25.24.535594 +0200,
7,-0.6,0.15,,,,,,,,,0,1,1,3,,,,,174.7701659000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.73896729999979,181.75077630000305,181.75077630000305,182.16734630000428,space,0.4115369000064675,None,,,,,,,,,,,,,,,,David3,001,2024-08-30_10h25.11.885,tarea_iceberg,2023.2.3,59.99959200665253,2024-08-30 10h25.24.535594 +0200,
14,-0.8,0.15,,,,,,,,,0,2,2,5,,,,,182.18485430000874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.16801049999776,196.17147240000486,196.17147240000486,196.56083560000116,space,0.36339549999684095,None,,,,,,,,,,,,,,,,David3,001,2024-08-30_10h25.11.885,tarea_iceberg,2023.2.3,59.99959200665253,2024-08-30 10h25.24.535594 +0200,
3,0.8,0.1,,,,,,,,,0,3,3,2,,,,,196.57918480000808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.56132069999876,199.56965810000838,199.56965810000838,199.96988470001088,space,0.3899048000021139,None,,,,,,,,,,,,,,,,David3,001,2024-08-30_10h25.11.885,tarea_iceberg,2023.2.3,59.99959200665253,2024-08-30 10h25.24.535594 +0200,
3,0.5,0.1,,,,,,,,,0,4,4,1,,,,,199.98597690000315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.97013290000905,202.98477789999743,202.98477789999743,203.39308760000858,space,0.3971346000034828,None,,,,,,,,,,,,,,,,David3,001,2024-08-30_10h25.11.885,tarea_iceberg,2023.2.3,59.99959200665253,2024-08-30 10h25.24.535594 +0200,
9,-0.8,0.15,,,,,,,,,0,5,5,6,,,,,203.41123389999848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.39356460000272,212.41300420000334,212.41300420000334,212.7520988000033,space,0.3313973000040278,None,,,,,,,,,,,,,,,,David3,001,2024-08-30_10h25.11.885,tarea_iceberg,2023.2.3,59.99959200665253,2024-08-30 10h25.24.535594 +0200,
13,-0.5,0.15,,,,,,,,,0,6,6,7,,,,,212.7689410000021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.75259370000276,225.7598285999993,225.7598285999993,226.1893429000047,space,0.419269499994698,None,,,,,,,,,,,,,,,,David3,001,2024-08-30_10h25.11.885,tarea_iceberg,2023.2.3,59.99959200665253,2024-08-30 10h25.24.535594 +0200,
14,-0.6,0.15,,,,,,,,,0,7,7,4,,,,,226.20785920000344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.18994550000934,240.19356759999937,240.19356759999937,240.75217520000297,space,0.549341199992341,None,,,,,,,,,,,,,,,,David3,001,2024-08-30_10h25.11.885,tarea_iceberg,2023.2.3,59.99959200665253,2024-08-30 10h25.24.535594 +0200,
5,-0.8,0.15,,,,,,,,,,,,,0,0,0,4,242.03135220000695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.7790551000071,240.78583990001061,242.03135220000695,241.77818380000826,241.78556540000136,246.80765760000213,246.80765760000213,247.2260690000112,space,0.4168359000032069,None,,,,,David3,001,2024-08-30_10h25.11.885,tarea_iceberg,2023.2.3,59.99959200665253,2024-08-30 10h25.24.535594 +0200,
12,-0.7,0.15,,,,,,,,,,,,,0,1,1,2,247.2413280000037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.22646089999762,259.2342013000016,259.2342013000016,259.6385360999993,space,0.3897549999965122,None,,,,,David3,001,2024-08-30_10h25.11.885,tarea_iceberg,2023.2.3,59.99959200665253,2024-08-30 10h25.24.535594 +0200,
12,-0.8,0.15,,,,,,,,,,,,,0,2,2,3,259.65919479999866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.6389779000019,271.65760570000566,271.65760570000566,272.16108380000514,space,0.47621170000638813,None,,,,,David3,001,2024-08-30_10h25.11.885,tarea_iceberg,2023.2.3,59.99959200665253,2024-08-30 10h25.24.535594 +0200,
3,-0.7,0.15,,,,,,,,,,,,,0,3,3,0,272.1784405000071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.16138210000645,275.18658300000243,275.18658300000243,275.6829174000013,space,0.49344879999989644,None,,,,,David3,001,2024-08-30_10h25.11.885,tarea_iceberg,2023.2.3,59.99959200665253,2024-08-30 10h25.24.535594 +0200,
11,0.7,0.1,,,,,,,,,,,,,0,4,4,7,275.71375370000897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.68316739999864,286.72442880000744,286.72442880000744,287.0920611000038,space,0.3660556000104407,None,,,,,David3,001,2024-08-30_10h25.11.885,tarea_iceberg,2023.2.3,59.99959200665253,2024-08-30 10h25.24.535594 +0200,
9,0.6,0.1,,,,,,,,,,,,,0,5,5,5,287.12428390000423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287.09242529999756,296.1048015999986,296.1048015999986,296.5481746000005,space,0.4045901000063168,None,,,,,David3,001,2024-08-30_10h25.11.885,tarea_iceberg,2023.2.3,59.99959200665253,2024-08-30 10h25.24.535594 +0200,
7,0.8,0.1,,,,,,,,,,,,,0,6,6,6,296.56624040000315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296.54846279999765,303.58237139999983,303.58237139999983,303.9564695000008,space,0.3706518999970285,None,,,,,David3,001,2024-08-30_10h25.11.885,tarea_iceberg,2023.2.3,59.99959200665253,2024-08-30 10h25.24.535594 +0200,
4,-0.8,0.15,,,,,,,,,,,,,0,7,7,1,303.9967595000053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.9567783000093,307.96473289999994,307.96473289999994,308.56462560000364,space,0.5843071000126656,None,,,,,David3,001,2024-08-30_10h25.11.885,tarea_iceberg,2023.2.3,59.99959200665253,2024-08-30 10h25.24.535594 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.5893256999989,308.5971065000049,310.60051850001037,310.58457630001067,,,,,,,,
