trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,timepresentation,posx,posy,thisRow.t,notes,trial.started,movie.started,image.started,key_resp.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,0.08107840000002398,,0.019866600000113976,0.08107840000002398,3.0186271000002307,3.0186271000002307,,,,,,,,
