timepresentation,posx,posy,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,movie.started,image.started,key_resp.started,trial.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
3,-1,0.2,0,0,0,0,0.09018729999979769,,0.017513899999812566,0.09018729999979769,3.004175799999757,3.004175799999757,6.417325500000061,space,3.4065326999998433,None,366504,001,2024-08-29_10h04.10.797,tarea_iceberg,2023.2.3,60.03467602880853,2024-08-29 10h04.15.645857 +0200,
3,-0.9,0.2,0,1,1,1,6.5858854999996765,,6.527934899999764,6.5858854999996765,9.529974799999763,9.529974799999763,10.680865399999675,space,1.1468377000001055,None,366504,001,2024-08-29_10h04.10.797,tarea_iceberg,2023.2.3,60.03467602880853,2024-08-29 10h04.15.645857 +0200,
3,-0.8,0.2,0,2,2,2,10.846934499999861,,10.792464499999824,10.846934499999861,13.794522499999857,13.794522499999857,17.525498399999833,space,3.719415299999582,None,366504,001,2024-08-29_10h04.10.797,tarea_iceberg,2023.2.3,60.03467602880853,2024-08-29 10h04.15.645857 +0200,
3,-0.7,0.2,0,3,3,3,17.71137729999964,,17.655723299999863,17.71137729999964,20.656562499999836,20.656562499999836,21.573388399999658,space,0.9100153999997929,None,366504,001,2024-08-29_10h04.10.797,tarea_iceberg,2023.2.3,60.03467602880853,2024-08-29 10h04.15.645857 +0200,
3,-0.6,0.2,0,4,4,4,21.738912399999663,,21.682921499999793,21.738912399999663,24.687240299999758,24.687240299999758,25.654471999999714,space,0.9633553999997275,None,366504,001,2024-08-29_10h04.10.797,tarea_iceberg,2023.2.3,60.03467602880853,2024-08-29 10h04.15.645857 +0200,
3,-0.5,0.2,0,5,5,5,25.846171299999696,,25.78783069999963,25.846171299999696,28.801234699999895,28.801234699999895,31.101163899999847,space,2.2850838999997904,None,366504,001,2024-08-29_10h04.10.797,tarea_iceberg,2023.2.3,60.03467602880853,2024-08-29 10h04.15.645857 +0200,
3,0.5,0.2,0,6,6,6,31.265597099999923,,31.211712799999987,31.265597099999923,34.21447859999989,34.21447859999989,36.7474115,space,2.5204549999998562,None,366504,001,2024-08-29_10h04.10.797,tarea_iceberg,2023.2.3,60.03467602880853,2024-08-29 10h04.15.645857 +0200,
3,0.6,0.2,0,7,7,7,36.94212679999964,,36.88680269999986,36.94212679999964,39.896271799999795,39.896271799999795,40.62853700000005,space,0.7269922000000406,None,366504,001,2024-08-29_10h04.10.797,tarea_iceberg,2023.2.3,60.03467602880853,2024-08-29 10h04.15.645857 +0200,
3,0.7,0.2,0,8,8,8,40.80655399999978,,40.751358199999686,40.80655399999978,43.75843359999999,43.75843359999999,44.575315000000046,space,0.8044426000001295,None,366504,001,2024-08-29_10h04.10.797,tarea_iceberg,2023.2.3,60.03467602880853,2024-08-29 10h04.15.645857 +0200,
,,,,,,,44.75717659999964,,44.70110019999993,44.75717659999964,47.7063119999998,47.7063119999998,,,,,,,,,,,,
