trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,texto,answer,Instrucciones_texto.started,Instrucciones_texto.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,9.652832299936563,None,space,0.07727320003323257,15.616780099924654,None,meh,001,2023_Mar_08_1545,stroop_task,3.2.3,59.766825670269455,
