texto,answer,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Instrucciones_texto.started,Instrucciones_texto.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,colores1.started,colores1.stopped,respuesta.keys,respuesta.corr,respuesta.rt,respuesta.started,respuesta.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,8.485366799868643,None,space,0.8731875999365002,14.454560599988326,None,,,,,,,,kk,001,2023_Mar_08_1551,stroop_task,3.2.3,60.011222086173554,
verde,v,0,0,0,26,,,,,,,15.417873099911958,None,['n'],0,[1.6515360998455435],15.380008899839595,None,kk,001,2023_Mar_08_1551,stroop_task,3.2.3,60.011222086173554,
naranja,n,0,1,1,9,,,,,,,17.101031499914825,None,['n'],0,[1.6007590999361128],17.05953700002283,None,kk,001,2023_Mar_08_1551,stroop_task,3.2.3,60.011222086173554,
verde,v,0,2,2,24,,,,,,,18.733699399977922,None,['v'],0,[1.6489472999237478],18.685841099824756,None,kk,001,2023_Mar_08_1551,stroop_task,3.2.3,60.011222086173554,
verde,v,0,3,3,21,,,,,,,20.399874499998987,None,['v'],0,[0.44820749992504716],20.36685109999962,None,kk,001,2023_Mar_08_1551,stroop_task,3.2.3,60.011222086173554,
verde,v,0,4,4,19,,,,,,,20.866294999839738,None,['a'],0,[1.2351963000837713],20.833406399935484,None,kk,001,2023_Mar_08_1551,stroop_task,3.2.3,60.011222086173554,
naranja,n,0,5,5,17,,,,,,,22.148666399996728,None,['a'],0,[0.4120853999629617],22.11120199994184,None,kk,001,2023_Mar_08_1551,stroop_task,3.2.3,60.011222086173554,
verde,v,0,6,6,25,,,,,,,22.59919789992273,None,['a'],0,[0.40910120005719364],22.54870150005445,None,kk,001,2023_Mar_08_1551,stroop_task,3.2.3,60.011222086173554,
