trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,texto,answer,Instrucciones_texto.started,Instrucciones_texto.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,8.30379920010455,None,space,0.21255749999545515,14.271604200126603,None,loco,001,2023_Mar_08_1550,stroop_task,3.2.3,59.84401057074817,
