trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,image.started,image.stopped,Bienvenida.started,Bienvenida.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,Participant,date,expName,psychopyVersion,frameRate,
,,,,8.704983800009359,None,9.668176700011827,None,space,1.1525729999993928,9.668176700011827,None,lo,2022_Oct_12_1239,BananaMonkey,3.2.3,59.95778971571046,
0,0,0,0,,,,,,,,,lo,2022_Oct_12_1239,BananaMonkey,3.2.3,59.95778971571046,
1,0,1,0,,,,,,,,,lo,2022_Oct_12_1239,BananaMonkey,3.2.3,59.95778971571046,
2,0,2,0,,,,,,,,,lo,2022_Oct_12_1239,BananaMonkey,3.2.3,59.95778971571046,
3,0,3,0,,,,,,,,,lo,2022_Oct_12_1239,BananaMonkey,3.2.3,59.95778971571046,
4,0,4,0,,,,,,,,,lo,2022_Oct_12_1239,BananaMonkey,3.2.3,59.95778971571046,
