image.started,image.stopped,Bienvenida.started,Bienvenida.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,Participant,date,expName,psychopyVersion,frameRate,
8.161929800000507,None,9.109601699979976,None,space,1.7825799999991432,9.109601699979976,None,tt,2022_Oct_12_1216,BananaMonkey,3.2.3,59.96681437053462,
