trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,image.started,image.stopped,Bienvenida.started,Bienvenida.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,Participant,date,expName,psychopyVersion,frameRate,
,,,,9.054885699995793,None,9.981899100006558,None,space,1.0621299000340514,9.981899100006558,None,jjk,2022_Oct_12_1345,BananaMonkey,3.2.3,59.8952312655725,
0,0,0,0,,,,,,,,,jjk,2022_Oct_12_1345,BananaMonkey,3.2.3,59.8952312655725,
1,0,1,0,,,,,,,,,jjk,2022_Oct_12_1345,BananaMonkey,3.2.3,59.8952312655725,
2,0,2,0,,,,,,,,,jjk,2022_Oct_12_1345,BananaMonkey,3.2.3,59.8952312655725,
3,0,3,0,,,,,,,,,jjk,2022_Oct_12_1345,BananaMonkey,3.2.3,59.8952312655725,
4,0,4,0,,,,,,,,,jjk,2022_Oct_12_1345,BananaMonkey,3.2.3,59.8952312655725,
