image.started,image.stopped,Bienvenida.started,Bienvenida.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,Participant,date,expName,psychopyVersion,frameRate,
11.850963999982923,None,16.797547800000757,21.800095900020096,space,7.157225199975073,16.797547800000757,None,lulu,2022_Oct_11_2141,BananaMonkey,3.2.3,59.86260335887241,
