repeat.thisRepN,repeat.thisTrialN,repeat.thisN,repeat.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,image.started,image.stopped,Bienvenida.started,Bienvenida.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,feedback_text.started,feedback_text.stopped,text.started,text.stopped,si.keys,si.rt,si.started,si.stopped,no.keys,no.started,no.stopped,Adios.started,Adios.stopped,Participant,date,expName,psychopyVersion,frameRate,
1,0,1,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,kkk,2022_Oct_12_1959,BananaMonkey,3.2.3,61.220341804080945,
1,0,1,0,,,,,,,,,,,,,65.73317550000502,None,70.73632909997832,None,s,0.6118947000359185,70.73632909997832,None,None,70.73632909997832,None,,,kkk,2022_Oct_12_1959,BananaMonkey,3.2.3,61.220341804080945,
2,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,kkk,2022_Oct_12_1959,BananaMonkey,3.2.3,61.220341804080945,
2,0,2,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,kkk,2022_Oct_12_1959,BananaMonkey,3.2.3,61.220341804080945,
2,0,2,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,kkk,2022_Oct_12_1959,BananaMonkey,3.2.3,61.220341804080945,
2,0,2,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,kkk,2022_Oct_12_1959,BananaMonkey,3.2.3,61.220341804080945,
2,0,2,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,kkk,2022_Oct_12_1959,BananaMonkey,3.2.3,61.220341804080945,
2,0,2,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,kkk,2022_Oct_12_1959,BananaMonkey,3.2.3,61.220341804080945,
2,0,2,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,kkk,2022_Oct_12_1959,BananaMonkey,3.2.3,61.220341804080945,
2,0,2,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,kkk,2022_Oct_12_1959,BananaMonkey,3.2.3,61.220341804080945,
2,0,2,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,kkk,2022_Oct_12_1959,BananaMonkey,3.2.3,61.220341804080945,
2,0,2,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,kkk,2022_Oct_12_1959,BananaMonkey,3.2.3,61.220341804080945,
2,0,2,0,,,,,,,,,,,,,81.54894519998925,None,86.55245219997596,None,s,0.49199359997874126,86.55245219997596,None,None,86.55245219997596,None,,,kkk,2022_Oct_12_1959,BananaMonkey,3.2.3,61.220341804080945,
3,0,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,kkk,2022_Oct_12_1959,BananaMonkey,3.2.3,61.220341804080945,
3,0,3,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,kkk,2022_Oct_12_1959,BananaMonkey,3.2.3,61.220341804080945,
3,0,3,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,kkk,2022_Oct_12_1959,BananaMonkey,3.2.3,61.220341804080945,
3,0,3,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,kkk,2022_Oct_12_1959,BananaMonkey,3.2.3,61.220341804080945,
3,0,3,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,kkk,2022_Oct_12_1959,BananaMonkey,3.2.3,61.220341804080945,
3,0,3,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,kkk,2022_Oct_12_1959,BananaMonkey,3.2.3,61.220341804080945,
3,0,3,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,kkk,2022_Oct_12_1959,BananaMonkey,3.2.3,61.220341804080945,
3,0,3,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,kkk,2022_Oct_12_1959,BananaMonkey,3.2.3,61.220341804080945,
3,0,3,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,kkk,2022_Oct_12_1959,BananaMonkey,3.2.3,61.220341804080945,
3,0,3,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,kkk,2022_Oct_12_1959,BananaMonkey,3.2.3,61.220341804080945,
3,0,3,0,,,,,,,,,,,,,97.2483871000004,None,102.25150650000433,None,s,0.44092750002164394,102.25150650000433,None,None,102.25150650000433,None,,,kkk,2022_Oct_12_1959,BananaMonkey,3.2.3,61.220341804080945,
4,0,4,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,kkk,2022_Oct_12_1959,BananaMonkey,3.2.3,61.220341804080945,
4,0,4,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,kkk,2022_Oct_12_1959,BananaMonkey,3.2.3,61.220341804080945,
4,0,4,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,kkk,2022_Oct_12_1959,BananaMonkey,3.2.3,61.220341804080945,
4,0,4,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,kkk,2022_Oct_12_1959,BananaMonkey,3.2.3,61.220341804080945,
4,0,4,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,kkk,2022_Oct_12_1959,BananaMonkey,3.2.3,61.220341804080945,
4,0,4,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,kkk,2022_Oct_12_1959,BananaMonkey,3.2.3,61.220341804080945,
4,0,4,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,kkk,2022_Oct_12_1959,BananaMonkey,3.2.3,61.220341804080945,
4,0,4,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,kkk,2022_Oct_12_1959,BananaMonkey,3.2.3,61.220341804080945,
4,0,4,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,kkk,2022_Oct_12_1959,BananaMonkey,3.2.3,61.220341804080945,
4,0,4,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,kkk,2022_Oct_12_1959,BananaMonkey,3.2.3,61.220341804080945,
4,0,4,0,,,,,,,,,,,,,112.94758300000103,None,117.94992069998989,None,s,5.4304245999665,117.94992069998989,None,None,117.94992069998989,None,,,kkk,2022_Oct_12_1959,BananaMonkey,3.2.3,61.220341804080945,
5,0,5,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,kkk,2022_Oct_12_1959,BananaMonkey,3.2.3,61.220341804080945,
5,0,5,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,kkk,2022_Oct_12_1959,BananaMonkey,3.2.3,61.220341804080945,
5,0,5,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,kkk,2022_Oct_12_1959,BananaMonkey,3.2.3,61.220341804080945,
5,0,5,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,kkk,2022_Oct_12_1959,BananaMonkey,3.2.3,61.220341804080945,
5,0,5,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,kkk,2022_Oct_12_1959,BananaMonkey,3.2.3,61.220341804080945,
5,0,5,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,kkk,2022_Oct_12_1959,BananaMonkey,3.2.3,61.220341804080945,
5,0,5,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,kkk,2022_Oct_12_1959,BananaMonkey,3.2.3,61.220341804080945,
5,0,5,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,kkk,2022_Oct_12_1959,BananaMonkey,3.2.3,61.220341804080945,
5,0,5,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,kkk,2022_Oct_12_1959,BananaMonkey,3.2.3,61.220341804080945,
5,0,5,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,kkk,2022_Oct_12_1959,BananaMonkey,3.2.3,61.220341804080945,
5,0,5,0,,,,,,,,,,,,,136.4877526999917,None,141.49045209999895,None,s,0.5219879999640398,141.49045209999895,None,None,141.49045209999895,None,,,kkk,2022_Oct_12_1959,BananaMonkey,3.2.3,61.220341804080945,
6,0,6,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,kkk,2022_Oct_12_1959,BananaMonkey,3.2.3,61.220341804080945,
6,0,6,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,kkk,2022_Oct_12_1959,BananaMonkey,3.2.3,61.220341804080945,
6,0,6,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,kkk,2022_Oct_12_1959,BananaMonkey,3.2.3,61.220341804080945,
6,0,6,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,kkk,2022_Oct_12_1959,BananaMonkey,3.2.3,61.220341804080945,
6,0,6,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,kkk,2022_Oct_12_1959,BananaMonkey,3.2.3,61.220341804080945,
6,0,6,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,kkk,2022_Oct_12_1959,BananaMonkey,3.2.3,61.220341804080945,
6,0,6,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,kkk,2022_Oct_12_1959,BananaMonkey,3.2.3,61.220341804080945,
6,0,6,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,kkk,2022_Oct_12_1959,BananaMonkey,3.2.3,61.220341804080945,
6,0,6,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,kkk,2022_Oct_12_1959,BananaMonkey,3.2.3,61.220341804080945,
6,0,6,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,kkk,2022_Oct_12_1959,BananaMonkey,3.2.3,61.220341804080945,
6,0,6,0,,,,,,,,,,,,,152.86857389996294,None,157.87402960000327,None,s,0.7305731000378728,157.87402960000327,None,None,157.87402960000327,None,,,kkk,2022_Oct_12_1959,BananaMonkey,3.2.3,61.220341804080945,
7,0,7,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,kkk,2022_Oct_12_1959,BananaMonkey,3.2.3,61.220341804080945,
7,0,7,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,kkk,2022_Oct_12_1959,BananaMonkey,3.2.3,61.220341804080945,
7,0,7,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,kkk,2022_Oct_12_1959,BananaMonkey,3.2.3,61.220341804080945,
7,0,7,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,kkk,2022_Oct_12_1959,BananaMonkey,3.2.3,61.220341804080945,
7,0,7,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,kkk,2022_Oct_12_1959,BananaMonkey,3.2.3,61.220341804080945,
7,0,7,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,kkk,2022_Oct_12_1959,BananaMonkey,3.2.3,61.220341804080945,
7,0,7,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,kkk,2022_Oct_12_1959,BananaMonkey,3.2.3,61.220341804080945,
7,0,7,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,kkk,2022_Oct_12_1959,BananaMonkey,3.2.3,61.220341804080945,
7,0,7,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,kkk,2022_Oct_12_1959,BananaMonkey,3.2.3,61.220341804080945,
7,0,7,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,kkk,2022_Oct_12_1959,BananaMonkey,3.2.3,61.220341804080945,
7,0,7,0,,,,,,,,,,,,,168.81882259994745,None,173.80602289998205,None,s,0.5422385000274517,173.80602289998205,None,None,173.80602289998205,None,,,kkk,2022_Oct_12_1959,BananaMonkey,3.2.3,61.220341804080945,
8,0,8,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,kkk,2022_Oct_12_1959,BananaMonkey,3.2.3,61.220341804080945,
8,0,8,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,kkk,2022_Oct_12_1959,BananaMonkey,3.2.3,61.220341804080945,
8,0,8,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,kkk,2022_Oct_12_1959,BananaMonkey,3.2.3,61.220341804080945,
8,0,8,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,kkk,2022_Oct_12_1959,BananaMonkey,3.2.3,61.220341804080945,
8,0,8,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,kkk,2022_Oct_12_1959,BananaMonkey,3.2.3,61.220341804080945,
8,0,8,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,kkk,2022_Oct_12_1959,BananaMonkey,3.2.3,61.220341804080945,
8,0,8,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,kkk,2022_Oct_12_1959,BananaMonkey,3.2.3,61.220341804080945,
8,0,8,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,kkk,2022_Oct_12_1959,BananaMonkey,3.2.3,61.220341804080945,
8,0,8,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,kkk,2022_Oct_12_1959,BananaMonkey,3.2.3,61.220341804080945,
8,0,8,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,kkk,2022_Oct_12_1959,BananaMonkey,3.2.3,61.220341804080945,
8,0,8,0,,,,,,,,,,,,,184.5614285999909,None,189.55506099999184,None,s,0.520998399995733,189.55506099999184,None,None,189.55506099999184,None,,,kkk,2022_Oct_12_1959,BananaMonkey,3.2.3,61.220341804080945,
9,0,9,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,kkk,2022_Oct_12_1959,BananaMonkey,3.2.3,61.220341804080945,
9,0,9,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,kkk,2022_Oct_12_1959,BananaMonkey,3.2.3,61.220341804080945,
9,0,9,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,kkk,2022_Oct_12_1959,BananaMonkey,3.2.3,61.220341804080945,
9,0,9,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,kkk,2022_Oct_12_1959,BananaMonkey,3.2.3,61.220341804080945,
9,0,9,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,kkk,2022_Oct_12_1959,BananaMonkey,3.2.3,61.220341804080945,
9,0,9,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,kkk,2022_Oct_12_1959,BananaMonkey,3.2.3,61.220341804080945,
9,0,9,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,kkk,2022_Oct_12_1959,BananaMonkey,3.2.3,61.220341804080945,
9,0,9,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,kkk,2022_Oct_12_1959,BananaMonkey,3.2.3,61.220341804080945,
9,0,9,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,kkk,2022_Oct_12_1959,BananaMonkey,3.2.3,61.220341804080945,
9,0,9,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,kkk,2022_Oct_12_1959,BananaMonkey,3.2.3,61.220341804080945,
9,0,9,0,,,,,,,,,,,,,200.28662819997407,None,205.28743919997942,None,s,0.4608543000067584,205.28743919997942,None,None,205.28743919997942,None,,,kkk,2022_Oct_12_1959,BananaMonkey,3.2.3,61.220341804080945,
,,,,,,,,,,,,,,,,,,,,,,,,,,,205.77119269996183,None,,,,,,
