trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,image.started,image.stopped,Bienvenida.started,Bienvenida.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,Participant,date,expName,psychopyVersion,frameRate,
,,,,8.060501699976157,None,8.99973709997721,None,space,0.5244161000009626,8.99973709997721,None,jj,2022_Oct_12_1234,BananaMonkey,3.2.3,59.96357812454018,
0,0,0,0,,,,,,,,,jj,2022_Oct_12_1234,BananaMonkey,3.2.3,59.96357812454018,
1,0,1,0,,,,,,,,,jj,2022_Oct_12_1234,BananaMonkey,3.2.3,59.96357812454018,
2,0,2,0,,,,,,,,,jj,2022_Oct_12_1234,BananaMonkey,3.2.3,59.96357812454018,
