trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,image.started,image.stopped,Bienvenida.started,Bienvenida.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,Participant,date,expName,psychopyVersion,frameRate,
,,,,9.62926159997005,None,10.589523200003896,None,space,1.0756426000152715,10.589523200003896,None,n,2022_Oct_12_1302,BananaMonkey,3.2.3,60.00078002306469,
0,0,0,0,,,,,,,,,n,2022_Oct_12_1302,BananaMonkey,3.2.3,60.00078002306469,
1,0,1,0,,,,,,,,,n,2022_Oct_12_1302,BananaMonkey,3.2.3,60.00078002306469,
