image.started,image.stopped,Bienvenida.started,Bienvenida.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,Participant,date,expName,psychopyVersion,frameRate,
11.006542299990542,None,11.944276699970942,None,space,2.256632700038608,11.944276699970942,None,update,2022_Oct_11_2158,BananaMonkey,3.2.3,59.93435989856419,
