image.started,image.stopped,Bienvenida.started,Bienvenida.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,Participant,date,expName,psychopyVersion,frameRate,
8.675904199946672,None,9.641710500000045,None,space,1.4238072000443935,9.641710500000045,None,kjkj,2022_Oct_12_1222,BananaMonkey,3.2.3,60.62281455449246,
