image.started,image.stopped,Bienvenida.started,Bienvenida.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,Participant,date,expName,psychopyVersion,frameRate,
9.928026699984912,None,10.890491400030442,None,space,1.2141484000021592,10.890491400030442,None,uuu,2022_Oct_12_1215,BananaMonkey,3.2.3,59.92678147293871,
