repeat.thisRepN,repeat.thisTrialN,repeat.thisN,repeat.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,image.started,image.stopped,monkey_sound.started,monkey_sound.stopped,Bienvenida.started,Bienvenida.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,feedback_text.started,feedback_text.stopped,level_up_sound.started,level_up_sound.stopped,velo.started,velo.stopped,text.started,text.stopped,si.keys,si.started,si.stopped,no.keys,no.rt,no.started,no.stopped,Adios.started,Adios.stopped,mean_speed,max_speed,number_trials,number_trials_correct,Participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,10.253026799997315,None,10.181015200010734,13.186134299990954,13.207119500002591,None,space,0.5292321000015363,13.207119500002591,None,,,,,,,,,,,,,,,,,,,,,,hh,2022_Oct_15_1242,BananaMonkey,3.2.3,60.0295585455912,
0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hh,2022_Oct_15_1242,BananaMonkey,3.2.3,60.0295585455912,
0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hh,2022_Oct_15_1242,BananaMonkey,3.2.3,60.0295585455912,
0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hh,2022_Oct_15_1242,BananaMonkey,3.2.3,60.0295585455912,
0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hh,2022_Oct_15_1242,BananaMonkey,3.2.3,60.0295585455912,
0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hh,2022_Oct_15_1242,BananaMonkey,3.2.3,60.0295585455912,
0,0,0,0,,,,,,,,,,,,,,,24.894688500004122,None,24.84767049999209,None,24.894688500004122,None,27.850230899988674,None,None,27.850230899988674,None,n,3.2440991000039503,27.850230899988674,None,,,,,,,hh,2022_Oct_15_1242,BananaMonkey,3.2.3,60.0295585455912,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.11996349997935,None,0.024999999999999998,0.029999999999999995,5,5,,,,,,
